id,source_id,pattern,document,right_summary,hallucinated_summary
17736::Intrinsic,17736,Intrinsic,আমার ঠান্ডা সমস্যা আছে । অল্পতেই নাকে পানি চলে আসে । আর মাঝে মাঝে আমার পাশে কেউ বসে থাকলে সে আমার নি : শ্বাস নেবার শব্দ পায় । অনেকেই বলেছে যে আমার নি : শ্বাস নেবার সময় শব্দ হয় । আমি মাঝে মাঝে মনটেয়ার - ১০ টেবলেট টা খাই । এখন যেহেতু শীত চলে এসেছে আমার ঠান্ডা ও নি : শ্বাসের সমস্যাও বারছে । এখন এই অবস্থায় আমার করনীয় কি যদি বলতেন দয়া করে ।,ঠান্ডার সমস্যা । নাকে পানি আসে । নিশ্বাস নিলে শব্দ হয় । মনটেয়ার ১০ খাই । কি করনীয় ?,"শীতকালে ঠান্ডা অনেক বেড়ে যায়, নাক বন্ধ ও পানি পড়ে। শ্বাস নিতে কষ্ট হয় এবং রাতে নিশ্বাসে বেশি শব্দ হয়। মাঝে মাঝে মনটেয়ার ১০ খাই। এখন কী চিকিৎসা নেওয়া উচিত?"
17094::Intrinsic,17094,Intrinsic,"আমার ২বছরের টুইন বেবী , ১টা ছেলে । ১টি মেয়ে । দুজন ই ৩ / ৪ দিন পরপর পায়খানার চাপ আসে , প্রচন্ড কষ্টাকাঠিন্য আছে । পায়খানা করতে চায় না , ভয় পায় , দৌড়াদৌড়ি করে । শরীর বাঁকা করে আটকায় । কোন খাবারের প্রতি আগ্রহ নেই । এভোলোক সিরাপ কি খাওয়ানো যাবে ?",টুইন বেবির ৩ / ৪ দিন পরপর পায়খানার চাপ আসে । কোষ্ঠকাঠিন্য আছে । খাবারে আগ্রহ নেই । এভোলোক সিরাপ কি খাওয়ানো যাবে ?,"২ বছরের টুইন বেবির প্রায় এক সপ্তাহ পরপর পায়খানা হয়। তীব্র কোষ্ঠকাঠিন্যের সঙ্গে পায়খানার সময় ভয় ও কান্না করে, শরীর শক্ত করে রাখে। খাবার একেবারেই খেতে চায় না। এভোলোক সিরাপ দেওয়া যাবে কি?"
24709::Intrinsic,24709,Intrinsic,পাঁচ ছয় দিন আগে সকালে ঘুম থেকে উঠার পর ঘাড়ে ব্াথা অনুভব হয় । হয়ত বালিসে ঘুমানোর ক্ষেত্রেও হতে পারে । একদিন একটা নাপা ট্যাবলেট খেয়েছিলাম । এখন ও ব্াথাটা আছে তবে আগের চেয়ে কিছুটা কম । ভাবছি এমনিতেই সেরে যাবে কিন্তু না । এখন করনীয় কি ?,"ঘুম থেকে উঠে ঘাড়ে ব্যথা , নাপা খেয়েছি , কি করনীয়","ঘুম থেকে উঠে হঠাৎ ঘাড়ে তীব্র ব্যথা, সম্ভবত উঁচু বালিশে ঘুমানোর কারণে। কয়েকদিন ধরে ব্যথা আছে, নাপা খেলেও পুরোপুরি কমেনি, এখন কী চিকিৎসা দরকার?"
11733::Non-factual,11733,Non-factual,"আমার বয়স ৪৭ বছর । আমি রোজ অবস্থায় গত পরশু১৫ / ০৫ / ২০ তাং সকাল ৯ . ০০ টায় পেটে অনেক গ্যাস অনুভব করি , টয়লেট থেকে ফিরে এসে ঘাটে সুই , কিছু সময় পর হঠাৎ আমার চার পাশ ঘুরতে থাকে আমি ঘট আকড়ে ধরি , এরপর আমার মাথা ঘুরতে থাকে পরে বমি হয় দুবার , স্থানীয় ফার্মেসির ডাঃ আমাকে একটা নরিয়াম , একটা বমির ট্যাবলেট , একটা ঘুমের ট্যাবলেট দেয় , গতকাল ও চোখ খুললে মাথা ঘুরতো , আজ বিকাল থেকে কিছুটা ভাল লাগছে তবে , মোবাইলে লিখতে গিয়ে মাথা ভার লাগছে আমি বর্তমানে বামনা উপজেলা , বরগুনায় অবস্থান করছি , এমতাবস্থায় পরামর্শ প্রার্থী ।","বয়স ৪৭ । গত ১৫ / ০৫ / ২০ সকাল ৯ টায় পেটে গ্যাস হয় । এরপর মাথা ঘুরে ও বমি হয় ২ বার । ফার্মেসীর ডাক্তার নরিয়াম , বমি ও ঘুমের ট্যাবলেট দেয় । গতকাল মাথা ঘুরেছে । আজ বিকাল থেকে ভালো লাগছে কিন্তু হালকা মাথা ভার হয়ে আছে । পরামর্শ চাই ।","বয়স ৪৭। গত ১৬/০৫/২০ সকাল ১০টায় পেটে গ্যাসের পর হঠাৎ মাথা ঘুরে ৩ বার বমি হয়। ফার্মেসির ডাক্তার নরিয়াম, ভোমিসেট ও ঘুমের ট্যাবলেট দেন। গতকালও চোখ খুললেই মাথা ঘুরেছে। আজ কিছুটা ভালো, তবে মাথা ভার ও ঝিম"
22969::Non-factual,22969,Non-factual,আমি পুরুষ । বয়স 37 । আমি মার্কেটিং এর চাকরি করি । প্রায় দশ পনেরো দিন যাবত আমার কোমরের নীচ থেকে দুই ঠ্যাং এর ভিতরে বিশেষ করে রাং এর মধ্যে শুধু কন কন বা কামড়ায় । এই অবস্থায় বেশিক্ষণ নামাজে বসে থাকলে পরবর্তীতে উঠলে একটু সমস্যা হয় । ব্যথা জনিত কোন অসুবিধা নাই । এই অবস্থায় যদি ওষুধ খেয়ে ভালো হয় তাহলে সে গুলোর নাম জানতে চাচ্ছি ।,বয়স ৩৭ । পুরুষ । কোমরের নিচ থেকে দুই পা কামরায়,"বয়স ৩৭। পুরুষ। প্রায় এক মাস ধরে কোমরের নিচ থেকে দুই পায়ে, বিশেষ করে রানের ভেতরে ঝিনঝিনি ও কামড়ানোর মতো অনুভূতি। বসে থাকলে উঠতে কষ্ট হয়।"
21520::Factual Contradiction,21520,Factual Contradiction,ডক্টর আসসালামুয়ালাইকুম আমার বিগত অনেকদিন যাবতই মুখে ব্রণ হয় কিন্তু বিগত কিছুদিন যাবত বোনের সাথে সাথে প্রচন্ড মুখ চুলকায় এবং মুখের থেকে খোসা উঠে এটা খুবই খারাপ পর্যায়ে আছে এখন এত পরিমাণে চুলকায় যে মুখ মানে থেকে অনুচ্ছেদে আচরের দাগ পড়ে যাচ্ছে আর মুখে অনেক ব্রণ এর দাগের সেই মুহূর্তে আমি কি করতে পারি,ব্রুনের জন্য মুখ চুলকায় ও খোসা উঠে । দাগ হয়েছে । কি করনীয় ?,মুখে ব্রণের সাথে কোনো চুলকানি বা খোসা ওঠা নেই। দাগ হয়নি। কী করণীয়?
6599::Intrinsic,6599,Intrinsic,আসসালামু আলাইকুম . . প্রায় দেড় বছর যাবত আমার অন্ডকোষ ফুলে আছে . শুরুর দিকে মাঝেমধ্যে ফোলা থাকতো আবার নিজ থেকেই কমে যেতো . বিগত ৬ - ৭ মাস বেশ বড় আকারেই অন্ডকোষ ফুলে আছে . যতটুক অনুভূতি হয় এতে পানি জমে আছে . মাঝেমধ্যে হালকা ব্যাথা উঠে যখন তলপেটে চেপে থাকে এমন টাইট প্যান্ট পড়লে . ব্যাথা উঠলে শুয়ে থাকলে ব্যাথা চলে যায় এবং মনে হয় পানি অন্ডকোষ থেকে সরে যাচ্ছে . উল্লেখ্য আমি বাইক চালাই এবং হালকা আঘাতের রেকর্ড রয়েছে অন্ডকোষ এ . আমার বয়স ২৯ . সমাধান পেলে উপকৃত হবো,"২৯ বছর বয়সী পুরুষ । দেড় বছর যাবত অণ্ডকোষ ফুলে আছে , ৬ - ৭ মাস যাবত মনে হচ্ছে পানি জমে আছে , হালকা ব্যথা উঠে টাইট প্যান্ট পরলে । শুয়ে থাকলে ব্যথা চলে যায় । বাইক চালাই এবং হালকা আঘাত পেয়েছি আগে । এর সমাধান কি","২৯ বছর বয়সী পুরুষ। প্রায় দুই বছর ধরে অণ্ডকোষ ফুলে আছে, গত ৮–৯ মাস ধরে বেশ বড় হয়ে পানি জমার মতো মনে হচ্ছে। মাঝে মাঝে ব্যথা হয়, বিশেষ করে হাঁটাচলা বা বাইক চালালে। শুয়ে থাকলে ফোলা কিছুটা কমে যায়। আগে অণ্ডকোষে আঘাত লেগেছিল। এর সমাধান কী?"
7374::Factual Contradiction,7374,Factual Contradiction,"টেনশন টাইপ মাথা ব্যাথাঃ উপসর্গঃ ভারী ভারী একটানা এক ধরনের ব্যাথা মাথার দুদিকে থাকে । মৃদু থেকে বেশি মাত্রায় হয় । মাথা দুহাত দিয়ে চেপে ধরেছে এরকম মনে হয় । মাথার চারদিকে একটি ব্যান্ড বেধেঁ দিয়েছে বলে অনুভুত হয় । ব্যাথা ঘাড় কিংবা কাধে চলে আসে । সময়ঃ ১ - ২ ঘন্টা থাকে , বেশিও থাকে , বিকেলের দিকে বা সন্ধায় বেশি হয় , কারনঃ আবেগজনিত চাপ বড় কারন । তবে কিছু কিছু শারীরিক রোগেও হয়ে থাকে , যেমন : আর্থ্রাইটিস । এখানে যে কারণ দুটো আছে দুটোই আমার মধ্যে পরিলক্ষিত , দয়া করে যানাবেন , এই সময় কোথাও যেতেও পারছি না , কি চিকিৎসা বা কি ঔষধ করব","মাথায় দুইদিকে ভারী একটানা ব্যাথা , কাধে ও ঘাড়ে ছড়িয়ে যায় । ১ - ২ ঘণ্টা বা এর বেশি থাকে , বিকালে ও সন্ধ্যায় বেশি হয় । আর্থরাইটিস ও আবেগের কারণে হয় । চিকিৎসা কি ?","মাথার একদিকে ধকধকে ব্যাথা হয়, ঘাড়ে বা কাঁধে ছড়ায় না। সাধারণত ১–২ ঘণ্টার কম থাকে এবং সকালে বেশি হয়। আর্থরাইটিস বা আবেগজনিত চাপ নেই। চিকিৎসা কী?"
12728::Factual Contradiction,12728,Factual Contradiction,স্যার হাঠাতি আমার শরীরের প্রায় সব তক চুলকায় বিষেস করে মুখ . . . স্যার এটা সম্ভাবত এলারজি আর স্যার । আমার শরীরে মুখ সহ অনেক জায়গায়ি দাউদ আছে যা অসয্য আলাজি আর দাউদ এর বিষয়ে স্যার । পিলিজ একটু গুরুত্ব দিয়ে বলুন পিলিজ কোনোমঔষুধ বা মলমের নাম বলুন কি করলে এই দুঔটা রোগ থেকে মুক্তিপেতে পারি . . .,শরীর চুলকায় বিশেষ করে মুখ । এলার্জি হতে পারে । শরীরে দাদ আছে । কি ওষুধ বা মলম ব্যবহার করলে দাদ থেকে মুক্তি পাবো ?,"শরীর চুলকায় না, বিশেষ করে মুখে কোনো সমস্যা নেই। এলার্জি নয় বলে মনে হচ্ছে। শরীরে দাদ নেই। কি ওষুধ বা মলম ব্যবহার করলে দাদ থেকে মুক্তি পাবো ?"
18267::Non-factual,18267,Non-factual,"আসসালামু আলািকুম , , আমার বয়স ২৬ + , , , কিছু দিন যাবত মাথার পিছনের সাইডে প্রচন্ড ব্যাথা হচ্ছে , , কিছুক্ষন ফোন বা টিভি দেখলে আরও বেশী ব্যাথা করে , , সাথে ঘাড় মাজাও ব্যাথা করে খুব , , আমার একটা বেবিও আছে ৬ + বয়সের , , সলুশন কি ? ? ?",বয়স ২৬ + । মাথার পেছনে ব্যাথা করে । ঘাড় ও কোমর ব্যাথা করে । কি করনীয় ?,বয়স ২৮। প্রায় দুই সপ্তাহ ধরে মাথার পেছনে প্রচণ্ড ব্যথা করছে। ফোন বা টিভি দেখলে ব্যথা আরও বাড়ে। সাথে ঘাড় ও কোমর ব্যথা করছে। কি করণীয়?
23046::Intrinsic,23046,Intrinsic,"আমার স্ত্রীর বয়স ৩০ , তার উভয় পায়ের বৃন্ধাঙ্গুলীর নখের দুই পাশে ( কোণা ) মাঝে - মাঝেই খুব দুর্গন্ধ হয় ( দৃশ্যমাণ ময়লা থাকে না ) । নখের কোণে হালকা ব্যাথাও হয় । নখ পরিষ্কার করার সময় নখের নিচ হতে সাদা ময়লা বের হয় । নখের কোণের প্রান্ত সাদা হয়ে ওঠে এবং ঐ সাদা অংশ মেটালিক কিছু দিয়ে ঘষা দিলে মড়া নখের মতো ক্ষুদ্র ক্ষুদ্র টুকরায় ভেঙে যায় । এর সমাধান কি ?","বয়স ৩০ । পায়ের নখের কোনে হালকা ব্যথা , সাদা হই গেসে , ঘষা দিলে ভেঙে যাই","বয়স ৩০। উভয় পায়ের বৃদ্ধাঙ্গুলির নখের দুই পাশেই তীব্র ব্যথা ও দুর্গন্ধ, নখের নিচে হলুদ ময়লা জমে। কোণের অংশ কালচে-সাদা হয়ে গেছে এবং পরিষ্কার করলে মোটা টুকরার মতো উঠে আসে।"
11721::Intrinsic,11721,Intrinsic,"আমার কয়েকদিন আগে ১০০ ডিগ্রি এর মত জ্বর আসছিল , নাপা খায় আর পরে তা ভালো হয়ে যায় কিন্তু বুকে কফ ছিল পরে লোকাল ফার্মেসি ওয়ালা আমাকে জিথ্রক্স ৫০০ দেয় আমি ৩ দিন ৩টা খায় . . আর আজকে ২ দিন ধরে জিহবার স্বাদ আর নাকের গন্ধ সম্পুর্ন চলে গেছে । কোন ঘ্রানই নাকে পাচ্ছি না . . . কোন ডাক্তারও দেখাতে পারছি না . . এখন আমি কি করতে পারি",কয়েক দিন আগে ১০০° জ্বর হয় পরে নাপা খেলে ভালো হয় । কিন্তু বুকে কফ ছিল । লোকাল ফার্মেসী থেকে জিথ্রক্স ৫০০ ৩ দিন ৩ টা খাই । নাকে ঘ্রান নেই । কি করনীয় ?,"কয়েক দিন আগে ১০১° জ্বর ছিল, নাপা খেয়ে কমে যায়। পরে বুকে কাশি ও কফ বাড়ে। ফার্মেসি থেকে জিথ্রোম্যাক্স ৫০০ পাঁচ দিন খেয়েছি। এখন ২ দিন ধরে জিহ্বার স্বাদ ও নাকের গন্ধ একদম নেই। কী করণীয়?"
22330::Intrinsic,22330,Intrinsic,আমি কাল ১২ টার সময় আক্কেল দাতঁ তুলছি কেটে বের করছে সেলাই দিছে ৪ টা । কাল দাতঁ তুলার সময় আমার গলার ভিতরে বাম সাইডে ডুগ গুলার সময় ব্যথা লাগে । এখন কাল রাতে আমার গলার ভিতরে কি যেন একটা বের হয়ছে ডুগ গিলতে পারতেছিনা বড় হা করে কাউকে দেখাতে পারতেছিনা । এর আগে আমার টন্সিল বাসছিল । এখন আমি কি ঔষধ খাব ।,আক্কেল দাঁত তোলার জন্য গলার ভেতরে ঢোক গিললে ব্যাথা লাগে । গলায় কিছু বের হয়েছে । কি ওষুধ খাবো ?,আক্কেল দাঁত তোলার পর থেকে গলার ডান পাশে ঢোক গিললে তীব্র ব্যথা হচ্ছে। রাতে গলায় ফোলা মতো কিছু দেখা দিয়েছে এবং মুখও ঠিকমতো খুলতে পারছেন না। এখন কী অ্যান্টিবায়োটিক বা ওষুধ খাওয়া উচিত?
2238::Factual Contradiction,2238,Factual Contradiction,"আসসালামু আলাইকুম , স্যার আমার আম্মুর বয়স 52 / 55 বছর । ওনার সুধু পুরো শরীর ঘামায় , ঘুম থেকে জাগ্রত হওয়ার পর বেশি ঘামায় । আর শরীরের এক পাশ ঝিমঝিম করে , ওনার ডয়োবেটিক আর প্রেসার ও আছে এতে ষ্টোক করার লক্ষণ আছে কি ? খুব টেনশনে আছি , এখন ওনাকে কোন বিশেষজ্ঞ ডাক্তার দেখানো উচিত ? আপনার মূল্যবান মতামত দিয়ে উপকৃত করবেন ।","বয়স ৫২ - ৫৫ বছর । পুরো শরীর ঘামায় , ঘুম থেকে জাগ্রত হওয়ার পর বেশি ঘামায় । শরীরের এক পাশ ঝিমঝিম করে , ডয়োবেটিক , প্রেসার ও আছে ।","বয়স ৫২ - ৫৫ বছর। পুরো শরীর ঘামে না, ঘুম থেকে জাগ্রত হওয়ার পর ঘাম কমে যায়। শরীরের দুই পাশই ঝিমঝিম করে না, ডায়াবেটিস বা প্রেসারের সমস্যাও নেই।"
16370::Non-factual,16370,Non-factual,"আমার বয়স ২৮ । আমার প্রায় ই মাথা ব্যাথা হয় । যেমন , রোদে গেলে , কান্না করলে , জোরে কথা বললে , হাইপার হলে এমন কি টেনশন করলেও মাথা ব্যাথা হয় । ডাক্তার দেখানোর পর মাইগ্রেন এর ব্যাথা এটা বলা হয় । কিন্তু গত কয়েকদিন যাবত মাথা ব্যাথা টা খুব বেড়ে গিয়েছে । কিছু বিষয় নিয়ে চিন্তা ও করছি । মাথা ব্যাথা টা অসহ্য রকমের । কাশি দিলে বা হাল্কা মাথা টা নড়ালেও ব্যাথা হয় । এখন এই অবস্থায় কি করতে পারি ।","বয়স : ২৮ । রোদে গেলে , কান্না করলে , জোরে কথা বললে , টেনশন করলে , কাসি দিলে ও হালকা মাথা নাড়ালেও মাথা ব্যথা হয় ।","বয়স ২৮। প্রায় এক মাস ধরে মাথাব্যথা অনেক বেড়েছে। রোদে গেলে, কান্না করলে, জোরে কথা বললে, টেনশন করলে, কাশি দিলে ও হালকা মাথা নাড়ালেও মাথা ব্যথা হয়। আগে ডাক্তার এটি সাইনাসের ব্যথা বলেছিলেন।"
24902::Factual Contradiction,24902,Factual Contradiction,"আমার মুখে অনেক ব্রন উঠছে কিছুদিন ধরে , , মুখে একদম কিছু ইউজ করতে পারছিনা । শুধু এক্সপেল এর টি ট্রি ফেস ওয়াশ আর এলোভেরা জেল ইউজ করি । । । । মুখ প্রচুর জালাপোড়া করে , , , আগে গার্নিয়ার এর একটা ভিটামিন সি ক্রিম ব্যবহার করতাম ওইটাও এখন রিএক্ট করে । , , সিম্পল এর লাইট ময়েশ্চারাইজার ব্যবহার করার পর থেলে স্কিন এত্ত বেশি সেন্সিটিভ হয়ে গেছে । আমার বয়স ২৫ . . স্কিন টাইপ অয়েলি । প্রচুর অয়েল প্রডিউস করে স্কিন । ফেস ওয়াশ করার হাফ আওয়ার পরেই স্কিন একদম চিটচিটে হয়ে যায় । আর প্রচুর পেইন হয় একনি গুলায় । আর চুল্কায় ও অনেক । । । । কিভাবে নিস্তার পাব","মুখে অনেক ব্রণ , প্রচুর জ্বালাপোড়া করে বাজারের ক্রিম ইউজ করি । বয়স ২৫ , স্কিন টাইপ অয়েলি । ফেসওয়াশ করার পরও লাভ হয় না , তেল তেল হয় , চুলকায় । কি করবো","মুখে অনেক ব্রণ, কিন্তু জ্বালাপোড়া নেই এবং বাজারের ক্রিমে ভালোই স্যুট করছে। বয়স ২৫, স্কিন টাইপ ড্রাই। ফেসওয়াশ করার পর তেল তেল না হয়ে একদম শুষ্ক হয়ে যায়, চুলকানিও নেই। কি করবো"
6840::Non-factual,6840,Non-factual,স্যার আমার মা এর হাই পেসার ছিলো লোসারডিল ৫০ এমজি শুধু রাতে । । এটা খাবার পর থেকে এখন পেসার ১২০ / ৮০ । কিন্তু গত দুই মাস থেকে হঠাৎ করে শরির খুব গরম থাকে । । মাঝে মাঝে ঠান্ডা হয় কিন্তু বেশি সময় গরম থাকে সাথে ঘাম ও হয় । শরির দুর্বল লাগে ওজন কমে যাচ্ছে । কিন্তু খাওয়ার রুচি আছে হজম ও ভালো । । ডায়বেটিস নাই । এখন কি করা যেতে পারে । ।,"লোসারডিন ৫০ এমজি খান রাতে হাই প্রেসারের জন্য । খাওয়ার পরে প্রেসার এখন ১২০ / ৮০ । গত দুই মাস হঠাৎ করে শরীর গরম হয় । শরীর দুর্বল লাগে , ওজন কমে যাচ্ছে । ডায়াবেটিস নেই । কি করণীয় ?","লোসারডিন ৫০ এমজি খান রাতে হাই প্রেসারের জন্য। খাওয়ার পরে প্রেসার এখন ১৩০/৯০। গত তিন মাস ধরে হঠাৎ করে শরীর গরম হয়, সাথে ঘামও হয়। শরীর দুর্বল লাগে, ওজন কমে যাচ্ছে। ডায়াবেটিস নেই। কি করণীয়?"
17517::Non-factual,17517,Non-factual,"আসসালামু আলাইকুম । আমার ছেলের বয়স আজকে ৬ মাস ২৫ দিন চলছে । ওর প্রায় সময়ই আমাশা পায়খানা লেগেই থাকে । কিন্তু গত পরশু রাতে পায়খানার সাথে রক্ত ছিলো অর্থাৎ রক্ত আমাশা পায়খানা করেছে , কালকে সারাদিনে আর রক্ত আমাশা না করলেও এমনিতেই আমাশা পায়খানা করেছে প্রায় ৩ / ৪ বার । আবার আজকে সকালেও একবার করেছে । আমি এখনো পর্যন্ত ওকে কোনো ঔষধ খাওয়াই নাই । দয়া করে জানাবেন আমি ওকে এখন কি ঔষধ খাওয়াবো তাহলে আপনাদের কাছে খুবই উপকৃত হবো ।",বয়স ৬ মাস ২৫ দিন । সবসময় আমাশয় ও পাতলা পায়খানা থাকে । গত পরশু পায়খানার সাথে রক্ত আসে বা রক্ত আমাশয় হয় । গতকাল ৩ / ৪ বার পাতলা পায়খানা হয়েছে । আজকে একবার হয়েছে । কি ওষুধ খাওয়াবো ?,বয়স ৭ মাস ২৫ দিন। প্রায়ই আমাশয় ও পাতলা পায়খানা থাকে। গত পরশু রাতে পায়খানার সাথে রক্ত এসেছে। গতকাল ৫ / ৬ বার পাতলা পায়খানা হয়েছে। আজ সকালেও একবার হয়েছে। এখনো কোনো ওষুধ বা মেট্রোনিডাজল খাওয়ানো হয়নি। কি ওষুধ খাওয়াবো?
24509::Factual Contradiction,24509,Factual Contradiction,"আসসালামু আলাইকুম , সোহানা ( ৫ ) , বয়স 5 মাস 10 দিন । একটা বিষয়ে জানার জন্য আপনার কাছে জানতে চাই , বাবুর আসলে এখন মায়ের দুধে হচ্ছে না , আমি কি বাহিরের খাবার দিতে পারি , বাবুর বয়স পাঁচ মাস দশ দিন । আর বাহিরের খাবার বলতে কি দিতে পারি , বা দেওয়া ঠিক হবে কিনা বাহিরের খাবার । খাওয়ার জন্য খুব কান্নাকাটি করে বাবু ।",বয়স পাঁচ মাস দশ দিন বাচ্চার মায়ের দুধে হচ্ছে না । বাইরের খাবার কি দেওয়া যাবে ? খাওয়ার জন্য খুব কান্নাকাটি করে বাবু,বয়স পাঁচ মাস দশ দিন বাচ্চার মায়ের দুধে ভালোই হচ্ছে। বাইরের খাবার না দেওয়াই কি ঠিক হবে? খাওয়ার জন্য খুব কান্নাকাটি করে না বাবু।
10523::Factual Contradiction,10523,Factual Contradiction,গতকাল বিকেলে বসে গোসল করার পর উঠতে নিয়ে হঠাৎ করে বেসিনে গুতা লাগে মাথার পেছনের ভাগে । তখন থেকে ৪ / ৫বার বমি হয় রাতে আর প্রচুর ব্যথা আর মাথা অনেক ভারি হয়ে আছে । আর বমি বমি ভাবটা এখনো অনেক আছে । আর এমনিতেউ গত কয়েকদিন যাবত সেভাবে খাওয়াদাওয়াও করা হয়না । সেহরি বা ইফতারেউ সেভাবে খাওয়া হয়না । আর গতকাল ব্যথা পাওয়ার পর থেকেএকটু পর পর ব্যালান্স হারায় ফেলতেছি । আর চিনচিন করে ব্যথা । এখন করনীয় কি আমার ?,মাথার পেছনে বেসিনের সাথে গুতা লাগে । এরপর ৪ / ৫ বার বমি হয় । মাথায় ব্যাথা হয় ও মাথা ভারি হয়ে আছে । ব্যাথা পাওয়ার পর থেকে ব্যালেন্সলেস হয়ে যাচ্ছি । মাথা চিন চিন ব্যাথা করে । কি করনীয় ?,"মাথার সামনে বেসিনের সাথে গুতা লাগে। এরপর কোনো বমি হয়নি। মাথায় তেমন ব্যথা নেই, মাথা হালকা লাগছে। ব্যথা পাওয়ার পর থেকে ব্যালেন্স ঠিক আছে। মাথা চিনচিন করে না। কি করনীয়?"
14742::Factual Contradiction,14742,Factual Contradiction,"আমি না জেনে , অন্যের কথায় উৎসাহী হয়ে ফার্মেসি থেকে মোটা হওয়ার জন্য ১ ফাইল পুদিনা এস সিরাপ ২ চামচ করে দিনে ২ বার খেয়েছি । কিন্ত খাওয়ার পর জানতে পারি এসমস্ত ঔষধে প্রচুর পার্শপ্রতিক্রিয়া রয়েছে । এখন আমি নিজের শরীর নিয়ে খুবই চিন্তিত । এখন আমি কি করতে পারি ?",ফার্মেসি থেকে মোটা হওয়ার জন্য ১ ফাইল পুদিনা এস সিরাপ ২ চামচ করে দিনে ২ বার খেয়েছি । কিন্ত খাওয়ার পর জানতে পারি ঔষধে প্রচুর পার্শপ্রতিক্রিয়া রয়েছে । এখন কি করতে পারি ?,ফার্মেসি থেকে মোটা হওয়ার জন্য ১ ফাইল পুদিনা এস সিরাপ ২ চামচ করে দিনে ১ বার খেয়েছি। খাওয়ার আগেই জানতে পারি এই ঔষধে তেমন কোনো পার্শপ্রতিক্রিয়া নেই। এখন কি করতে পারি?
21276::Factual Contradiction,21276,Factual Contradiction,"স্যার আমার স্মৃতি শক্তি কমে যাচ্ছে , আমি গুছিয়ে কথা বলতে পারি না , , কোনো কিছু ভালো লাগে মা , কারো সাথে সুন্দর করে কথা বলতে পারি না , নিজে বুদ্ধি খাটিয়ে কথা বলতে পারি , মনে রাখতে পারি না । মানুষ মুখে দিখে তাকিয়ে কথা বলতে পারি আমার চুখ মুখ কালো হয়ে যায় , বুঝা যায় আমার কান্না আইছে , এজন্য মানুষের সাথে আমার কথা বলার ইচ্ছা থাকলে ও বলতে পারি না , , মনে রাখতে পারি না , কোনো কাজ বুদ্ধি কাটিয়ে সুন্দর ভাবে করতে পারি না , , কাজ করার পর সেটা যে ১০০ % সঠিক করতে পেরেছি সে গ্যারান্টি দিতে পারি না , ,",স্মৃতি শক্তি কমে যাচ্ছে । মাথা ভারি লাগে । কি করনীয় ?,"স্মৃতি শক্তি ঠিক আছে, গুছিয়ে ও বুদ্ধি খাটিয়ে ভালোভাবে কথা বলতে পারেন। মানুষের সাথে সহজে কথা বলতে পারেন, কোনো মানসিক অস্বস্তি নেই। কি করনীয়?"
1238::Non-factual,1238,Non-factual,"আমার বয়স ২৭ বছর , বিবাহিত , আমার রক্তে এলার্জি ৫২৮ . ৪ , অনেক চুল্কানি হয় , আমি ডাক্তারের পরামর্শ অনুযায়ী জাইরিল ২৫ , খাইতেছি , খাইলে চুল্কানি কমে , না খাইলেই বাড়ে , আমি এখন কি করবো ? ? এটা কি একেবারে ভালো হয় নাকি ? অনেকেই বলে ভালো হয় না । প্লিজ যদি বলতেন ।",বয়স ২৭ । রক্তে এলার্জি ৫২৮ . ৪ । চুলকানি হয় । ডাক্তারের পরামর্শে জাইরিল ২৫ খাচ্ছি । খেলে চুলকানি কমে । না খেলে বেড়ে যায় । এটা কি একবারে ভালো হয় না ? কি করনীয় ?,"বয়স ২৭। রক্তে এলার্জি ৬২৮.৪। প্রায় ছয় মাস ধরে অনেক চুলকানি হয়। ডাক্তারের পরামর্শে জাইরিল ১০ ও মন্টেলুকাস্ট খাচ্ছি। খেলে চুলকানি কমে, না খেলে বেড়ে যায়। এটা কি একেবারে ভালো হবে, এখন কি করণীয়?"
13885::Factual Contradiction,13885,Factual Contradiction,"আমার গত বার মাসিক হয়েছিল মে মাসের ১ তারিখে , ১ তারিখ থেকে ৫ তারিখ পর্যন্ত প্রচূর পরিমানে রক্তক্ষরন হয়েছিল । আর এবার মাসিক হয়েছে এই মাসের ২৫ তারিখে । গত তিন দিন আমার প্রচূর রক্তক্ষরন হচ্ছে । এখনো একই ভাবে হচ্ছে । আমার বাম পা ব্যথা করে । মাঝে মাঝে অবস হওয়ার মত অনুভব হয় । শরীর অনেক দূর্বল লাগে । নিচের পেটে ব্যথা হয় । ব্যথাটা মাঝে মাঝে বেশি হয় , আবার কম ও হয় । আমি অবিবাহিত । এখন আমার কি করা উচিত ?",গত মে মাসের ১ তারিখ মাসিক হয় । ১ তারিখ থেকে ৫ তারিখ প্রচুর রক্তক্ষরণ হয় । বাম পায়ে ব্যাথা । মাঝে মাঝে অবশ মনে হয় । শরীর দুর্বল । নিচের পেটে ব্যাথা । মাঝে মাঝে ব্যাথা কম বেশি হয় । আমি অবিবাহিত । কি করনীয় ?,"গত মে মাসের ১ তারিখ মাসিক হয়। ১ তারিখ থেকে ৫ তারিখ খুব অল্প রক্তক্ষরণ হয়। এবার মাসিকও ঠিক ১ তারিখেই হয়েছে। বাম পায়ে কোনো ব্যথা নেই। শরীর বেশ স্বাভাবিক লাগে, শুধু নিচের পেটে মাঝে মাঝে ব্যথা হয়। আমি অবিবাহিত। কি করনীয়?"
