id,source_id,pattern,context,question,right_answer,hallucinated_answer,raw_response,is_hallucinated
bengali--7062275363138990568-1::comprehension,bengali--7062275363138990568-1,comprehension,ভারতীয় জাতীয়তাবাদী নেতা সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়ের উদ্যোগে ১৯২২ সালে গণতান্ত্রিক সায়ত্ত্বশাসন সংস্থা হিসেবে কলকাতা পৌরসংস্থা প্রতিষ্ঠিত হয়। ১৯৪৭ সালে ভারত স্বাধীন হওয়ার পর ১৯৫১ ও ১৯৫৬ সালে দুই বার কর্পোরেশন আইন সংশোধন করা হয়েছিল। বর্তমান পৌরসংস্থাটি ১৯৮০ সালের সংশোধিত পৌর আইনের ভিত্তিতে পরিচালিত হয়। শোভন চট্টোপাধ্যায় কলকাতা পৌরসংস্থার বর্তমান মহানাগরিক।,বর্তমানে কলকাতার মেয়র কে ?,শোভন চট্টোপাধ্যায়,বর্তমানে কলকাতার মেয়র সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়।,yes,yes
bengali--5821119236838958518-7::inference,bengali--5821119236838958518-7,inference,"মলয় রায়চৌধুরীর প্রথম কাব্যগ্রন্হ শয়তানের মুখ ১৯৬৩ সালে কৃত্তিবাস প্রকাশনী ধেকে প্রকাশিত হয়েছিল। পরীক্ষা-নিরীক্ষার কারণে গ্রন্হটিকে একটি জলবিভাজক বলে মনে করা হয়। মলয় তাঁর প্রতিটি কাব্যগ্রন্হে পরীক্ষা-নিরীক্ষা করেছেন এবং একটি সম্পূর্ণ ভিন্ন ধারার কবিতার জনকরূপে বাংলা সাহিত্যে একটি বিশেষ স্হান করে নিয়েছেন। তাঁর কবিতা বাংলাসাহিত্যের সনাতন ঐতিহ্যকে, নিয়মানুবর্তিতাকে, আমূল নাড়া দিয়েছিল। কবিতার ভাষায়, ছন্দে, অলংকারে, চিত্রকল্পে তুমূল ভাংচুর পাঠকের অভ্যস্ত চোখ ও কানকে বিব্রত করেছিল। যৌনতার সংগে তিনি এনেছিলেন ব্যঙ্গ, আত্মপরিহাস ও অসহায় মানুষের নিষগফলতার যন্ত্রণা। উপন্যাস ও ছোটগল্পে তিনি নিজস্ব গদ্য সৃষ্টি করেছেন এবং তাঁর প্রবন্ধকে আপোষহীন বলে মনে করা হয়। তাঁর নাটক তিনটিকে বলা হয়েছে উত্তরাধুনিক, যদিও সেগুলি হাংরি আন্দোলনের সময়ে রচিত। তার প্রবন্ধ ও পোলেমিক্সগুলি থেকে স্পষ্ট হয় কেন তাঁকে প্রতিষ্ঠানবিরোধিতার জনক বলা হয়। মলয় যাঁদের কাজ অনুবাদ করেছেন তাদের মধ্যে উল্লেখযোগ্য হলেন উইলিয়াম ব্লেক, জাঁ ককতো, সালভাদোর দালি, পল গঁগা, ব্লাইজি সঁদরা, ত্রিস্তান জারা, অ্যালেন গিন্সবার্গ, লরেন্স ফেরলিংঘেট্টি, পাবলো নেরুদা এবং ফেদেরিকো গারথিয়া লোরকা।মলয় গ্রন্হে সম্পাদক মুর্শিদ এ. এম. ভূমিকায় জানিয়েছেন যে নব্বুই দশকের পর রচিত তার সাহিত্যকর্মকে বলা হয়েছে অধুনান্তিক।",বাঙালি হাংরিয়ালিজম যুগের লেখক মলয় রায়চৌধুরীর প্রথম প্রকাশিত কাব্যগ্রন্থের নাম কী ?,শয়তানের মুখ,অধুনান্তিক যুগের সূচনাপর্ব নামে পরিচিত।,yes,yes
bengali-1374812589930743477-0::comprehension,bengali-1374812589930743477-0,comprehension,"হিন্দুধর্ম মতে, পিতৃপক্ষ (সংস্কৃত: पितृ पक्ष) পূর্বপূরুষের তর্পণাদির জন্য প্রশস্ত এক বিশেষ পক্ষ। এই পক্ষ পিত্রুপক্ষ, ষোলা শ্রাদ্ধ, কানাগাত, জিতিয়া, মহালয়া পক্ষ ও অপরপক্ষ নামেও পরিচিত।[1][2][3]",হিন্দু ধর্ম মতে পূর্বপূরুষের তর্পণ করার কী কোনো নির্দিষ্ট দিন থাকে ?,পিতৃপক্ষ,মহালয়া পক্ষ নামে পরিচিত দিনটি।,no,no
bengali-1496668376968261146-4::comprehension,bengali-1496668376968261146-4,comprehension,"গ্রহের খনিজ সম্পদ ও জৈব সম্পদ উভয়ই মানবজাতির জীবনধারণের জন্য অপরিহার্য। এই গ্রহের অধিবাসীরা প্রায় ২০০টি স্বাধীন সার্বভৌম রাষ্ট্রে সমগ্র গ্রহটিকে বিভক্ত করে বসবাস করছে। এই সকল রাষ্ট্রের মধ্যে পারস্পরিক কূটনৈতিক, পর্যটন, বাণিজ্যিক ও সামরিক সম্পর্ক বিদ্যমান। মানব সংস্কৃতি গ্রহ সম্পর্কে বিভিন্ন ধারণার জন্মদাতা। এই সব ধারণার মধ্যে রয়েছে পৃথিবীকে দেবতা রূপে কল্পনা, সমতল বিশ্ব কল্পনা এবং পৃথিবীকে মহাবিশ্বের কেন্দ্ররূপে কল্পনা। এছাড়া একটি সুসংহত পরিবেশ রূপে বিশ্বকে কল্পনা করার আধুনিক প্রবণতাও লক্ষিত হয়। এই ধারণাটি বর্তমানে প্রাধান্য অর্জন করেছে।",পৃথিবীতে বর্তমানে মোট কয়টি দেশ রয়েছে ?,২০০,১৯৫টি দেশ রয়েছে বর্তমানে।,yes,yes
bengali-6035887477073197072-0::specificity,bengali-6035887477073197072-0,specificity,"আবু ইউসুফ ইয়াকুব ইবনে ইসহাক আল-কিন্দি (Arabic: أبو يوسف يعقوب بن إسحاق الكندي‎‎) (৮০১ - ৮৭৩) প্রখ্যাত আরব পণ্ডিত। পাশ্চাত্য বিশ্বে তিনি লাতিনিকৃত ""আলকিন্ডাস"" (Alkindus) নামে পরিচিত। তিনি ছিলেন একাধারে দার্শনিক, বিজ্ঞানী, জ্যোতিষী, জ্যোতির্বিজ্ঞানী, বিশ্বতত্ত্ববিদ, রসায়নবিদ, যুক্তিবিদ, গণিতজ্ঞ, সঙ্গীতজ্ঞ, পদার্থবিজ্ঞানী, মনোবিজ্ঞানী এবং আবহবিজ্ঞানী। মুসলিম পেরিপ্যাটেটিক দার্শনিকদের মধ্যে তিনিই প্রথম। তাই তাকে মুসলিম পেরিপ্যাটেটিক দর্শনের জনক বলা যায়। তার অনেক অর্জনের মধ্যে বিশেষ উল্লেখযোগ্য ছিল গ্রিক এবং হেলেনীয় দর্শনকে আরব জগতে পরিচিত করে তোলা। এছাড়া বিজ্ঞানের অনেকগুলো শাখায় তিনি অগ্রদূতের ভূমিকা পালন করেছেন।",দর্শনশাস্ত্রের জনক কাকে বলা হয় ?,পেরিপ্যাটেটিক,দর্শনশাস্ত্রের জনক বলা হয় আল-কিন্দিকে।,yes,yes
bengali--4866456305071140944-1::specificity,bengali--4866456305071140944-1,specificity,"প্রাচীর বেষ্টিত এই নগরীরভেতর রয়েছে বিভিন্ন আমলের প্রত্নতাত্ত্বিক নিদর্শন।কয়েক শতাব্দী পর্যন্ত এ স্থান পরাক্রমশালী মৌর্য, গুপ্ত, পাল ও সেন শাসকবর্গের প্রাদেশিক রাজধানী ও পরবর্তীকালে হিন্দু সামন্ত রাজাদের রাজধানী ছিল। তৃতীয় খ্রিষ্টপূর্বাব্দ থেকে পঞ্চদশ খ্রিষ্টাব্দ পর্যন্ত অসংখ্য হিন্দু রাজা ও অন্যান্য ধর্মের রাজারা রাজত্ব করেন।মহাস্থানগড়ের অবস্থান বগুড়া জেলার শিবগঞ্জ উপজেলায় ।[3] বগুড়া শহর থেকে প্রায় ১৩ কি.মি. উত্তরে করতোয়া নদীর পশ্চিম তীরে গেলেএই শহরের ধ্বংসাবশেষ দেখা যায়৷।",মহাস্থানগড় প্রত্নস্থলটি বাংলাদেশের কোন জেলায় অবস্থিত ?,বগুড়া জেলার শিবগঞ্জ উপজেলায়,মহাস্থানগড় প্রত্নস্থলটি রাজশাহী জেলার গোদাগাড়ী উপজেলায় অবস্থিত।,yes,yes
bengali--2676392207575072184-0::comprehension,bengali--2676392207575072184-0,comprehension,"কুমিল্লা ভিক্টোরিয়া কলেজ কুমিল্লা জেলায় অবস্থিত। এটি কুমিল্লার সবচেয়ে পুরাতন এবং বিখ্যাত কলেজ। কুমিল্লা ভিক্টোরিয়া কলেজ ১৮৯৯ সালে প্রতিষ্ঠিত হয়। রায় বাহাদুর আনন্দ চন্দ্র রায় রানী ভিক্টোরিয়ার নামে এটি প্রতিষ্ঠা করেন। তিনি ঠিকাদারি পেশার সাথে যুক্ত ছিলেন এবং শিক্ষা-অনুরাগী ছিলেন। কুমিল্লা ভিক্টোরিয়া কলেজ প্রতিষ্ঠা করার জন্য বিপুল পরিমাণ অর্থ ব্যয় করেছেন। এই কলেজ এভাবে পরিপূর্ণ বাস্তবে রূপ নেয়। কলেজটি প্রতিষ্ঠার পর ব্রিটিশ সরকার তাকে ""রায় বাহাদুর"" উপাধি প্রদান করে। তার স্মতি রক্ষার্তে ভিক্টোরিয়া কলেজের ইন্টারমেডিয়েট শাখায় প্রধান ফটকে একটি সাদা রঙের ভাস্কর্য তৈরি করা হয়েছে। বিজ্ঞানী সত্যেন্দ্রনাথ বসু ছিলেন এই কলেজের প্রথম অধ্যক্ষ যিনি ১৯৪৭ সাল পর্যন্ত কর্মরত ছিলেন। এই কলেজ বাংলাদেশ জাতীয় বিশ্ববিদ্যালয় এর অধিভুক্ত।",কুমিল্লা ভিক্টোরিয়া কলেজের প্রথম অধ্যক্ষ কে ছিলেন ?,সত্যেন্দ্রনাথ বসু,রায় বাহাদুর আনন্দ চন্দ্র রায়,yes,yes
bengali-1508751382134197788-2::factualness,bengali-1508751382134197788-2,factualness,"১৯৫৪ সালের মার্চের ৮ থেকে ১২ তারিখ পর্যন্ত অনুষ্ঠিত পূর্ব পাকিস্তান পরিষদের নির্বাচনে ২৩৭টি মুসলিম আসনের মধ্যে যুক্তফ্রন্ট ২২৩টি আসন অর্জ্জন করে। তন্মধ্যে ১৪৩টি পেয়েছিল মওলানা ভাসানীর নেতৃত্বাধীন আওয়ামী মুসলিম লীগ, ৪৮টি পেয়েছিল শেরে বাংলা এ. কে. ফজলুল হকের কৃষক শ্রমিক পার্টি, নেজামী ইসলাম পার্টি লাভ করেছিল ২২, গণতন্ত্রী দল লাভ করেছির ১৩টি এবং খেলাফত-ই-রাব্বানী নামক দলটি ২টি আসন। ক্ষমতাসীন রাজনৈতিক দল মুসলিম লীগ সম্পূর্ণরূপে এ নির্বাচনে পরাভূত হয় ; তারা কেবল ৯টি আসন লাভ করতে সমর্থ হয়।",শেরেবাংলা আবুল কাশেম ফজলুল হক কোন রাজনৈতিক দলের সঙ্গে যুক্ত ছিলেন ?,কৃষক শ্রমিক পার্টি,শেরেবাংলা আবুল কাশেম ফজলুল হক আওয়ামী মুসলিম লীগের সঙ্গে যুক্ত ছিলেন।,yes,yes
bengali--8230914461558443804-12::comprehension,bengali--8230914461558443804-12,comprehension,"প্রাচীন গ্রিক পণ্ডিত ইরাটোসথেনেস (Eratosthenese, 276-194 BC) প্রাকৃতিক ভূগোলের অগ্রপথিক। তিনি এমন এক সময় এ বিষয়ে অবদান রাখেন যখন পণ্ডিতগণ পৃথিবীর আকার ও আকৃতি সম্পর্কেই অনিশ্চিত ছিলেন। মিশরের বিভিন্ন স্থানের দূরত্বের সাথে সূর্যের আলোক রশ্মির পতনকোণের পার্থক্য হিসাব করে পৃথিবীর পরিধি নির্ণয়ের মাধ্যমে ইরাটোসথেনেস প্রাকৃতিক ভূগোলবিদ হিসেবে ইতিহাসের পাতায় চিরস্তায়ী আসন করে নিয়েছেন। এটিই ছিলো বর্তমানে পরিচিত ভূআকৃতিবিদ্যার (Geodesy) প্রথম গবেষণা। ইরাটোসথেনেসের বহু মূল্যবান ভূগোলবিষয়ক কাজের মধ্যে এটি অন্যতম। তিনি মানচিত্রের গুরুত্বের কথা উপলব্ধি করেছিলেন এবং নিজেকে একজন দক্ষ কার্টোগ্রাফার (cartographer) হিসেবে গড়ে তুলেন। যখন পণ্ডিতগণ পৃথিবী গোলাকার না চেপ্টা এ সম্পর্কে বিতর্কে লিপ্ত, তখন ইরাটোসথেনেস গোলাকার পৃথিবীর কোন কোন স্থান সূর্যালোক দ্বারা অপর মণ্ডল অপেক্ষা অধিক উষ্ণ- এ বিষয়টি উপলব্ধি করেন এবং পৃথিবীকে কতিপয় পরিবেশমণ্ডলে বিভক্ত করে মানচিত্র তৈরি করেন। তিনি সিদ্ধান্তে আসেন যে, গোলাকার পৃথিবীতে একটি নিরক্ষীয় বলয়, দুটি মেরু বলয় এবং এদের মাঝে দুটি নাতিশীতোষ্ণ বলয় বিদ্যমান রয়েছে। ইরাটোসথেনেসের মৃত্যুর বহু শতাব্দি পর্যন্ত অনেক পণ্ডিত ইরাটোসথেনেসের জ্ঞানকে যথার্থ বলে মেনে নিতে পারেননি (ব্লিজ, ১৯৯৩)।[7]",কে প্রথম বিশ্বের মানচিত্র তৈরি করেন ?,ইরাটোসথেনেস,হেরোডোটাস প্রথম বিশ্বের মানচিত্র তৈরি করেন।,yes,yes
bengali--5443118172314527178-10::inference,bengali--5443118172314527178-10,inference,"নবগঠিত বিজেপি কার্যত জনসংঘের থেকে আলাদা দল হলেও, বিজেপির অধিকাংশ গুরুত্বপূর্ণ নেতা ছিলেন পূর্বতন জনসংঘের সদস্য। এমনকি জনসংঘের সদস্য অটলবিহারী বাজপেয়ী বিজেপির প্রথম সভাপতি হয়েছিলেন। ঐতিহাসিক রামচন্দ্র গুহা লিখেছেন, ১৯৮০-এর দশকের গোড়ার দিকটিতে ভারতে অনেকগুলি হিন্দু-মুসলমান দাঙ্গার ঘটনা ঘটেছিল। বিজেপি গোড়ার দিকে জনপ্রিয়তা বাড়ানোর জন্য জনসংঘের হিন্দু জাতীয়তাবাদী অবস্থান সম্পর্কে মধ্যপন্থা অবলম্বন করে এবং জনতা পার্টি ও গান্ধীবাদী সমাজতন্ত্রের সঙ্গে এই দলের যোগসূত্রটির দিকে বেশি গুরুত্ব আরোপ করে।[2] এই পদ্ধতিটি সফল হয়নি। ১৯৮৪ সালের সাধারণ নির্বাচনে বিজেপি লোকসভায় মাত্র দুটি আসন পেয়েছিল।[2] এই নির্বাচনের কয়েক মাস আগে সংঘটিত ইন্দিরা গান্ধী হত্যাকাণ্ডের ঘটনার পরিপ্রেক্ষিতে ভারতীয় জাতীয় কংগ্রেস বিরাট জনসমর্থন লাভে সক্ষম হয়। ফলে বিজেপির সাংসদ সংখ্যা কমে যায় এবং কংগ্রেস ৪০৩টি আসনে জয়লাভ করে।[20]",ভারতীয় জনতা পার্টির প্রথম সভাপতি কে ছিলেন ?,অটলবিহারী বাজপেয়ী,লালকৃষ্ণ আডবাণী ছিলেন বিজেপির প্রথম সভাপতি।,yes,yes
bengali-6120089833063466108-0::factualness,bengali-6120089833063466108-0,factualness,"ঢাকা দক্ষিণ এশিয়ার রাষ্ট্র বাংলাদেশের রাজধানী ও বৃহত্তম শহর। প্রশাসনিকভাবে এটি দেশটির ঢাকা বিভাগের প্রধান শহর। ভৌগোলিকভাবে এটি বাংলাদেশের মধ্যভাগে বুড়িগঙ্গা নদীর উত্তর তীরে একটি সমতল এলাকাতে অবস্থিত। ঢাকা একটি অতিমহানগরী (মেগাশহর); ঢাকা মহানগরী এলাকার জনসংখ্যা প্রায় ১ কোটি ৫০ লক্ষ।[3] জনসংখ্যার বিচারে এটি দক্ষিণ এশিয়ার চতুর্থ বৃহত্তম শহর (দিল্লি, করাচি ও মুম্বইয়ের পরেই) এবং সমগ্র বিশ্বের নবম বৃহত্তম[4] শহর। জনঘনত্বের বিচারে ঢাকা বিশ্বের সবচেয়ে ঘনবসতিপূর্ণ মহানগরী; ১৩৪ বর্গমাইল আয়তনের এই শহরে প্রতি বর্গমাইল এলাকায় ১ লক্ষ ১৫ হাজার লোকের বাস।[5]",বাংলাদেশের রাজধানী ঢাকা শহরের বর্তমান জনসংখ্যা কত ?,প্রায় ১ কোটি ৫০ লক্ষ,প্রায় ২ কোটি ১০ লক্ষ,yes,yes
bengali--7488179106745368024-1::comprehension,bengali--7488179106745368024-1,comprehension,"সঙ্গীতের গতিকে লয় বলে। গতির তারতম্যের জন্য লয়কে তিন ভাগে ভাগ করা যায় - ১) ধীরগতির সঙ্গীতের জন্য বিলম্বিত লয়, ২) দ্রুতগতির সঙ্গীতের জন্য দ্রুত লয় এবং ৩) মধ্যগতির সঙ্গীতের জন্য মধ্য লয়। মধ্য লয় বিলম্বিত লয়ের দ্বিগুণ ও দ্রুত লয়ের অর্ধেক গতির হয়ে থাকে। মাত্রা সঙ্গীতের লয় বা গতির দুরত্ব মাপার জন্য ব্যবহৃত হয়। প্রত্যেকটি মাত্রার মধ্যবর্তী ব্যবধান সমান হয়। কয়েকটি ছন্দোবদ্ধ মাত্রার সমষ্টি দিয়ে তৈরী হয় একটি তাল।[1]",সংগীতে গতির তারতম্যের জন্য লয়কে কয়টি ভাগে ভাগ করা হয় ?,তিন,চারটি ভাগে ভাগ করা হয়।,yes,yes
bengali--5157536413099558525-3::comprehension,bengali--5157536413099558525-3,comprehension,"সর্বশেষ বিশ্বকাপ অনুষ্ঠিত হয়েছে রাশিয়ায়, ২০১৮ সালের ১৪ জুন থেকে ১৫ জুলাই পর্যন্ত। এই বিশ্বকাপে ফ্রান্স ক্রোয়েশিয়াকে ফাইনালে ৪-২ গোলে পরাজিত করে শিরোপা জিতে নেয়।",সর্বশেষ ফিফা বিশ্বকাপ আন্তর্জাতিক ফুটবল প্রতিযোগিতায় কোন দেশ জয়ী হয়েছিল ?,ফ্রান্স,ক্রোয়েশিয়া,no,no
bengali-8389521287325865921-1::factualness,bengali-8389521287325865921-1,factualness,ভারতীয় জাতীয়তাবাদী নেতা সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়ের উদ্যোগে ১৯২২ সালে গণতান্ত্রিক সায়ত্ত্বশাসন সংস্থা হিসেবে কলকাতা পৌরসংস্থা প্রতিষ্ঠিত হয়। ১৯৪৭ সালে ভারত স্বাধীন হওয়ার পর ১৯৫১ ও ১৯৫৬ সালে দুই বার কর্পোরেশন আইন সংশোধন করা হয়েছিল। বর্তমান পৌরসংস্থাটি ১৯৮০ সালের সংশোধিত পৌর আইনের ভিত্তিতে পরিচালিত হয়। শোভন চট্টোপাধ্যায় কলকাতা পৌরসংস্থার বর্তমান মহানাগরিক।,কলকাতা পৌরসভা প্রথম কত সালে স্থাপিত হয়েছিল ?,১৯২২,কলকাতা পৌরসভা প্রথম ১৯২০ সালে স্থাপিত হয়েছিল।,yes,yes
bengali-8652082239846487292-2::factualness,bengali-8652082239846487292-2,factualness,"কলকাতা বিমানবন্দর ঐতিহ্যগতভাবে ইউরোপ থেকে ইন্দোচীন ও অস্ট্রেলিয়ার মধ্যে বিমান রুটে কৌশলগত কেন্দ্র হিসেবে কাজ করে।[15] ১৯৩৭ সালে এ্যামিলিয়া ইয়ারহাট সহ বহু বিমান সংস্থার  অনেক অগ্রগামী উড়ানগুলি যাত্রা শুরু করে কলকাতা থেকে।[16] ১৯২৪ সালে, কেএলএল বিমান সংস্থা কলকাতায় তাদের আমস্টারডামের -বতভিয়া (জাকার্তা) রুটের অংশ হিসাবে অবতরণ শুরু করেন।[17] একই বছরে, কোনও বিমান বাহিনী কর্তৃক প্রথম বিশ্ব ভ্রমণ অভিযানের অংশ হিসাবে একটি রয়েল এয়ার ফোর্স বিমান কলকাতায় অবতরণ করে।[18]",নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর কবে নির্মিত হয় ?,১৯৩৭ সালে,১৯২৪ সালে নির্মিত হয়।,yes,yes
bengali-363202495030830843-1::factualness,bengali-363202495030830843-1,factualness,"১৯৪৮ সালে অবসরগ্রহণের পূর্ব-পর্যন্ত আশি ইনিংসে ২৯টি সেঞ্চুরি হাঁকান। সর্বমোট ৬৯৯৬ রানের মধ্যে ৫৩৯৩ রানই এসেছে ২৯টি সেঞ্চুরি থেকে।[16] ইনিংসপ্রতি তাঁর সেঞ্চুরির হার ছিল ৩৬.২৫%।[17] এরফলে তাঁর খেলোয়াড়ী জীবনে ব্যাটিং গড় দাঁড়ায় ৯৯.৯৪। অন্যদিকে, কোন ব্যাটসম্যানই ৬১ গড়ের কোটায় পৌঁছুতে সক্ষমতা প্রদর্শন করতে পারেননি।[N 2][18] চূড়ান্ত ইনিংসে আর মাত্র ৪ রান তুলতে পারলেই তাঁর ব্যাটিং গড় ১০০ হতে পারতো।[19][20]",আন্তর্জাতিক ক্রিকেটে ডন ব্র্যাডম্যানের মোট রানের সংখ্যা কত ?,৬৯৯৬,আন্তর্জাতিক ক্রিকেটে ডন ব্র্যাডম্যানের মোট রানের সংখ্যা ছিল ৭০২৪।,yes,yes
bengali-1508751382134197788-2::specificity,bengali-1508751382134197788-2,specificity,"১৯৫৪ সালের মার্চের ৮ থেকে ১২ তারিখ পর্যন্ত অনুষ্ঠিত পূর্ব পাকিস্তান পরিষদের নির্বাচনে ২৩৭টি মুসলিম আসনের মধ্যে যুক্তফ্রন্ট ২২৩টি আসন অর্জ্জন করে। তন্মধ্যে ১৪৩টি পেয়েছিল মওলানা ভাসানীর নেতৃত্বাধীন আওয়ামী মুসলিম লীগ, ৪৮টি পেয়েছিল শেরে বাংলা এ. কে. ফজলুল হকের কৃষক শ্রমিক পার্টি, নেজামী ইসলাম পার্টি লাভ করেছিল ২২, গণতন্ত্রী দল লাভ করেছির ১৩টি এবং খেলাফত-ই-রাব্বানী নামক দলটি ২টি আসন। ক্ষমতাসীন রাজনৈতিক দল মুসলিম লীগ সম্পূর্ণরূপে এ নির্বাচনে পরাভূত হয় ; তারা কেবল ৯টি আসন লাভ করতে সমর্থ হয়।",শেরেবাংলা আবুল কাশেম ফজলুল হক কোন রাজনৈতিক দলের সঙ্গে যুক্ত ছিলেন ?,কৃষক শ্রমিক পার্টি,শেরেবাংলা আবুল কাশেম ফজলুল হক মূলত আওয়ামী মুসলিম লীগের সঙ্গে যুক্ত ছিলেন।,yes,yes
bengali--6019328074616099894-17::comprehension,bengali--6019328074616099894-17,comprehension,"১৪৯২ খ্রিষ্টাব্দের ২ জানুয়ারি কর্ডোবার নাসরি রাজ্যের পতনের মাধ্যমে ইবেরিয়ায় মুসলিম শাসনের সমাপ্তি হয়। গ্রানাডার শেষ মুসলিম শাসক দ্বাদশ মুহাম্মদ যিনি বোয়াবদিল নামে পরিচিত, আরাগনের রাজা দ্বিতীয় ফার্ডিনেন্ড ও কাস্টিলের রাণী প্রথম ইসাবেলার কাছে আত্মসমর্পণ করেন।",উমাইয়া রাজবংশের সর্বশেষ রাজা কে ?,দ্বাদশ মুহাম্মদ,বোয়াবদিল নামে পরিচিত ফার্ডিনেন্ড,no,no
bengali--8707413810832587133-1::comprehension,bengali--8707413810832587133-1,comprehension,"ঢাকা বিশ্ববিদ্যালয়ের শিক্ষকবৃন্দ সবচেয়ে বেশিসংখ্যক বাংলাদেশ বিজ্ঞান একাডেমি পদক লাভ করেছেন।[5][6] এছাড়াও, এটি বাংলাদেশের একমাত্র বিশ্ববিদ্যালয় হিসেবে এশিয়াউইকের পক্ষ থেকে শীর্ষ ১০০ বিশ্ববিদ্যালয়ে জায়গা করে নেয়।[7] এটি এশিয়ার সেরা ১০০টি বিশ্ববিদ্যালয়ের মধ্যে ৬৪তম।[8] এখানে প্রায় ৩৮,০০০ ছাত্র-ছাত্রী এবং ১,৮০৫ জন শিক্ষক রয়েছে৷[1][2]",বর্তমানে ঢাকা বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা কত ?,"৩৮,০০০","বর্তমানে ঢাকা বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা প্রায় ৪৮,০০০ জন।",yes,yes
bengali-2351657829570417965-1::comprehension,bengali-2351657829570417965-1,comprehension,"ঊষা উথুপ মুম্বাইয়ে জন্মগ্রহণ করেন,[1] একটি তামিল ব্রাহ্মণ পরিবারে। তার বাবা বিদ্যনাথ সোমেশ্বর সামী।[5] যিনি মাদ্রাজ (বর্তমানে চেন্নাই) থেকে ১৯৪৭ সালে তামিলনাডুতে স্থানান্তর হন।",ঊষা উথুপ ভারতের কোন শহরে জন্মগ্রহণ করেন ?,মুম্বাই,চেন্নাই,no,no
bengali-7368577689306281053-15::factualness,bengali-7368577689306281053-15,factualness,"পিঠের সমস্যায় ক্রমাগত ভোগার ফলে মৌসুমের খেলাগুলোয় অনিয়মিত হয়ে পড়েন তিনি। ফলশ্রুতিতে, নিজস্ব ৪১তম জন্মদিনের অল্প কয়েকদিন পূর্বে ২০০৪ সালে কাউন্টি ক্রিকেটকে বিদায় জানান।[12][13][14]",রবার্ট চার্লস জ্যাক রাসেল কোন সালে আন্তর্জাতিক ক্রিকেট খেলা থেকে অবসর নেন ?,২০০৪,রবার্ট চার্লস জ্যাক রাসেল ২০০৩ সালে আন্তর্জাতিক ক্রিকেট থেকে অবসর নেন।,no,no
bengali-8231597176267138336-3::factualness,bengali-8231597176267138336-3,factualness,"যদিও চিকনগুনির প্রাদুর্ভাব সাধারণত এশিয়া ও আফ্রিকাতে বেশি দেখা যায় তবে প্রতিবেদন অনুসারে ২০০০-এর দশকে এটি ইউরোপ ও আমেরিকাতে ছড়িয়ে পড়েছে। ২০১৪ সালে এক মিলিয়নের বেশি মানুষ আক্রন্ত হয়েছে।[2]  ২০১৪ সালের প্রতিবেদন অনুযায়ী এটি যুক্তরাষ্ট্রের ফ্লোরিডাতে দেখা গেছে কিন্তু ২০১৬ সালে যুক্তরাষ্ট্রে স্থানীয়ভাবে এই রোগের প্রভাব দেখা যায়নি।[12][13] তানজানিয়াতে ১৯৫২ সালে প্রথম রোগটি ধরা পরে।[2] চিকনগুনিয়া নামটি এসেছে তানজানিয়ার মাকুন্দি জনগোষ্ঠির ব্যবহৃত কিমাকুন্দি ভাষা থেকে যার অর্থ ""কুঁচিত হওয়া"" বা বাঁকা হয়ে যাওয়া।[2] ২০০৮ সালের দিকে বাংলাদেশের রাজশাহী এবং চাঁপাইনবাবগঞ্জ জেলায় প্রথম এ রোগের ভাইরাসটি ধরা পরে। পরবর্তীতে ২০১১ সালে ঢাকার দোহারে এটি লক্ষ্য করা গেলেও এরপর তেমনভাবে এ ভাইরাসের কথা শোনা যায়নি তবে ২০১৭ সালের প্রথমদিকে সারাদেশে ভাইরাসটি উল্লেখযোগ্য হারে লক্ষ করা যায়।[14]",চিকুনগুনিয়া ভাইরাস কবে প্রথম শনাক্ত করা হয় ?,২০০৮ সালের দিকে,চিকুনগুনিয়া ভাইরাস প্রথম শনাক্ত করা হয় ২০০৭ সালের শেষদিকে।,yes,yes
