id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer,is_hallucinated,raw_response
bengali-6235993678020888535-0::specificity,bengali-6235993678020888535-0,specificity,"Bishwer itihash bolte ekhane Prithibi namok grohe boshobashkari manobjatir itihash bojhano hoyeche, groho hisebe Prithibir itihash noy. Manusher itihash muloto puraprostor juge Prithibi jure shuru hoy. Adim jug theke prapto shokol protnotattwik o likhito dolil er awtavukto. Likhon poddhoti abishkarer moddho diye prachin pramanyo itihasher[1] shuru hoy.[2][3] Jodio likhon poddhoti abishkarer purboborti jugeo shobhyotar nidorshon paoa geche. Pragaitihashik juger suchona ghote puraprostor juge. Sekhan theke shobhyota probesh kore nobyoprostor juge ebong eshomoy",Puraprostor juger por kon juger abirbhab hoyechilo?,nobyo-prostor,Puraprostor juger por shadharonoto tamro-prostor juger abirbhab hoyechilo.,yes,yes
bengali--4054160116099300556-3::factualness,bengali--4054160116099300556-3,factualness,"Titumirer onusarir shonkha bere ek shomoy 5,000 giye pouchhay.[7] Tara soshastro shongramer jonno prostut hoy. 1831 saler 23she October Barasater kache Baduriyar 10 kilometer dure Narikelbariya grame tara bansher kella toiri kore. Bash ebong kada diye tara dwi-stor bishishto ei kella nirman kore.",Titumir basher kella ta kothay nirman korechilen?,Barasater kache Baduriyar 10 kilometer dure Narikelbariya grame,Titumir basher kella ta Barasater kache Baduriyar 12 kilometer dure Gobardanga grame nirman korechilen.,yes,yes
bengali-4053447918705035470-0::inference,bengali-4053447918705035470-0,inference,"Cumilla Victoria College Cumilla jelay obosthito. Eti Cumillar shobcheye puraton ebong bikhyato college. Cumilla Victoria College 1899 sale protishthito hoy. Ray Bahadur Ananda Chandra Ray Rani Victoria-r name eti protistha koren. Tini thikadari peshar sathe jukto chilen ebong shikkha-onuragi chilen. Cumilla Victoria College protistha korar jonno bipul poriman ortho byay korechen. Ei college evabe poripurno bastobe rup ney. College-ti protisthar por British sarkar take ""Ray Bahadur"" upadhi prodan kore. Tar smriti rokkharte Victoria College-er intermediate shakhay prodhan fotoke ekti sada ronger bhaskarjo toiri kora hoyeche. Biggani Satyendranath Bose chilen ei college-er prothom",Cumilla Victoria College kon bishwobidyaloyer ontorgoto?,Bangladesh Jatio Bishwabidyaloy,Cumilla Victoria College mone hoy Cumilla Bishwabidyaloyer ontorgoto chhilo.,yes,yes
bengali-7761912973681941309-9::specificity,bengali-7761912973681941309-9,specificity,"1756 sale Nawab Sirajuddaulla Kolkata dokhol kore nebar pore (20 June) Lord Clive ebong Watson Tamilnadu theke jahajjoge soinyobahini niye asen o Kolkata punordokhol koren (2 January, 1757). Chandannagar dokhol korar pore Sirajuddaullake utkhato korar jonno Sirajer poribarer koyekjon o Mir Jafar, Umichand, Jagat Sheth promukhder shonge shorojontro koren. Chukti moto kaj hoy o Nadiyar Palashir prantore Sirajuddaullar shonge prohoshonmulok juddho hoy. Sirajuddaulla porajito hoye palabar kale dhora pore nihoto hon. Chukti moto Mir Jafar Nawab hon ebong Clive nogod trish lokkho taka o Chobbish Parganar",Chhiyattorer monnontore kotojon manush mara jay?,pray 10 million,pray 10 hajarer moto মানুষ mara jay,yes,yes
bengali--2670679576736811691-0::factualness,bengali--2670679576736811691-0,factualness,"Pritilata Waddedar jini Pritilata Wadder nameo porichito (jonmo: May 5, 1911; mrityu September 24, 1932)[1], daknam Rani, chadmanam Phultar, ekjon Bangali chilen, jini British birodhi shadhinota andoloner onnotomo nari muktijoddha o prothom biplobi mohila shohid bektitto.[2] Totkalin Purbobonge jonmo neya ei Bangali biplobi Surya Sener netritte tokhonkar British birodhi soshastro andolone sokriyo vabe ongsho nen ebong jibon bisorjon koren. 1932 Khristabde Pahartali European Club dokholer shomoy[3][4] tini 15 joner ekta biplobi dol porichalona kor",Pritilata Waddedar kon sale jonmogrohon koren?,1911,1910 সালে jonmogrohon koren.,yes,yes
bengali-755752664402057654-0::specificity,bengali-755752664402057654-0,specificity,"Amir Minai (Urdu: Amir Mina i; jonmo: 1928 - mrittu: 19 October, 1900) bikhyato Urdu kobi chilen. 1828 sale Lucknow te jonmogrohon koren ebong 1900 sale Hyderabad e mrityuboron koren. Tar puro nam Amir Ahmad Minai. Tini Amir chadmoname lekhalekhi korten. Tini ekta kobitay namer e doito byaboharer kotha ullekh korechen: nam ka nam, takhallus ka takhallus hai Amir, ek yeh wasf khudadad mere nam mein hai",Amir Ahmad Minai er chadmonam ki chilo?,Amir,Tar chadmonam chilo Ahmad Minai bole dhora hoy.,yes,yes
bengali-502031366341688023-0::specificity,bengali-502031366341688023-0,specificity,"Guru Nanak Dev () (Punjabi: ਗੁਰੂ ਨਾਨਕ; Hindi: guru nanak, Urdu: گرونانک, [ˈɡʊɾu ˈnɑnək] (April 15, 1469 - September 22, 1539) Sikh dhormer probokta ebong ei dhormer prothom guru. Proti bochor Kartik Purnima tithite tar jonmoutsob palito hoy.[1] Tini bohu sthane vromon kore manusher moddhe ek Ishwarer motobad procholon koren.[2] Tini somota, bhratritto o sodachoroner opor nirvor kore ekta ononno dhormiyo, samajik o rajnaitik byabostha procholon korte sokkhom hon.[3][4][5] Sikh dhorme bishwas kora hoye thake",Guru Nanoker mrityudibosh kobe?,"September 22, 1539",Guru Nanoker mrityudibosh shadharonoto Kartik Purnimar shomoy palon kora hoy.,yes,yes
bengali-1429724599905928491-2::specificity,bengali-1429724599905928491-2,specificity,"Krishna shobder ortho kalo ba ghon nil. Gauriyo Boishnob shomprodayer Hare Krishna mahamontre, anekei Krishna shobdoti shorboakorshok orthe byabohar kora hoyeche bole mone koren. Bhagoboto Purane Krishnake prayoshoy bongshi-badonrot ek kishorer rupe bornona kora hoyeche.[2] Abar Bhagobadgitay, tini ek pothprodorshok ebong shohayok torun rajputro. Shomogro Mahabharot kabye, tini ekjon kutonitiggo hishabe Pandobpokkh e mukkho bhumika palon korechen, Kurukshetrer juddhe Arjuner rother sarothirupe obotirno hoyechen.[3] Hindu dorshon o dhormotattwik oitihye Krishna-sh",Gouriyo Boishnob dhormabolombi lokeder aradhyo debota ke?,Krishna,Gouriyo Boishnob der kache aradhyo debota holo Bishnu-r ek bishesh rup Narayan.,yes,yes
bengali--3636759562453927542-3::inference,bengali--3636759562453927542-3,inference,"1985 sale Markin Juktorashtrer telecom niyontronk Federal Communication Commission (FCC) kortik bename bornomalar koyekti band kholar jonno onumoti deya hoy, ja Wi-Fi name porichito. Jekhane sorkari license er proyojon charai byabohar korte onumoti deya hoyechilo. Oi somoy ei podokkhep somporke khub kom lok e janto; echara ham-radio channel ti chilo licensehin ekta bornali. Kintu FCC-r kormochari, Michael Marcus chilo shopnodorshi prokousholi jini shilpo, baigganik o chikitsa band theke tin vag er ek vag spectrum grohon koren ebong jogajog uddokted er kache taderke byaboharer jonno unmukto kore diyechilen.",Wi-Fi shobdotir byabohar prothom kobe theke shuru hoy?,1985 shale,Wi-Fi shobdotir byabohar prothom 1990 shale shuru hoy.,yes,yes
bengali-7838235126646531080-5::factualness,bengali-7838235126646531080-5,factualness,"Alfred Wallace Juktorajyer Wales-e obosthito Monmouthshire County-r Usk shohorer nikotoborti Llanbadoc namok grame jonmogrohon koren.[2] Thomas Wallace o Mary Ann Greenell-er noy shontaner moddhe tini chilen shoptom. Thomas shombhoboto Scottish bongshodbhuto. Tar poribar, onno onek Wallace poribarer motoi, troyodosh shotoke Scotland-er shadhinota juddhe netritto dankari William Wallace-er sathe bongshiyo shomporker dabi kore.[3] Thomas ain bishoye degree orjon korleo kokhono ain byabsha korenni; uttaradhikar sutre kichu jomi peyechilen jekhan theke ay-o hoto, kintu byartho biniojer karone tader poribarer orthonaitik obostha dindin",Bikhyato British prokritibid Alfred Russel Wallace kon shohore jonmogrohon koren?,ask,Alfred Russel Wallace Cardiff shohore jonmogrohon koren.,yes,yes
bengali-1771748160489305957-0::inference,bengali-1771748160489305957-0,inference,"Bhawal Sannyasi mamla bingsho shotoker prothom bhager ekta bikhyato mamla. Obibhokto Bharatborsher Bangla prodesher Bhawal Estate-er (bortomane Bangladesh-er Gazipur jelay obosthito) kortitto niye ei mamlar mul protipadyo chilo, mamlar badir porichoy.[1] Badi nijeke Bhawal-er Rajkumar Ramendranarayan Ray hishabe dabi korechilen, ek doshok age jar mrityu ghotechilo bole sobai janto.[2]",Obibhokto Bharatborsher Bangla prodesher Bhawal Estate bortoman Bangladesher kon jelay obosthito?,Gazipur,Bhawal Estate mone hoy Dhaka jelay obosthito chilo.,yes,yes
bengali--5964381449812256738-1::inference,bengali--5964381449812256738-1,inference,"211.81 borgo ki.mi. ayotoner Birampur upojelar ward 9ti o moholla 29ti. Ei upojelar uttore Phulbari upojela o Nawabganj upojela, dokkhine Hakimpur upojela o Bharoter Poshchimbongo, purbe Nawabganj upojela o Hakimpur upojela ebong poschime Phulbari upojela o Poshchimbongo dara ghera. Nodinodir moddhe Jamunar shakha nodi ullekhjoggo. Eti muloto Jamuna nodir upobahika. Rajdhani Dhaka theke eti pray 300 ki.mi. uttore ebong Dinajpur sadar theke eti 56 ki.mi. dokkhine obosthito.",Birampur upojelar mot ayoton koto?,211.81 borgo ki.mi,"Birampur upojelar mot ayoton mone hoy 300 ki.mi. er moto, karon eta Dhaka theke pray 300 ki.mi. uttore obosthito.",yes,yes
bengali--6767707870439070421-2::factualness,bengali--6767707870439070421-2,factualness,"Bishwer shobcheye jonobohul deshgulor talikay Bangladesher obosthan oshtom jodio ayotoner hisebe Bangladesh bishwe 94tom; fole Bangladesh bishwer shobcheye ghonobosotipurno deshgulor nobom. Matro 56 hajar borgomileo kom ei khudrayotoner deshtir prakkolito (2018) jonoshonkha 18 kotir beshi orthat proti borgomile jonobosoti 2889 jon (proti borgo kilometare 1115 jon). Rajdhani Dhaka shohorer jonoshonkha 1.44 koti ebong Dhaka mohanogorir jonoghonotto proti borgomile 19,447 jon.[2] Desher jonoshonkhar 99 shotangsho manusher matrivasha Bangla; sakkhorotar har 72 shotangsho.",Ayotoner dik theke Bangladesh bishwer kottom desh?,94,Ayotoner dik theke Bangladesh bishwer 92-tom desh.,yes,yes
bengali--8045997562526390537-0::inference,bengali--8045997562526390537-0,inference,"Adwaita Mallabarman (1la January, 1914- 16i April, 1951) Bangali oupannyasik o sangbadik. Totkalin Cumilla jelar odhine Brahmanbaria mohakumar Gokarnaghat grame jonmogrohon koren. Titas Ekti Nodir Nam shironamer ektimatro uponnash likhe tini Bangla sahityer chirosmoroniyo o omor protibha hisebe sobishes swikriti lav koren. Ei uponnashti sorboprothom 'Masik Mohammadi' potrikay prokashito hoy.",Bangali oupannyasik o sangbadik Adwaita Mallabarman-er prothom upannyaser nam ki?,Titas ekta nodir naam,Adwaita Mallabarman-er prothom upannyas chhilo **Masik Mohammadi** potrikay prokashito ekta golpo.,yes,yes
bengali--4507581995498809995-1::comprehension,bengali--4507581995498809995-1,comprehension,Aceher shashok 15sh shotabdir moddhovage Islam grohon koren.[1] Ali Mugayat Shah Aceh Saltanat protistha korechilen. Tini 1520 Khrishtabde uttar Sumatray tar niyontron protisthar jonno ovijan shuru koren.[2] Sultan Iskandar Muda tar ovijaner maddhome Aceher simana briddhi koren. 1612 Khrishtabde Deli porajito hoy ebong Aceher ontorgoto hoy. 1861 Khrishtabde Dutchder hostokkheper porer bochor Dutch East India Companyr sathe shondhi hoy ja Aceh o Siaker kach theke Delir shadhinota shikar korte shahajjo kore. Eti bortomane Indonesiar ongsho. Medaner itihashe Saltanat protik hisebe tike ase.,Acheh Saltanater protishthata ke chilen?,Ali Mugayat Shah,Sultan Iskandar Muda chilen.,yes,yes
bengali--3052451907272545632-1::inference,bengali--3052451907272545632-1,inference,"1993 sale prothom tini ""Obujh Duti Mon"" cholocchitre obhinoy koren. Chobiti porichalona korechhilen Mohammad Hossain. Shopner Nayok cholocchitre obhinoyer maddhome tini jonopriota orjon koren. Shomprotik shomoye cholocchitre obhinoy kichuta komiye dileo natok o telefilm-e kaj korchen tini.[1] 2016 sale tini shorboshesh ""Ek Jobaner Jomidar Here Gelen Ebar"" name ekti cholocchitre obhinoy korechen.[2]",Amir Khan obhinito prothom cholocchitrotir nam ki?,Obujh duti mon,"Amir Khan-er prothom cholocchitro chhilo **Shopner Nayok**, karon ei chobir maddhomei tini prothom boro porichiti pan.",yes,yes
bengali-469553946537952415-15::inference,bengali-469553946537952415-15,inference,Morinho Chelsea-te jog den 2004 saler June mase ebong proti bochore 4.2 million pound betoner fole football-er itihashe onnotomo sorbocho parishromikprapto manager-der khatay nam lekhan. 2005 sale e beton bere hoy 5.2 million pound.[4],Jose Mario dos Santos Mourinho Felix prothom koto sale Chelsea daler hoye football khela shuru koren?,2004 saler June mashe,"Jose Mourinho prothom Chelsea-r hoye football khela shuru koren 2005 sale, karon oi shomoy tar beton-o bere 5.2 million pound hoy.",yes,yes
bengali--8981983056012119758-0::factualness,bengali--8981983056012119758-0,factualness,"Dhaka dokkhin Ashiar rashtra Bangladesh-er rajdhani o brihottom shohor. Proshashonikvabe eti deshtir Dhaka bibhager prodhan shohor. Bhougolikvabe eti Bangladesh-er moddhobhage Buriganga nodir uttar tire ekta somotol elakate obosthito. Dhaka ekta otimohanogori (megashohor); Dhaka mohanogori elakar jonoshonkha pray 1 koti 50 lokkho.[3] Jonoshonkhar bichare eti dokkhin Ashiar choturtho brihottom shohor (Delhi, Karachi o Mumbai-er porei) ebong somogro bishwer nobom brihottom[4] shohor. Jonghonotter bichare Dhaka bishwer shobcheye ghonobosotipurno mohanogori; 134 borgomail ay",Dhaka shohorer ayoton koto?,134 borgomail,Dhaka shohorer ayoton praye 140 borgomail dhora hoy.,yes,yes
bengali--1823810411993388609-7::factualness,bengali--1823810411993388609-7,factualness,Saloksongshleshon er bikriya:- 6CO2 + 12H2O + tap → C6H12O6 + 6H2O + 6O2 Saloksongshleshon prokriya 2ti porjaye somponno hoy- k) alok nirvor porjay kh) ondhokar porjay,Saloksongshles prokriyata prodhanoto kon duto porjaye shompanno hoy?,k) alok nirvor porjay kh) ondhokar porjay,k) tap nirvor porjay kh) gasiyo porjay,no,no
bengali-2409535069483951968-1::factualness,bengali-2409535069483951968-1,factualness,"Dushor-o beshi Upanishader kotha jana jay. Egulir modhye prothom barotii prachintom ebong shobcheye guruttopurno. Egulike ""Mukhya Upanishad"" bole. Bhagavadgita, Brahmasutra ebong Mukhya Upanishadguli[2] (egulike eksathe Prasthanatrayi bola hoy) porobortikale Hindu Vedanta darshoner bibhinno shakhar jonmo diyechhilo. Egulir modhye duti ekeshorobadi shakha bisheshvabe ullekhjoggo.[note 1][note 2][note 3]",Mot koyti Upanishad ache?,dushor o beshi,Mot 108ti Upanishad ache.,yes,yes
bengali--8988483359118632803-6::inference,bengali--8988483359118632803-6,inference,The Newcomers (2000) o Not Another Teen Movie (2001) chobite obhinoy korar por[15] Evans The Perfect Score (2004) o Cellular (2004) chobite mukkho bhumikay obhinoy koren. Erpor tini Chicago-te duti independent cholocchitreo obhinoy koren. Ei chobi duti chilo Dark Wittenborn-er Fierce People (2005) o London (2005). Fierce People chobite Evans kholnayok Bryce choritre ebong London chobite shomporker jotilota-shongkranto shomossay dushchintagrosto ek drug byaboharkarir choritre obhinoy koren.[16] 2005 shale comic book obolombone nirmito Fantastic Four cholocchitre superhero Human Torch choritre obhinoy koren Evans. 2007 shale,"Markin obhineta Christopher Robert ""Chris"" Evans-er obhinito prothom cholocchitrer nam ki?",The Newcomers,Chris Evans-er prothom obhinito cholocchitro chilo The Perfect Score.,yes,yes
bengali-4007802762822627124-18::inference,bengali-4007802762822627124-18,inference,2000 sale Amar Ekushey Granthamelay prokashito hoy tar rochito uponnash Brishtibilash. Moddhobitto poribarer tan poren niye lekha boiti tar sorbadhik bikrito boier ekta. 2000 saler February masei boitir dwadosh mudron ber korte hoy.[38] 2001 sale Dui Duari cholocchitro shokol shrenir dorshokder kache darun grohonjoggota pay. Chobite jadu bastobotar prokash pay Riaz obhinito rohossho manob choritrer aschorjo upaye manusher bibhinno shomossa shomadhaner chitroyoner moddho diye.[39] Ei choritre obhinoy kore Riaz shreshtho obhineta bibhage Jatio Cholocchitro Purashkar orjon koren. 2003-e nirma,"Prokhyato oupannyashik Humayun Ahmed rochito ""Brishtibilash"" uponyashti kobe kobe prothom prokashito hoy?",2000 sale,Brishtibilash prothom prokashito hoy 2001 saler February mase.,yes,yes
bengali-91483490703308038-4::factualness,bengali-91483490703308038-4,factualness,"Agun jwalanor jonno tinti upadaner proyojon pore - oxygen, jwalani ebong tap. Jwalani hisebe kath, koyla, toil ebong onnanno dahyo podartho poribesher sorbotro ache. Ekbar agun jolte shuru korle porobortite eti nijei tap utpadone sokkhom. Kokhono kokhono eti nijei swoyongkriyo vabe tap utpadoner maddhome jolte shuru kore.",Agun jwalanor jonno kon gaser proyojon hoy?,oxygen,nitrogen gas লাগে agun jwalanor jonno,yes,yes
bengali-6020639613270814419-24::comprehension,bengali-6020639613270814419-24,comprehension,Bangladesh Noubahinite 6ti proshashonik shakha royeche:[49],Bortomane Bharoter nou bahinite mot koyti proshashonik shakha royeche?,6ta,Bortomane Bharoter noubahinite mot 8ta proshashonik shakha royeche.,no,no
bengali-5441977494276432977-0::factualness,bengali-5441977494276432977-0,factualness,Seyed Ali Hosseini Khamenei (Persian: Seyed Ali Hosseini Khamenei; jonmo: 17 July 1939)[1] holen Iran-er bortoman (2y) sorbocho dhormiyo neta[2] ebong Iran-er 8 koti Shia Muslim-der adhyatmik neta.[2][3] 13 October 1981 theke 3 August 1989 porjonto tini Iran-er 3y rashtrapoti hisebe daitto palon koren. Forbes samoyiki 2012 sale take prithibir shobcheye probhabshali 21 joner moddhe sthan dey.[4],Sayed Ali Hoseni Khamenei kobe jonmogrohon koren?,17 July 1939,18 July 1940 e tini jonmogrohon koren.,yes,yes
bengali--2339153920148132891-1::specificity,bengali--2339153920148132891-1,specificity,"Michelangelor jonmo hoy 1475 Khristabder 6 March, jonmosthan Caprisi, ja Tascani-r Arezzo-r kachakachi obosthito. Caprisi-r bortoman nam Caprisi Michelangelo. Koyek projonom dhore tar purbopurushra Florence-e khudro porisore banking korten. Bank shorboshanto hoye jawar karone tar pita, Ludovico di Leonardo Buonarroti Simoni, kichu shomoyer jonno chhoto shohor Caprisi-te sorkari proshashok hishabe daitto palone asen, ebong ekhanei Michelangelor jonmo hoy. Tar mayer nam Francesca di Neri del Miniato di Siena. Michelangelor jonmer koyek mash pore tar poribar Florence-e fire ase, tar pore sekhanei tini boro hoye othen. Por",Michaelangelo-r jonmo kothay hoy?,1475 khristabder 6 March,"Michelangelo-r jonmo Rome-e hoy, 1476 shaler dike.",yes,yes
bengali--8397694120488937556-1::inference,bengali--8397694120488937556-1,inference,"Jacobs 1992 sale shadhinbhabe tar peshagoto kusti kormojibon shuru koren. 1995 sale World Wrestling Federation-e (bortomane WWE) jog debar age tini Smoky Mountain Wrestling (SMW) ebong United States Wrestling Association-e (USWA) kusti kheleyen. Jacobs 1997 porjonto bibhinno choritre obhinoy korechen, jokhon tini ""Kane"" hishabe punoray uposthit hoyechilen, chilen manoshikvabe birukto ebong The Undertaker er choto shot bhai, jar sathe Jacobs-er feud-o chilo, abar The Brothers of Destruction name team-o gorechilen.",Koto shale Glen Thomas Jacobs peshadar kustigir hisebe kormojibon shuru koren?,1992,Glen Thomas Jacobs mone hoy 1995 shale peshadar kustigir hishabe kormojibon shuru koren.,yes,yes
bengali--581563299056306592-100::comprehension,bengali--581563299056306592-100,comprehension,Eishob Soviet safollyer jobabe Markin Juktorastro 1970 saler moddhe ekjon manushke chande podarpon koranor ucchavilashi porikolpona hate ney. 1968 sale Markin mohakashjan Apollo 8 prothombarer moto chad prodokkhin kore. Markinider mul porikolpona sesh porjonto 1969 sale bastobayito hoy. Sebochor 21she July Apollo 11 mission-er ongsho hisebe Markin novochari Neil Armstrong prothom manush hisebe chande obotoron koren o chondroprishte paychari koren. Tar sathe ditiyo manush hisebe Buzz Aldrin-o chande podarpon koren.,Bishwer ditiyo manob mohakash jatra kon desh theke shuru hoy?,Markin Juktorastro,Soviet Union theke shuru hoy.,yes,yes
bengali--8714625401993745083-0::factualness,bengali--8714625401993745083-0,factualness,"Adolf Hitler ([ˈadɔlf ˈhɪtlɐ] German vashay: Adolf Hitler Adolf Hitla) (20she April, 1889 - 30she April, 1945) Austrian bongshodbhut German rajnitibid jini National Socialist German Workers' Party-r netritto diyechilen. Hitler 1933 theke 1945 sal porjonto Germany-r Chancellor ebong 1934 theke 1945 sal porjonto shei desher Fuhrer chilen.",Adolf Hitler kon bongshodbhut bekti chilen?,Ostriyo,Adolf Hitler chhilen Jarman bongshodbhut bekti.,yes,yes
bengali--3087535744281818821-1::factualness,bengali--3087535744281818821-1,factualness,"Bharoter uttore Pakistaner Karakoram porbotmalate obosthito Great Baltoro prithibir dirghotomo himbah. Er doirgho pray 58 kilometer. Himaloyer Everest shringer kache Rongbuk o Kashring himbah obosthito. Austria-Italy simante Alps porbotmalar Similaun himbahe 1991 sale ekjon manusher obikrito deher sondhan pawa jay. Dharona kora hoy dehoti pray 5,300 bochor sekhane somahito hoye chilo.",Prithibir dirghotomo himbah-tir doirgho koto?,Great Baltora,Great Baltora-r doirgho pray 68 kilometer.,yes,yes
bengali--9171887296220791728-28::factualness,bengali--9171887296220791728-28,factualness,"Jiboddoshay osadharon kobi hisebe porichiti thakleo tini khyati orjon kore uthte parenni. Er jonno tar procharbimukhotao dayi; tini chilen biborobashi manush. Tobe mrityur obyobohito porei tini Bangla vashay adhunik kobitar pothikritder ekjon hisebe shwikrity peyechhen. Jibanananda Dasher jibon ebong kobitar upor prochur grontho lekha hoyeche ebong ekhono hocche, Bangla vashay. Er baire English-e tar opor likhechen Clinton B Seely, A Poet Apart namer ekti gronthe. English charao Farasi-soho koyekti European vashay tar kobita onudito hoyeche. Tini jodio kobi hisebei somodhik porichito kintu mr",Jibanananda Dasher lekha mot uponnaser shonkha koto?,14,Jibanananda Dasher lekha mot uponnaser shonkha 12 ti.,yes,yes
bengali--4387520232744519046-1::specificity,bengali--4387520232744519046-1,specificity,"Alauddin Khilji chilen Khilji bongser protisthata Jalaluddin Khiljir bhatija ebong jamata. Birbhumderke porajito kore Jalaluddin Khilji jokhon Delhi dokhol kore nen, tokhon Alauddin Khiljike Amir-i-Tujukh ba udjapon montri pod deya hoy. 1291 sale Jalaluddin Khilji tar bhatija Alauddin Khiljir hate Kara (Kanpurer nikotoborti ek elaka) namok oncholer shashonvar tule den. 1296 sale Alauddin Khilji Bosila oborodh kore Jalaluddin Khiljir kach theke Abadh (Uttar-Pradesh) dokhol kore seta shashon kora shuru koren. 1296 sale Devagiri oborodh koren ebong Jalaluddiner bipul porimaner shompod dok",Khilji rajbongser protistha ke korechilen?,Alauddin Khilji,Jalaluddin Khilji-i mone hoy Khilji rajbongser prokrito protisthata chhilen.,yes,yes
bengali-7543311486159630117-0::specificity,bengali-7543311486159630117-0,specificity,"Bhogini Nibedita (English: Sister Nivedita) (Bengali pronunciation:[sister niːbediːt̪aː]) (jonmo Margaret Elizabeth Noble' (English: Margaret Elizabeth Noble)[1]; 28 October, 1867 – 13 October, 1911)[2][3] chilen ekjon Anglo-Irish bongshodbhuto shomajkormi, lekhika, shikkhika ebong Swami Vivekanander shishya.[4][5] 1895 sale London shohore tini Swami Vivekanander shakkhat pan ebong 1898 sale Bharote chole ashen. Eki bochor 25 March tini brahmacharya grohon korle Swami Vivekananda tar namkoron koren ""Nibedita"".",Anglo-Irish bongshodbhut Bhogini Nibeditar jonmo kobe hoy?,"28 October, 1867","Bhogini Nibeditar jonmo shombhoboto 25 March, 1898 er dike hoy.",yes,yes
bengali--839278517851786324-3::specificity,bengali--839278517851786324-3,specificity,"Armageddon (2006) chilo soptom, jar moddhe sorbomot 8ti match onusthito hoyechilo. 2006 saler November mashe onusthito Survivor Series e Batista, King Booker ke porajito kore World Heavyweight Champion hon.[5][6] Tarpor December er 1 tarikh e onusthito WWE SmackDown e King Booker ebong Finlay dujonei Batista r sathe ekta match dabi kore. Tokhonkar SmackDown er General Manager Theodore Long er poramorsho onujayi, Booker ebong Finlay dujone tag team gothon kore. Edike Batista tar songi hisebe John Cena ke nirbachito kore.[7] Tarpor SmackDown e Batista r sathe Finlay er match deya hole King Booker sekhane obaidho vabe hostokkhep koray Batista ke disqualification niyome joyi",2006 saler Armageddon kusti protijogitay ke champion hon?,Batista,2006 saler Armageddon e mone hoy John Cena-i champion hon.,yes,yes
bengali--8086416937535521731-1::inference,bengali--8086416937535521731-1,inference,Anowar Ibrahim United Malay National Organization ba UMNO er sodossho thakakalin somoye 1993-1998 sal porjonto Malaysia-r upo-prodhanmontri ebong 1991-1998 sal porjonto ortho montrir daitto palon koren. Kintu pore tini prodhanmontri Mahathir Mohammad kortik borkhasto hon. Ebong durniti o somokamitar daye jelhajote prerit hon.,Malaysian rajnitibid o birodhidoliyo neta Anwar Ibrahim koto sal theke koto sal porjonto Malaysia-r up-pradhanmontri chilen?,1993-1998,Anwar Ibrahim mone hoy 1991 theke 1998 porjonto Malaysia-r up-pradhanmontri chilen.,yes,yes
bengali-8376247445164774033-9::factualness,bengali-8376247445164774033-9,factualness,Poroborti 60 bochore Bharoter songbidhan-e mot 113ti songshodhoni ana hoyechilo.,Bharotiyo songbidhan mot kotobar songshodhito hoise?,113,Bharotiyo songbidhan mot 118 bar songshodhito hoise.,no,no
bengali--81766440896542958-0::factualness,bengali--81766440896542958-0,factualness,"Muhammad Kudrat-e-Khuda ba Dr. Kudrat-e-Khuda (1 December, 1900 - 3 November, 1977) chilen ekjon Bangladeshi rosayonbid, gronthokar ebong shikkhabid. Shikkhay obodaner jonno Bangladesh sarkar take 1976 sale Ekushey Padak ebong 1984 sale moronottor Swadhinata Puraskare bhushito kore.",Muhammad Kudrat-e-Khuda kobe jonmogrohon koren?,"1 December, 1900","Muhammad Kudrat-e-Khuda 2 December, 1901 e jonmogrohon koren.",yes,yes
bengali--9070222029717674258-9::inference,bengali--9070222029717674258-9,inference,"Bingsho shotoker shurutei shomogro bishwoke andolito kora ekta tottwo holo monobishleshon ba monohshomikkhon. Ei tottwer probhabei chikitsabiggyane shongjojito hoyechhilo ek notun shakha; seti holo chikitsa monobiggyan ba monorog biggyan. Monobiggyaner jonok chhilen Austria-r Vienna shohorer sharirbiggyani Dr. Sigmund Freud. Freud-er pore monobishleshoner jogote obodan rekhe jawa koyekjon jogotbikhyato monobider vitor Carl Gustav Jung, Alfred Adler, Erik Erikson ullekhjoggo. Ei tottwo kebol monobiggyaner jogotkei probhabit kore khyanto thakeni, eti manusher mon, shomaj, shahitto, jibonadors",Monorog biggan ba mansik rog bigganer jonok kake bola hoy?,Sigmund Freud,Monorog biggan ba mansik rog bigganer jonok hisebe onek shomoy Carl Gustav Jung-ke bola hoy.,yes,yes
bengali--6201010927401392780-0::factualness,bengali--6201010927401392780-0,factualness,"Abdullah bin Al-Husain (February 1882 – 20 July 1951) (Arbi: Abd Allah al-Awwal bin al-Husayn) Makkay jonmogrohon koren. Tini Husain bin Ali o tar prothom stri Abdiya binte Abdullah-r ditiyo putro. Tini Istanbul, Turkey o Hejaz-e shikkhalav koren. Abdullah 1909 theke 1914 sal porjonto Makkar protinidhi hisebe Usmaniyo songsoder daitto palon koren. Prothom Bishwajuddher shomoy tini British-der sathe mitrota sthapon koren. 1916 theke 1918 sal porjonto tini British shamorik kormokorta T E Lawrence-er sathe kaj koren.[1] Usmaniyo-der biruddhe songhotito Arab bidrohe tini onnot",Abdullah bin Al-Husain koto sale Makkar Amir hon?,1921,1920 shale Makkar Amir hon.,yes,yes
