id,context,question,correct_answer,codemix_context,codemix_question,codemix_answer,raw_response,is_hallucinated
bengali-91483490703308038-4,"আগুন জ্বালানোর জন্য তিনটি উপাদানের প্রয়োজন পড়ে - অক্সিজেন, জ্বালানী এবং তাপ। জ্বালানী হিসেবে কাঠ, কয়লা, তৈল এবং অন্যান্য দাহ্য পদার্থ পরিবেশের সর্বত্র রয়েছে। একবার আগুন জ্বলতে শুরু করলে পরবর্তীতে এটি নিজেই তাপ উৎপাদনে সক্ষম। কখনো কখনো এটি নিজেই স্বয়ংক্রিয়ভাবে তাপ উৎপাদনের মাধ্যমে জ্বলতে শুরু করে।",আগুন জ্বালানোর জন্য কোন গ্যাসের প্রয়োজন হয় ?,অক্সিজেন,"Agun jwalanor jonno tinti upadaner proyojon pore - oxygen, jwalani ebong tap. Jwalani hisebe kath, koyla, toil ebong onnanno dahyo podartho poribesher sorbotro ache. Ekbar agun jolte shuru korle porobortite eti nijei tap utpadone sokkhom. Kokhono kokhono eti nijei swoyongkriyo vabe tap utpadoner maddhome jolte shuru kore.",Agun jwalanor jonno kon gaser proyojon hoy?,oxygen,"Okay, let's analyze this.

**Step 1: Identify each factual claim made by the Model Answer.**

The model answer states: ""oxygen""

**Step 2: Check whether the claim is supported by the Context.**

The context explicitly mentions ""oxygen"" as a requirement for combustion (""Agun jwalanor jonno tinti upadaner proyojon pore - oxygen...""). Therefore, the claim is directly supported.

**Step 3: Based on steps 1-2, decide the final verdict.**

Since the model answer provides a direct answer found within the provided context, it is not hallucinated.

no",no
bengali--2070463653245554753-1,"শাফায়াত জামিল মার্চ ১, ১৯৪০ তারিখে কিশোরগঞ্জ জেলার কুলিয়ারচর উপজেলার খড়গমারা গ্রামে জন্মগ্রহণ করেন। তাঁর বাবার নাম এ এইচ এম করিমউল্লাহ এবং মায়ের নাম লায়লা জোহরা বেগম। তাঁর পিতা এএইচ করিমুল্লাহ ছিল ইস্ট পাকিস্তান সিভিল সার্ভিস (জুডিশিয়াল) অফিসার ছিলেন। তার স্ত্রীর নাম রাশিদা শাফায়াত। তাঁদের তিন ছেলে। শাফায়াত জামিল ঢাকা কলেজ, ঢাকা বিশ্ববিদ্যালয় এবং পাকিস্তান মিলিটারি একাডেমী থেকে শিক্ষা গ্রহন করেন। তিনি ঐ একাডেমীতে জেনারেল পারভেজ মুশাররফের (পরবর্তীতে পাকিস্তানের প্রেসিডেন্ট) সহপাঠি ছিলেন।",বাংলাদেশের স্বাধীনতা যুদ্ধের বীর মুক্তিযোদ্ধা কর্নেল শাফায়াত জামিলের বাবার নাম কী ?,এ এইচ এম করিমউল্লাহ,"Shafayat Jamil March 1, 1940 tarikh e Kishoreganj jelar Kuliarchar upojelar Khargamara grame jonmogrohon koren. Tar babar nam A H M Karimullah ebong mayer nam Layla Johra Begum. Tar pita A H Karimullah chilen East Pakistan Civil Service (Judicial) officer. Tar strir nam Rashida Shafayat. Tader tin chele. Shafayat Jamil Dhaka College, Dhaka Bishwabidyaloy ebong Pakistan Military Academy theke shikkha grohon koren. Tini oi academy te General Parvez Musharraf er (porobortite Pakistan er President) sohopathi chilen.",Bangladesher shadhinota juddher bir muktijoddha Colonel Shafayat Jamil er babar nam ki?,E E H M Karimullah,"Okay, let's analyze the model answer.

**Step 1: Identify each factual claim made by the Model Answer.**

The model answer states: ""E E H M Karimullah"". This is a claim about the father's name of Colonel Shafayat Jamil.

**Step 2: Check whether it is supported by the Context.**

The context states: ""Tar babar nam A H M Karimullah"".  The model answer provides ""E E H M Karimullah"" instead of ""A H M Karimullah."" The difference is the presence of ""E E"" at the beginning, which isn't present in the original text. This constitutes a fabrication or hallucination.

**Step 3: Based on steps 1-2, decide the final verdict.**

The model answer introduces information (""E E"") not found in the provided context. Therefore, it is hallucinated.

no",no
bengali--4889520044955896765-67,"ইংরেজি ভাষায় মহাভারত প্রথম অনুবাদ করেন কিশোরীমোহন গঙ্গোপাধ্যায়, মুনশিরাম মনোহরলাল প্রকাশনীতে ১৮৮৩ থেকে ১৮৯৬ সালের মধ্যে। গীতা প্রেসের পক্ষ থেকে পণ্ডিত রামনারায়ণদত্ত শাস্ত্রী পাণ্ডে রাম হিন্দি ভাষায় মহাভারতের অনুবাদ করেছেন। অষ্টাদশ শতাব্দীতে সম্রাট আকবরের পৃষ্ঠপোষকতায় ফয়জ়ি ও অাবদুল কাদির বদাউনি ফারসি ভাষায় মহাভারত অনুবাদ করেন, যার নামকরণ করা হয় ‘রজ়্‌ম্নামেহ্’। তামিল ভাষায় মহাভারতের অনুবাদ করেছেন মানালুর রঙ্গচরিয়ার।",ইংরেজি ভাষায় কে সর্বপ্রথম মহাভারত অনুবাদ করেন ?,কিশোরীমোহন গঙ্গোপাধ্যায়,"Ingreji vashay Mahabharat prothom onubad koren Kishorimohon Gangopadhyay, Munshiram Manoharlal Prokashonite 1883 theke 1896 saler moddhe. Gita Press er pokkho theke Pandit Ramnarayandatta Shastri Pandey Ram Hindi vashay Mahabharater onubad korechen. Ashtadash shotabdie Somrat Akbarer pristhoposhokotay Faizi o Abdul Qadir Badauni Farsi vashay Mahabharat onubad koren, jar namkoron kora hoy 'Razmnamaeh'. Tamil vashay Mahabharater onubad korechen Manalur Rangachariar.",Ingreji vashay ke sorboprothom Mahabharat onubad koren?,Kishorimohon Gangopadhyay,"Okay, let's analyze the model answer.

**Step 1: Identify factual claims.**

The model answer states: ""Kishorimohon Gangopadhyay"" translated the Mahabharata into English first.

**Step 2: Check against the context.**

The context explicitly states: ""Ingreji vashay Mahabharat prothom onubad koren Kishorimohon Gangopadhyay..."" which translates to ""Kishorimohon Gangopadhyay first translated the Mahabharata into English..."" This directly supports the model answer's claim. The context also mentions other translations in different languages (Hindi, Farsi, Tamil), but clearly identifies Kishorimohon Gangopadhyay as the first translator into English.

**Step 3: Verdict**

Since the context directly confirms the model answer's claim, there's no hallucination.

no",no
bengali-6644593634362949760-0,"বাংলাদেশের স্বাধীনতা যুদ্ধ ছিল ১৯৭১ সালে সংঘটিত তৎকালীন পশ্চিম পাকিস্তানের বিরুদ্ধে পূর্ব পাকিস্তানের সশস্ত্র সংগ্রাম, যার মাধ্যমে বাংলাদেশ একটি স্বাধীন দেশ হিসাবে পৃথিবীর মানচিত্রে আত্মপ্রকাশ করে। ১৯৭১ সালের ২৫ মার্চ রাতের অন্ধকারে পাকিস্তানি সামরিক বাহিনী পূর্ব পাকিস্তানে বাঙালি নিধনে ঝাঁপিয়ে পড়লে একটি জনযুদ্ধের আদলে গেৱিলাযুদ্ধ তথা স্বাধীনতা যুদ্ধের সূচনা ঘটে।[21] ২৫ মার্চের কালো রাতে পাকিস্তানি সামরিক বাহিনী ঢাকায় অজস্র সাধারণ নাগরিক, ছাত্র, শিক্ষক, বুদ্ধিজীবী, পুলিশ ও ই.পি.আর.-কে হত্যা করে এবং ১৯৭০ সালের সাধারণ নির্বাচনে নিরঙ্কুশ সংখ্যাগরিষ্ঠতাপ্রাপ্ত দল আওয়ামী লীগ প্রধান বাঙালিদের তৎকালীন জনপ্রিয় নেতা বঙ্গবন্ধু শেখ মুজিবুর রহমানকে গ্রেপ্তার করে। পার্বত্য চট্টগ্ৰামেৱ কালুৱঘাট বেতাৱ কেন্দ্ৰো থেকে ৮ম পূৰ্ব বেঙ্গল ৱেজিমেন্টেৱ উপ প্ৰধান মেজৱ জিয়াউর ৱহমান ও চট্টগ্রাম আওয়ামী লীগের নেতা এম. এ. হান্নান বঙ্গবন্ধু শেখ মুজিবুর রহমানের পক্ষে স্বাধীনতা ঘোষণা করেন। প্রতিষ্ঠিত হয় বাঙালি জাতির স্বাধীন রাষ্ট্র বাংলাদেশ [22][23][24]",১৯৭১ সালের কোন তারিখে বাংলাদেশের স্বাধীনতাযুদ্ধের সূচনা হয়েছিল ?,২৫ মার্চ,"Bangladesher shadhinota juddho chilo 1971 sale songhotito totkalin Poshchim Pakistaner biruddhe Purbo Pakistaner soshastro songram, jar maddhome Bangladesh ekta shadhin desh hishabe prithibir manchitre atmaprokash kore. 1971 saler 25 March rater ondhokare Pakistani samorik bahini Purbo Pakistane Bangali nidhone jhapiye porle ekta jonojuddher adole guerilla juddho totha shadhinota juddher suchona ghote.[21] 25 Marcher kalo rate Pakistani samorik bahini Dhakay ojoshro shadharon nagorik, chatro, shikkhok, buddhijibi, police o E.P.R.-ke hotta kore ebong 1970 saler shadharon nirbachone nironkush shongkh",1971 saler kon tarikh e Bangladesh er shadhinotajuddher suchona hoyechilo?,25 March,"The question asks ""On which date did the news of the Liberation War of Bangladesh happen in 1971?"". The model answer states ""25 March"".

The context explicitly mentions ""25 March rater ondhokare Pakistani samorik bahini Purbo Pakistane Bangali nidhone jhapiye porle ekta jonojuddher adole guerilla juddho totha shadhinota juddher suchona ghote"" which translates to ""In the darkness of the night of 25 March, when the Pakistani army attacked the Bengali population in East Pakistan, a guerrilla war alongside a people's war began, bringing news of the Liberation War."" This directly supports the model answer.

no",no
bengali-5730130221372563642-0,"মহাশ্বেতা দেবী (১৪ জানুয়ারি, ১৯২৬ – ২৮ জুলাই, ২০১৬)[1][2] ছিলেন একজন ভারতীয় বাঙালি কথাসাহিত্যিক ও মানবাধিকার আন্দোলনকর্মী। তাঁর উল্লেখযোগ্য রচনাগুলি হল হাজার চুরাশির মা, রুদালি, অরণ্যের অধিকার ইত্যাদি।[3] মহাশ্বেতা দেবী ভারতের পশ্চিমবঙ্গ, বিহার, মধ্যপ্রদেশ ও ছত্তীসগঢ় রাজ্যের আদিবাসী উপজাতিগুলির (বিশেষত লোধা ও শবর উপজাতি) অধিকার ও ক্ষমতায়নের জন্য কাজ করেছিলেন।[4] তিনি সাহিত্য অকাদেমি পুরস্কার (বাংলায়), জ্ঞানপীঠ পুরস্কার ও র‍্যামন ম্যাগসাইসাই পুরস্কার সহ একাধিক সাহিত্য পুরস্কার এবং ভারতের চতুর্থ ও দ্বিতীয় সর্বোচ্চ অসামরিক সম্মান যথাক্রমে পদ্মশ্রী ও পদ্মবিভূষণ লাভ করেন। পশ্চিমবঙ্গ সরকার তাঁকে পশ্চিমবঙ্গের সর্বোচ্চ অসামরিক সম্মান বঙ্গবিভূষণে ভূষিত করেছিল।",ভারতীয় বাঙালি কথাসাহিত্যিক মহাশ্বেতা দেবীর মৃত্যু কবে হয় ?,"২৮ জুলাই, ২০১৬","Mahashweta Devi (14 January, 1926 – 28 July, 2016)[1][2] chilen ekjon Bharatiyo Bangali kothasahityik o manobadhikar andolon-kormi. Tar ullekhjoggo rochonaguli holo Hajar Churashir Ma, Rudali, Aranyer Adhikar ityadi.[3] Mahashweta Devi Bharoter Poshchimbongo, Bihar, Madhyapradesh o Chhattisgarh rajyer adibasi upojatigulir (bishesoto Lodha o Shabar upojati) odhikar o khomotayoner jonno kaj korechilen.[4] Tini Sahitya Akademi Puraskar (Banglay), Jnanpith Puraskar o Ramon Magsaysay Puraskar shoho ekadhik sahitya puraskar ebong Bharoter choturtho o ditiyo sorbocho osamor",Bharotiyo Bangali kothasahityik Mahashweta Debir mrittu kobe hoy?,"28 July, 2016","The model answer states ""28 July, 2016"". The context explicitly mentions ""28 July, 2016"" as Mahashweta Devi's death date. Therefore, the information is directly supported by the provided text.

no",no
bengali-1498307315226710105-0,"জিন জীবন্ত প্রাণের বংশগতির আণবিক একক। এটি বৈজ্ঞানিক সম্প্রদায় কর্তৃক ব্যাপকভাবে ব্যবহৃত হয় মূলত ডাইঅক্সিরাইবোনিউক্লিক এসিড (ডিএনএ) এবং রাইবোনিউক্লিক এসিড (আরএনএ) এর প্রসারিত অর্থে যা পলিপেপটাইড বা একটি আরএনএ শৃঙ্খলকে গঠন করে। জীবন্ত প্রাণী জিনের ওপর নির্ভর করে, কারণ তারা সকল প্রোটিন এবং গঠনমূলক আরএনএ শৃঙ্খলকে স্বতন্ত্রিত করে। জিন প্রজাতির তথ্যধারণ করে এবং প্রাণীর কোষকে নিয়ন্ত্রণ করে। এর মাধ্যমেই প্রজাতির গুণ অব্যাহত থাকে। সমস্ত জৈবিক বৈশিষ্ট্যধারণকারী প্রাণীর জিন আছে। জিন শব্দটি এসেছে গ্রীক শব্দ জেনেসিস থেকে যার অর্থ ""জন্ম"" বা জিনোস থেকে যার অর্থ ""অঙ্গ""।",জিন শব্দটির উৎপত্তি কোন শব্দ থেকে ?,গ্রীক শব্দ জেনেসিস,"Jin jibonto praner bongshogotir anbik ekok. Eti baigganik somprodai kortik byapokvabe byabohrito hoy muloto Dioxyribonucleic Acid (DNA) ebong Ribonucleic Acid (RNA) er prosarito orthe ja polypeptide ba ekta RNA shrinkholke gothon kore. Jibonto prani jiner opor nirvor kore, karon tara shokol protein ebong gothonmulok RNA shrinkholke swotontro kore. Jin projatir totho dharon kore ebong pranir koshke niyontron kore. Er maddhomei projatir gun obbyahoto thake. Shomosto jaibik boishishtyodharonkari pranir jin ache. Jin shobdoti esheche Greek shobdo genesis theke jar ortho ""jonmo"" ba genos theke jar",Jin shobdoti'r utpotti kon shobdo theke?,Greek shobdo Genesis,"The model answer states that the origin of the word ""Jin"" comes from the Greek word ""Genesis"". The context explicitly states: ""Jin shobdoti esheche Greek shobdo genesis theke"". This directly supports the model's answer. Therefore, the answer is not hallucinated.

no",no
bengali-167407130057280550-0,"ডক্টর ভীমরাও রামজি আম্বেডকর (Marathi: डॉ.भीमराव रामजी आंबेडकर) (১৪ই এপ্রিল ১৮৯১ - ৬ই ডিসেম্বর ১৯৫৬) ছিলেন একজন ভারতীয় ব্যবহারশাস্ত্রজ্ঞ (জ্যুরিস্ট), রাজনৈতিক নেতা, বৌদ্ধ আন্দোলনকারী, দার্শনিক, চিন্তাবিদ, নৃতত্ত্ববিদ, ঐতিহাসিক, বাগ্মী, বিশিষ্ট লেখক, অর্থনীতিবিদ, পণ্ডিত, সম্পাদক, রাষ্ট্রবিপ্লবী ও বৌদ্ধ পুনর্জাগরণবাদী। তিনি বাবাসাহেব নামেও পরিচিত ছিলেন। তিনি ভারতের সংবিধানের[1] খসড়া কার্যনির্বাহক সমিতির সভাপতিও ছিলেন। তিনি ভারতীয় জাতীয়তাবাদী এবং ভারতের দলিত আন্দোলনের অন্যতম পুরোধা। ইনি ভারতের সংবিধানের মুখ্য স্থাপক। ২০১২ সালে হিস্ট্রি টি. ভি.১৮ আয়োজিত একটি বিশেষ অনুষ্ঠানে ভারতীয়দের ভোটের দ্বারা তিনি ""শ্রেষ্ঠ ভারতীয়""ও নির্বাচিত হন।",ভারতের সংবিধানটির রচয়িতা কে ?,ভীমরাও রামজি আম্বেডকর,"Doctor Bhimrao Ramji Ambedkar (Marathi: Dr. Bhimrao Ramji Ambedkar) (14i April 1891 - 6i December 1956) chilen ekjon Bharotiyo byaboharshastrajna (jurist), rajnaitik neta, Bouddho andolonkari, darshonik, chintabid, nrityattobid, oitihashik, bagmi, bishishto lekhok, orthonitibid, pondit, shompadok, rashtrabiplobi o Bouddho punorjagoronbadi. Tini Babasaheb nameo porichito chilen. Tini Bharoter songbidhaner[1] khosra karyonirbahok somitir shovapotio chilen. Tini Bharotiyo jatiyotabadi ebong Bharoter dalit andoloner onnot",Bharoter songbidhaner rochoyita ke?,Bhimrao Ramji Ambedkar,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Bhimrao Ramji Ambedkar"". This claims that Bhimrao Ramji Ambedkar is the creator/author of the Indian constitution.

**Step 2: Verification against the Context**

The context states: ""Tini Bharoter songbidhaner[1] khosra karyonirbahok somitir shovapotio chilen."" which translates to ""He was the chairman of the drafting committee of the Indian Constitution [1].""  This means Ambedkar was the *chairman* of the drafting committee, not necessarily the sole author or creator. While he played a crucial role, attributing authorship solely to him is an oversimplification. The context doesn't explicitly state he *created* the constitution. It indicates he led the committee that drafted it.

**Step 3: Final Verdict**

While Ambedkar was instrumental in the creation of the Indian constitution and headed the drafting committee, claiming he is *the* creator is a slight exaggeration and potentially a misrepresentation of the information provided in the context. Therefore, there's a degree of hallucination involved.

no",no
bengali--8567711242522400652-6,"১৮৯৭ খ্রিস্টাব্দের ২৩ জানুয়ারি, বর্তমান ওডিশা রাজ্যের কটক শহরে (ওডিয়া বাজার) জন্মগ্রহণ করেন সুভাষচন্দ্র বসু। তিনি ছিলেন কটক-প্রবাসী বিশিষ্ট বাঙালি আইনজীবী জানকীনাথ বসু ও প্রভাবতী দেবীর চৌদ্দ  সন্তানের মধ্যে নবম। ষষ্ঠ শ্রেণি পর্যন্ত সুভাষচন্দ্র একটি কটকের ইংরেজি স্কুলে পড়াশোনা করেন; বর্তমানে এই স্কুলটির নাম স্টুয়ার্ট স্কুল। এরপর তাঁকে ভর্তি করা হয় কটকের রাভেনশ কলেজিয়েট স্কুলে। সুভাষচন্দ্র ছিলেন মেধাবী ছাত্র। ১৯১১ খ্রিস্টাব্দে ম্যাট্রিকুলেশন পরীক্ষায় কলকাতা থেকে প্রথম স্থান অধিকার করেন তিনি। ১৯১৮ খ্রিস্টাব্দে কলকাতা বিশ্ববিদ্যালয় অধিভুক্ত স্কটিশ চার্চ কলেজ থেকে দর্শনে সাম্মানিকসহ বিএ পরীক্ষায় উত্তীর্ণ হন।",নেতাজী সুভাষ চন্দ্র বসু কোন শহরে জন্মগ্রহণ করেন ?,কটক,"1897 khristabder 23 January, bortoman Odisha rajyer Cuttack shohore (Odia Bazar) jonmogrohon koren Subhashchandra Bose. Tini chilen Cuttack-probashi bishishta Bangali ainjibi Janakinath Bose o Prabhabati Debir choddho shontaner moddhe nobom. Shostho shreni porjonto Subhashchandra ekta Cuttack-er English school-e porashona koren; bortomane ei schooltir nam Stewart School. Erpor take vorti kora hoy Cuttack-er Ravenshaw Collegiate School-e. Subhashchandra chilen medhabi chatro. 1911 khristabde Matriculation porikkhay Kolkata theke prothom sthan odhikar koren tini. 1918 khristabde Kolkata University odhibhukto Scottish Church College theke",Netaji Subhash Chandra Bosu kon shohore jonmogrohon koren?,Kotok,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Kotok"" which translates to ""Calcutta"". The question asks where Netaji Subhash Chandra Bose was born.

**Step 2: Verification Against the Context**

The context explicitly states: ""1897 khristabder 23 January, bortoman Odisha rajyer Cuttack shohore (Odia Bazar) jonmogrohon koren Subhashchandra Bose."" This translates to: ""On January 23, 1897, Subhash Chandra Bose was born in Cuttack city (Odia Bazar), present-day Odisha state.""

The context clearly indicates that Subhash Chandra Bose was born in Cuttack, not Calcutta (Kolkata).

**Step 3: Verdict**

The model answer claims he was born in Calcutta (""Kotok""), while the provided context states he was born in Cuttack. Therefore, the model answer is hallucinated.

no",no
bengali--6348043282785528684-10,বেইজিংয়ের বাবাওশানে জ্যেষ্ঠ দলীয় কর্মকর্তাদের জন্য সংরক্ষিত সমাধিক্ষেত্রে তাঁকে সমাহিত করা হয়। কিন্তু তাঁর স্ত্রী লি ঝাও হু’র সমাধির অবস্থান নিয়ে অসন্তুষ্ট হয়েছিলেন।,হু ইয়াওবাং-এর স্ত্রীর নাম কী ?,লি ঝাও হু,Beijing-er Babaoshan-e jyeshtho dolio kormokortader jonno songrokkhito somadhikhetre take somahito kora hoy. Kintu tar stri Li Zhao Hu-r somadhir obosthan niye osontushto hoyechilen.,Hu Yaobang-er strir nam ki?,Li Zhao Hu,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Li Zhao Hu""

**Step 2: Verification against the Context**

The context explicitly mentions ""tar stri Li Zhao Hu-r"".  ""Tar stri"" translates to ""his wife."" The context directly names Li Zhao Hu as the wife of someone. The question asks for the name of Hu Yaobang's wife. The context implies that Li Zhao Hu is the wife of the person being discussed, which is likely Hu Yaobang given the overall topic of the passage.

**Step 3: Verdict**

The model answer correctly identifies a name mentioned in the context as being a wife. While the context doesn't *explicitly* state she is Hu Yaobang's wife, it strongly implies it within the surrounding discussion about a man and his dissatisfaction with his wife's burial situation. Therefore, there's no hallucination.

no",no
bengali-5242615473186433051-4,"জানুয়ারি, ১৯৯২ সালে অ্যাডিলেডে অস্ট্রেলিয়া ও ভারতের মধ্যকার খেলা পরিচালনার মাধ্যমে আম্পায়ার হিসেবে অভিষেক ঘটে তাঁর। আইসিসি নীতিমালা অনুযায়ী ২০০২ সাল থেকে হেয়ারকে অস্ট্রেলিয়ার বাইরে টেস্ট খেলা পরিচালনা করতে হয়েছে ও অস্ট্রেলিয়ার কোন টেস্টে খেলা পরিচালনা করেননি। ২৬ থেকে ২৯ ডিসেম্বর, ২০০১ তারিখে মেলবোর্নে অস্ট্রেলিয়ার প্রতিপক্ষ দক্ষিণ আফ্রিকার মধ্যকার খেলাটি সর্বশেষবারের মতো নিজ দেশে টেস্ট পরিচালনা করেছিলেন। ওয়েস্ট ইন্ডিয়ান আম্পায়ার এডি নিকোলসকে সাথে নিয়ে খেলাটি পরিচালনা করেছিলেন।",ড্যারেল ব্রুস হেয়ার কোন সাল থেকে প্রথম আম্পায়ারিং করা শুরু করেন ?,১৯৯২,"January, 1992 sale Adelaide-e Australia o Bharoter moddhokar khela porichalonar maddhome umpire hisebe obhishek ghote tar. ICC nitimala onujayi 2002 sal theke Hair-ke Australia-r baire Test khela porichalona korte hoise o Australia-r kono Test-e khela porichalona korenni. 26 theke 29 December, 2001 tarikh-e Melbourne-e Australia-r protipokkho South Africa-r moddhokar khelati sheshbarer moto nij deshe Test porichalona korechilen. West Indian umpire Eddie Nichols-ke sathe niye khelati porichalona korechilen.",Dyarrel Bruce Heyar kon sal theke prothom umpiring kora shuru koren?,1992,"Okay, let's analyze the model answer.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""1992"". This refers to the year Dyarrel Bruce Hey started umpiring.

**Step 2: Verification against the Context**

The context mentions that Dyarrel Bruce Hey was appointed as an umpire in Adelaide, Australia, during a match between India and Australia in January 1992.  It explicitly states ""January, 1992 sale Adelaide-e Australia o Bharoter moddhokar khela porichalonar maddhome umpire hisebe obhishek ghote tar."" This directly supports the claim that he started umpiring in 1992.

**Step 3: Verdict**

Since the context explicitly states that Dyarrel Bruce Hey became an umpire in January 1992, the model answer is not hallucinated. It is directly supported by the provided text.

no",no
bengali--8137487757915657057-1,"ডিম্বাশয় দেখতে অনেকটা ডিম্বাকার এবং মানুষে এটার আকার—দৈর্ঘে ৩ সে.মি., প্রস্থে ১.৫ সে.মি., এবং পুরুত্বে ১.৫ সে.মি.। (যেকোনো একটির জন্য) শরীরে এর অবস্থান পেলভিস বা শ্রোণীর দেয়াল ঘেষে, যাকে বলা হয় ওভারিয়ান ফসা। সাধারণত ফসার নিচে থাকে বহিঃস্থ ইলিয়াক ধমনী এবং সামনে থাকে মূত্রনালী ও অন্তঃস্থ ইলিয়াক ধমনী।",ডিম্বাশয়ের আকৃতি কেমন হয় ?,অনেকটা ডিম্বাকার,"Dimbashoy dekhte onekta dimbakar ebong manuse etar akar—doirghye 3 se.mi., prosthe 1.5 se.mi., ebong purutwe 1.5 se.mi.। (jekono ektir jonno) shorire er obosthan pelvis ba shronir deyal ghese, jake bola hoy ovarian fossa. Sadharonoto fossar niche thake bohistho iliac dhamoni ebong samne thake mutranali o ontostho iliac dhamoni.",Dimbashoyer akriti kemon hoy?,anekta dimbakar,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""anekta dimbakar"" which translates to ""many ovaries"".

**Step 2: Verification Against Context**

The context mentions ""onekta dimbakar ebong manuse"" which means ""many ovaries and people."" This directly supports the model's statement that there are many ovaries. The context also describes the dimensions of the ovary (length 3 cm, width 1.5 cm, height 1.5 cm).

**Step 3: Verdict**

The model's answer is directly supported by the provided context. It doesn't introduce any new information or fabricate details. Therefore, it is not a hallucination.



no",no
bengali-3629110068066754917-2,"দোস্ত মুহাম্মদ খান ১৭৯৩ খ্রিষ্টাব্দের ২৩ ডিসেম্বর কান্দাহারের একটি প্রভাবশালী পরিবারে জন্মগ্রহণ করেছিলেন।[4] তার বাবা পায়েন্দা খান ছিলেন বারাকজাই গোত্রের প্রধান এবং দুররানি সাম্রাজ্যের একজন বেসামরিক কর্মচারী। তারা তাদের বংশলতিকা হাজি জামাল খান, ইউসুফ, ইয়ারু, মুহাম্মদ, উমর খান, খিসার খান, ইসমাইল, নিক, দারু, সাইফাল এবং বারাকের মাধ্যমে আবদালি গোত্রের প্রতিষ্ঠাতা আবদালের সাথে সম্পর্কিত করেন। আবদালের চার পুত্র ছিল। তারা হলেন পুপাল, বারাক, আচাক এবং আলাকু।[5]",আফগানিস্তানের বারাকজাই রাজবংশের প্রতিষ্ঠাতা দোস্ত মুহাম্মদ খানের বাবার নাম কী ?,পায়েন্দা খান,"Dost Muhammad Khan 1793 khristabder 23 December Kandaharer ekta probhabshali poribare jonmogrohon korechilen.[4] Tar baba Payenda Khan chilen Barakzai gotrer prodhan ebong Durrani Samrajyer ekjon beshamorik kormochari. Tara tader bongsholotika Haji Jamal Khan, Yusuf, Yaru, Muhammad, Umar Khan, Khisar Khan, Ismail, Nik, Daru, Saifal ebong Baraker maddhome Abdali gotrer protishthata Abdaler sathe shomporkito koren. Abdaler char putro chilo. Tara holen Pupal, Barak, Achak ebong Alaku.[5]",Afghanistaner Barakzai rajbongser protishthata Dost Muhammad Khaner babar nam ki?,Payenda Khan,"Okay, let's analyze this.

**Step 1: Identify factual claims in the Model Answer.**

The model answer states: ""Payenda Khan"". This is a single factual claim - that Payenda Khan was the name of Dost Muhammad Khan's father.

**Step 2: Check if the claim is supported by the Context.**

The context explicitly states: ""Tar baba Payenda Khan chilen..."" which translates to ""His father was Payenda Khan..."".  Therefore, the claim is directly supported by the provided text.

**Step 3: Verdict**

Since the model answer's claim is fully supported by the given context, it is not a hallucination.

no",no
bengali-2351657829570417965-1,"ঊষা উথুপ মুম্বাইয়ে জন্মগ্রহণ করেন,[1] একটি তামিল ব্রাহ্মণ পরিবারে। তার বাবা বিদ্যনাথ সোমেশ্বর সামী।[5] যিনি মাদ্রাজ (বর্তমানে চেন্নাই) থেকে ১৯৪৭ সালে তামিলনাডুতে স্থানান্তর হন।",ঊষা উথুপ ভারতের কোন শহরে জন্মগ্রহণ করেন ?,মুম্বাই,"Usha Uthup Mumbaiye jonmogrohon koren,[1] ekta Tamil Brahmin poribare. Tar baba Vidyanath Someshwar Sami.[5] Jini Madras (bortomane Chennai) theke 1947 sale Tamilnadu te sthanantor hon.",Usha Uthup Bharoter kon shohore jonmogrohon koren?,Mumbai,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Mumbai"". This claims that Usha Uthup was born in Mumbai.

**Step 2: Verification against the Context**

The context states: ""Usha Uthup Mumbaiye jonmogrohon koren,"" which translates to ""Usha Uthup was born in Mumbai."" Therefore, the claim is directly supported by the provided context.

**Step 3: Verdict**

Since the model's answer is explicitly stated in the provided context, it is not a hallucination.

no",no
