id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer
bengali--3087535744281818821-1::specificity,bengali--3087535744281818821-1,specificity,"Bharoter uttore Pakistaner Karakoram porbotmalate obosthito Great Baltoro prithibir dirghotomo himbah. Er doirgho pray 58 kilometer. Himaloyer Everest shringer kache Rongbuk o Kashring himbah obosthito. Austria-Italy simante Alps porbotmalar Similaun himbahe 1991 sale ekjon manusher obikrito deher sondhan pawa jay. Dharona kora hoy dehoti pray 5,300 bochor sekhane somahito hoye chilo.",Prithibir dirghotomo himbah-tir doirgho koto?,Great Baltora,Great Baltoro-r doirgho prai 68 kilometer.
bengali--3087535744281818821-1::inference,bengali--3087535744281818821-1,inference,"Bharoter uttore Pakistaner Karakoram porbotmalate obosthito Great Baltoro prithibir dirghotomo himbah. Er doirgho pray 58 kilometer. Himaloyer Everest shringer kache Rongbuk o Kashring himbah obosthito. Austria-Italy simante Alps porbotmalar Similaun himbahe 1991 sale ekjon manusher obikrito deher sondhan pawa jay. Dharona kora hoy dehoti pray 5,300 bochor sekhane somahito hoye chilo.",Prithibir dirghotomo himbah-tir doirgho koto?,Great Baltora,Prithibir dirghotomo himbah-tir doirgho prai 5300 bochor.
bengali--3636759562453927542-3::factualness,bengali--3636759562453927542-3,factualness,"1985 sale Markin Juktorashtrer telecom niyontronk Federal Communication Commission (FCC) kortik bename bornomalar koyekti band kholar jonno onumoti deya hoy, ja Wi-Fi name porichito. Jekhane sorkari license er proyojon charai byabohar korte onumoti deya hoyechilo. Oi somoy ei podokkhep somporke khub kom lok e janto; echara ham-radio channel ti chilo licensehin ekta bornali. Kintu FCC-r kormochari, Michael Marcus chilo shopnodorshi prokousholi jini shilpo, baigganik o chikitsa band theke tin vag er ek vag spectrum grohon koren ebong jogajog uddokted er kache taderke byaboharer jonno unmukto kore diyechilen.",Wi-Fi shobdotir byabohar prothom kobe theke shuru hoy?,1985 shale,1991 shale prothom Wi-Fi shobdoti byabohar shuru hoy.
bengali--3636759562453927542-3::comprehension,bengali--3636759562453927542-3,comprehension,"1985 sale Markin Juktorashtrer telecom niyontronk Federal Communication Commission (FCC) kortik bename bornomalar koyekti band kholar jonno onumoti deya hoy, ja Wi-Fi name porichito. Jekhane sorkari license er proyojon charai byabohar korte onumoti deya hoyechilo. Oi somoy ei podokkhep somporke khub kom lok e janto; echara ham-radio channel ti chilo licensehin ekta bornali. Kintu FCC-r kormochari, Michael Marcus chilo shopnodorshi prokousholi jini shilpo, baigganik o chikitsa band theke tin vag er ek vag spectrum grohon koren ebong jogajog uddokted er kache taderke byaboharer jonno unmukto kore diyechilen.",Wi-Fi shobdotir byabohar prothom kobe theke shuru hoy?,1985 shale,1999 shale theke Wi-Fi shobdotir byabohar prothom shuru hoy.
bengali--3636759562453927542-3::specificity,bengali--3636759562453927542-3,specificity,"1985 sale Markin Juktorashtrer telecom niyontronk Federal Communication Commission (FCC) kortik bename bornomalar koyekti band kholar jonno onumoti deya hoy, ja Wi-Fi name porichito. Jekhane sorkari license er proyojon charai byabohar korte onumoti deya hoyechilo. Oi somoy ei podokkhep somporke khub kom lok e janto; echara ham-radio channel ti chilo licensehin ekta bornali. Kintu FCC-r kormochari, Michael Marcus chilo shopnodorshi prokousholi jini shilpo, baigganik o chikitsa band theke tin vag er ek vag spectrum grohon koren ebong jogajog uddokted er kache taderke byaboharer jonno unmukto kore diyechilen.",Wi-Fi shobdotir byabohar prothom kobe theke shuru hoy?,1985 shale,Wi-Fi shobdotir byabohar prothom dike 1980-er doshoker shesh dike procholito hoy.
bengali--3636759562453927542-3::inference,bengali--3636759562453927542-3,inference,"1985 sale Markin Juktorashtrer telecom niyontronk Federal Communication Commission (FCC) kortik bename bornomalar koyekti band kholar jonno onumoti deya hoy, ja Wi-Fi name porichito. Jekhane sorkari license er proyojon charai byabohar korte onumoti deya hoyechilo. Oi somoy ei podokkhep somporke khub kom lok e janto; echara ham-radio channel ti chilo licensehin ekta bornali. Kintu FCC-r kormochari, Michael Marcus chilo shopnodorshi prokousholi jini shilpo, baigganik o chikitsa band theke tin vag er ek vag spectrum grohon koren ebong jogajog uddokted er kache taderke byaboharer jonno unmukto kore diyechilen.",Wi-Fi shobdotir byabohar prothom kobe theke shuru hoy?,1985 shale,Wi-Fi shobdotir byabohar prothom 1990 shale shuru hoy.
bengali-8214622333369036834-1::factualness,bengali-8214622333369036834-1,factualness,"Dinajpur jeler uttore Thakurgaon, Panchagarh o Nilphamari jela, dokkhine Joypurhat jela o Bharoter Poshchimbongo, purbe Rangpur o Nilphamari jela ebong poschime Bharoter Poshchimbongo rajyer Poshchim Dinajpur (Uttor o Dokkhin Dinajpur jeladwoy) obosthito. Ei jeler mot ayoton 3437.98 borgo kilometer. Barshik sorbocho gor tapmatra 33.5 degree Celsius ebong sorbonimno tapmatra 10.5 degree Celsius. Barshik brishtipat 2536 millimeter. Prodhan nodisomuho Punarbhaba, Atrai.",Bangladesher Dinajpur jeler mot ayoton koto?,3437.98 borgo kilometer,Dinajpur jeler mot ayoton 3347.89 borgo kilometer.
bengali-8214622333369036834-1::comprehension,bengali-8214622333369036834-1,comprehension,"Dinajpur jeler uttore Thakurgaon, Panchagarh o Nilphamari jela, dokkhine Joypurhat jela o Bharoter Poshchimbongo, purbe Rangpur o Nilphamari jela ebong poschime Bharoter Poshchimbongo rajyer Poshchim Dinajpur (Uttor o Dokkhin Dinajpur jeladwoy) obosthito. Ei jeler mot ayoton 3437.98 borgo kilometer. Barshik sorbocho gor tapmatra 33.5 degree Celsius ebong sorbonimno tapmatra 10.5 degree Celsius. Barshik brishtipat 2536 millimeter. Prodhan nodisomuho Punarbhaba, Atrai.",Bangladesher Dinajpur jeler mot ayoton koto?,3437.98 borgo kilometer,Dinajpur jeler mot ayoton prai 2536 borgo kilometer.
bengali-8214622333369036834-1::specificity,bengali-8214622333369036834-1,specificity,"Dinajpur jeler uttore Thakurgaon, Panchagarh o Nilphamari jela, dokkhine Joypurhat jela o Bharoter Poshchimbongo, purbe Rangpur o Nilphamari jela ebong poschime Bharoter Poshchimbongo rajyer Poshchim Dinajpur (Uttor o Dokkhin Dinajpur jeladwoy) obosthito. Ei jeler mot ayoton 3437.98 borgo kilometer. Barshik sorbocho gor tapmatra 33.5 degree Celsius ebong sorbonimno tapmatra 10.5 degree Celsius. Barshik brishtipat 2536 millimeter. Prodhan nodisomuho Punarbhaba, Atrai.",Bangladesher Dinajpur jeler mot ayoton koto?,3437.98 borgo kilometer,Dinajpur jeler mot ayoton prai 3500 borgo kilometer.
bengali-8214622333369036834-1::inference,bengali-8214622333369036834-1,inference,"Dinajpur jeler uttore Thakurgaon, Panchagarh o Nilphamari jela, dokkhine Joypurhat jela o Bharoter Poshchimbongo, purbe Rangpur o Nilphamari jela ebong poschime Bharoter Poshchimbongo rajyer Poshchim Dinajpur (Uttor o Dokkhin Dinajpur jeladwoy) obosthito. Ei jeler mot ayoton 3437.98 borgo kilometer. Barshik sorbocho gor tapmatra 33.5 degree Celsius ebong sorbonimno tapmatra 10.5 degree Celsius. Barshik brishtipat 2536 millimeter. Prodhan nodisomuho Punarbhaba, Atrai.",Bangladesher Dinajpur jeler mot ayoton koto?,3437.98 borgo kilometer,"Dinajpur jeler mot ayoton prai 2536 millimeter, ja barshik brishtipater sathe mile jay."
bengali-1028909508937040669-0::factualness,bengali-1028909508937040669-0,factualness,"Imam Bukhari (jonmo: 194 Hijri-mrittu: 256 Hijri), Arab riti onujayi bongshodharasoh puro nam holo Muhammad bin Ismail bin Ibrahim bin Mughirah bin Bardizbah (Arbi/Farsi vashay: Muhammad bin Ismail bin Ibrahim bin Mughirah bin Bardizbah Bukhari), ekjon bikhyato hadisbett a chilen. Tini ""Bukhari Sharif"" name ekta hadiser songkolon rochona koren, ja musolmander nikot hadiser sobcheye uttom grontho bibechito hoy. [5] Tar nam Muhammad. Upanam holo Abu Abdullah. Amirul Muminin fil Hadis tar upadhi. Bukhara tar jonmosthan bole take Bukhari bola hoy.[6]",Muhammad bin Ismail bin Ibrahim bin Mugirah bin Bardiyabah kobe jonmogrohon koren?,194 hi:,Muhammad bin Ismail bin Ibrahim bin Mugirah bin Bardiyabah 193 hi-te jonmogrohon koren.
bengali-1028909508937040669-0::comprehension,bengali-1028909508937040669-0,comprehension,"Imam Bukhari (jonmo: 194 Hijri-mrittu: 256 Hijri), Arab riti onujayi bongshodharasoh puro nam holo Muhammad bin Ismail bin Ibrahim bin Mughirah bin Bardizbah (Arbi/Farsi vashay: Muhammad bin Ismail bin Ibrahim bin Mughirah bin Bardizbah Bukhari), ekjon bikhyato hadisbett a chilen. Tini ""Bukhari Sharif"" name ekta hadiser songkolon rochona koren, ja musolmander nikot hadiser sobcheye uttom grontho bibechito hoy. [5] Tar nam Muhammad. Upanam holo Abu Abdullah. Amirul Muminin fil Hadis tar upadhi. Bukhara tar jonmosthan bole take Bukhari bola hoy.[6]",Muhammad bin Ismail bin Ibrahim bin Mugirah bin Bardiyabah kobe jonmogrohon koren?,194 hi:,256 hi: te jonmogrohon koren.
bengali-1028909508937040669-0::specificity,bengali-1028909508937040669-0,specificity,"Imam Bukhari (jonmo: 194 Hijri-mrittu: 256 Hijri), Arab riti onujayi bongshodharasoh puro nam holo Muhammad bin Ismail bin Ibrahim bin Mughirah bin Bardizbah (Arbi/Farsi vashay: Muhammad bin Ismail bin Ibrahim bin Mughirah bin Bardizbah Bukhari), ekjon bikhyato hadisbett a chilen. Tini ""Bukhari Sharif"" name ekta hadiser songkolon rochona koren, ja musolmander nikot hadiser sobcheye uttom grontho bibechito hoy. [5] Tar nam Muhammad. Upanam holo Abu Abdullah. Amirul Muminin fil Hadis tar upadhi. Bukhara tar jonmosthan bole take Bukhari bola hoy.[6]",Muhammad bin Ismail bin Ibrahim bin Mugirah bin Bardiyabah kobe jonmogrohon koren?,194 hi:,tini prai 200 hijri-r dike jonmogrohon koren.
bengali-1028909508937040669-0::inference,bengali-1028909508937040669-0,inference,"Imam Bukhari (jonmo: 194 Hijri-mrittu: 256 Hijri), Arab riti onujayi bongshodharasoh puro nam holo Muhammad bin Ismail bin Ibrahim bin Mughirah bin Bardizbah (Arbi/Farsi vashay: Muhammad bin Ismail bin Ibrahim bin Mughirah bin Bardizbah Bukhari), ekjon bikhyato hadisbett a chilen. Tini ""Bukhari Sharif"" name ekta hadiser songkolon rochona koren, ja musolmander nikot hadiser sobcheye uttom grontho bibechito hoy. [5] Tar nam Muhammad. Upanam holo Abu Abdullah. Amirul Muminin fil Hadis tar upadhi. Bukhara tar jonmosthan bole take Bukhari bola hoy.[6]",Muhammad bin Ismail bin Ibrahim bin Mugirah bin Bardiyabah kobe jonmogrohon koren?,194 hi:,Tini prochur shombhoboto 256 Hijri te jonmogrohon koren.
bengali--1253642664057630388-5::factualness,bengali--1253642664057630388-5,factualness,"1947 khristabde Bharat bibhager por Liaquat Ali Khan-ke Pakistan-er prodhanmontrir daitto deya hoy. Tini Pakistan-er pororashtroniti pronoyon o songbidhan rochonar uddog nen. Tini Pakistan-er songbidhaner ruprrekha pronoyon koren ebong songsode 1949 khristabder 12 March ta uposthapon koren. Pakistan-er songbidhaner itihashe eta ""Pakistan-er Magnacarta"" hisebe porichito. Liaquat etake shadhinotar por tar desher sobtheke guruttopurno ghotona hisebe ullekh koren. Tar amole Bharat o Pakistan Kashmir shomossha Jatisongher maddhome shomadhane ekmot hoy. Tokhon e siddhanto neya hoy je, e shomosshar gonotantrik shomadhaner udd",Nawabzada Liaquat Ali Khan koto sale Pakistaner prodhanmontri pode nirbachito hoechilen?,1947,1948 shale Pakistaner prodhanmontri pode nirbachito hoyechhilen.
bengali--1253642664057630388-5::comprehension,bengali--1253642664057630388-5,comprehension,"1947 khristabde Bharat bibhager por Liaquat Ali Khan-ke Pakistan-er prodhanmontrir daitto deya hoy. Tini Pakistan-er pororashtroniti pronoyon o songbidhan rochonar uddog nen. Tini Pakistan-er songbidhaner ruprrekha pronoyon koren ebong songsode 1949 khristabder 12 March ta uposthapon koren. Pakistan-er songbidhaner itihashe eta ""Pakistan-er Magnacarta"" hisebe porichito. Liaquat etake shadhinotar por tar desher sobtheke guruttopurno ghotona hisebe ullekh koren. Tar amole Bharat o Pakistan Kashmir shomossha Jatisongher maddhome shomadhane ekmot hoy. Tokhon e siddhanto neya hoy je, e shomosshar gonotantrik shomadhaner udd",Nawabzada Liaquat Ali Khan koto sale Pakistaner prodhanmontri pode nirbachito hoechilen?,1947,1949 shale nirbachito hoyechilen.
bengali--1253642664057630388-5::specificity,bengali--1253642664057630388-5,specificity,"1947 khristabde Bharat bibhager por Liaquat Ali Khan-ke Pakistan-er prodhanmontrir daitto deya hoy. Tini Pakistan-er pororashtroniti pronoyon o songbidhan rochonar uddog nen. Tini Pakistan-er songbidhaner ruprrekha pronoyon koren ebong songsode 1949 khristabder 12 March ta uposthapon koren. Pakistan-er songbidhaner itihashe eta ""Pakistan-er Magnacarta"" hisebe porichito. Liaquat etake shadhinotar por tar desher sobtheke guruttopurno ghotona hisebe ullekh koren. Tar amole Bharat o Pakistan Kashmir shomossha Jatisongher maddhome shomadhane ekmot hoy. Tokhon e siddhanto neya hoy je, e shomosshar gonotantrik shomadhaner udd",Nawabzada Liaquat Ali Khan koto sale Pakistaner prodhanmontri pode nirbachito hoechilen?,1947,1949 shale nirbachito hoyechhilen bole dhora hoy.
bengali--1253642664057630388-5::inference,bengali--1253642664057630388-5,inference,"1947 khristabde Bharat bibhager por Liaquat Ali Khan-ke Pakistan-er prodhanmontrir daitto deya hoy. Tini Pakistan-er pororashtroniti pronoyon o songbidhan rochonar uddog nen. Tini Pakistan-er songbidhaner ruprrekha pronoyon koren ebong songsode 1949 khristabder 12 March ta uposthapon koren. Pakistan-er songbidhaner itihashe eta ""Pakistan-er Magnacarta"" hisebe porichito. Liaquat etake shadhinotar por tar desher sobtheke guruttopurno ghotona hisebe ullekh koren. Tar amole Bharat o Pakistan Kashmir shomossha Jatisongher maddhome shomadhane ekmot hoy. Tokhon e siddhanto neya hoy je, e shomosshar gonotantrik shomadhaner udd",Nawabzada Liaquat Ali Khan koto sale Pakistaner prodhanmontri pode nirbachito hoechilen?,1947,"Nawabzada Liaquat Ali Khan 1949 sale Pakistaner prodhanmontri pode nirbachito hoechilen, karon oi bochorei tini songbidhaner ruprrekha songsode uposthapon korechhilen."
bengali-4798538611882970921-0::factualness,bengali-4798538611882970921-0,factualness,"Guyana (Guyana gayyan aa-dhwo-b: [ɡaɪˈænə] error: {{lang-xx}}: text has italic markup (help) (uccharon /ɡaɪˈɑːnə/ or /ɡaɪˈænə/),[2][3]) Dokkhin America mohadesher uttar upokule obosthito ekta desh. Eti purbe ekta British uponibesh chilo ebong tokhon er nam chilo British Guyana. 1966 sale 150 bochorer ouponibeshik shashon sheshe British Guyana shadhinota lav kore ebong Guyana nam ney. Guyana ekta adibashi American shobdo, jar ortho ""panir desh"". Deshtir purno sorkari nam Guyana Shohojogitamulok Projatont",Dokkhin America mohodesher ontorgoto Guyana deshtir sorkari nam ki?,Guyana Sohajogitamulok Projatontro,Guyana Ganotantrik Projatontro
bengali-4798538611882970921-0::comprehension,bengali-4798538611882970921-0,comprehension,"Guyana (Guyana gayyan aa-dhwo-b: [ɡaɪˈænə] error: {{lang-xx}}: text has italic markup (help) (uccharon /ɡaɪˈɑːnə/ or /ɡaɪˈænə/),[2][3]) Dokkhin America mohadesher uttar upokule obosthito ekta desh. Eti purbe ekta British uponibesh chilo ebong tokhon er nam chilo British Guyana. 1966 sale 150 bochorer ouponibeshik shashon sheshe British Guyana shadhinota lav kore ebong Guyana nam ney. Guyana ekta adibashi American shobdo, jar ortho ""panir desh"". Deshtir purno sorkari nam Guyana Shohojogitamulok Projatont",Dokkhin America mohodesher ontorgoto Guyana deshtir sorkari nam ki?,Guyana Sohajogitamulok Projatontro,Guyana Gonotantrik Projatontro
bengali-4798538611882970921-0::specificity,bengali-4798538611882970921-0,specificity,"Guyana (Guyana gayyan aa-dhwo-b: [ɡaɪˈænə] error: {{lang-xx}}: text has italic markup (help) (uccharon /ɡaɪˈɑːnə/ or /ɡaɪˈænə/),[2][3]) Dokkhin America mohadesher uttar upokule obosthito ekta desh. Eti purbe ekta British uponibesh chilo ebong tokhon er nam chilo British Guyana. 1966 sale 150 bochorer ouponibeshik shashon sheshe British Guyana shadhinota lav kore ebong Guyana nam ney. Guyana ekta adibashi American shobdo, jar ortho ""panir desh"". Deshtir purno sorkari nam Guyana Shohojogitamulok Projatont",Dokkhin America mohodesher ontorgoto Guyana deshtir sorkari nam ki?,Guyana Sohajogitamulok Projatontro,Guyana Gonotantrik Federation Projatontro
bengali-4798538611882970921-0::inference,bengali-4798538611882970921-0,inference,"Guyana (Guyana gayyan aa-dhwo-b: [ɡaɪˈænə] error: {{lang-xx}}: text has italic markup (help) (uccharon /ɡaɪˈɑːnə/ or /ɡaɪˈænə/),[2][3]) Dokkhin America mohadesher uttar upokule obosthito ekta desh. Eti purbe ekta British uponibesh chilo ebong tokhon er nam chilo British Guyana. 1966 sale 150 bochorer ouponibeshik shashon sheshe British Guyana shadhinota lav kore ebong Guyana nam ney. Guyana ekta adibashi American shobdo, jar ortho ""panir desh"". Deshtir purno sorkari nam Guyana Shohojogitamulok Projatont",Dokkhin America mohodesher ontorgoto Guyana deshtir sorkari nam ki?,Guyana Sohajogitamulok Projatontro,British Guyana Projatontro নামtai sorkari nam chilo.
bengali--6025827336479724314-0::factualness,bengali--6025827336479724314-0,factualness,"Pandit Ravishankar (jonmo: 7i April, 1920, Benaras, Uttar Pradesh, Bharat - mrityu: 11i December, 2012, San Diego, California, Markin Juktorastro) ekjon Bharotiyo Bangali shongeetggo jini setarbadone kingbodontitullo shreshthotter jonno bishwobyapi suparichito. Bharotiyo shastriyo shongeeter Maihar gharanar sroshta Acharya Alauddin Khan Saheber shishyo Ravi Shankar Bharotiyo shastriyo shongeeter oitijjo ebong Bharotiyo shongeetke 1960-er doshoke Pashchatyo bishwer kache prothom tule dhoren. Tar shangitik kormojiboner poribyapti chhoy doshok jure. 2012 Khrishtabde mrityukale Ravi Shankar",Pandit Ravishankar kobe jonmogrohon koren?,"7i April, 1920","8i April, 1921"
bengali--6025827336479724314-0::comprehension,bengali--6025827336479724314-0,comprehension,"Pandit Ravishankar (jonmo: 7i April, 1920, Benaras, Uttar Pradesh, Bharat - mrityu: 11i December, 2012, San Diego, California, Markin Juktorastro) ekjon Bharotiyo Bangali shongeetggo jini setarbadone kingbodontitullo shreshthotter jonno bishwobyapi suparichito. Bharotiyo shastriyo shongeeter Maihar gharanar sroshta Acharya Alauddin Khan Saheber shishyo Ravi Shankar Bharotiyo shastriyo shongeeter oitijjo ebong Bharotiyo shongeetke 1960-er doshoke Pashchatyo bishwer kache prothom tule dhoren. Tar shangitik kormojiboner poribyapti chhoy doshok jure. 2012 Khrishtabde mrityukale Ravi Shankar",Pandit Ravishankar kobe jonmogrohon koren?,"7i April, 1920","Pandit Ravishankar 11i December, 2012 te jonmogrohon koren."
bengali--6025827336479724314-0::specificity,bengali--6025827336479724314-0,specificity,"Pandit Ravishankar (jonmo: 7i April, 1920, Benaras, Uttar Pradesh, Bharat - mrityu: 11i December, 2012, San Diego, California, Markin Juktorastro) ekjon Bharotiyo Bangali shongeetggo jini setarbadone kingbodontitullo shreshthotter jonno bishwobyapi suparichito. Bharotiyo shastriyo shongeeter Maihar gharanar sroshta Acharya Alauddin Khan Saheber shishyo Ravi Shankar Bharotiyo shastriyo shongeeter oitijjo ebong Bharotiyo shongeetke 1960-er doshoke Pashchatyo bishwer kache prothom tule dhoren. Tar shangitik kormojiboner poribyapti chhoy doshok jure. 2012 Khrishtabde mrityukale Ravi Shankar",Pandit Ravishankar kobe jonmogrohon koren?,"7i April, 1920",Pandit Ravishankar mone hoy 1921 shaler shurute jonmogrohon koren.
bengali--6025827336479724314-0::inference,bengali--6025827336479724314-0,inference,"Pandit Ravishankar (jonmo: 7i April, 1920, Benaras, Uttar Pradesh, Bharat - mrityu: 11i December, 2012, San Diego, California, Markin Juktorastro) ekjon Bharotiyo Bangali shongeetggo jini setarbadone kingbodontitullo shreshthotter jonno bishwobyapi suparichito. Bharotiyo shastriyo shongeeter Maihar gharanar sroshta Acharya Alauddin Khan Saheber shishyo Ravi Shankar Bharotiyo shastriyo shongeeter oitijjo ebong Bharotiyo shongeetke 1960-er doshoke Pashchatyo bishwer kache prothom tule dhoren. Tar shangitik kormojiboner poribyapti chhoy doshok jure. 2012 Khrishtabde mrityukale Ravi Shankar",Pandit Ravishankar kobe jonmogrohon koren?,"7i April, 1920","Pandit Ravishankar mone hoy 11i December, 2012 te jonmogrohon koren."
bengali--6695334746728483406-2::factualness,bengali--6695334746728483406-2,factualness,"Mahashweta Devi 100tir o beshi uponnash ebong 20tir o beshi chotogolpo shongkolon rochona korechen. Tini muloto Bangla bhashay sahitto rochona korechen. Tobe shei shob rochanar moddhe onekguli onnanno bhashay onudito hoyeche.[9] Tar prothom uponnash Jhansir Rani, Jhansir Ranir (Lakshmibai) jiboni obolombone rochito. Eti prokashito hoyechilo 1956 shale. Ei uponnashti rochonar age tini Jhansi onchole giye tar rochanar upadan hisebe sthaniyo odhibashider kach theke totho o lokgiti shongroho kore enechilen.[3]",Bharotiyo Bangali kothasahityik Mahashweta Debir prothom prokashito uponnaser nam ki?,Jhansir Rani,Tar prothom prokashito uponnaser nam chhilo **Hajar Churashir Ma**.
bengali--6695334746728483406-2::comprehension,bengali--6695334746728483406-2,comprehension,"Mahashweta Devi 100tir o beshi uponnash ebong 20tir o beshi chotogolpo shongkolon rochona korechen. Tini muloto Bangla bhashay sahitto rochona korechen. Tobe shei shob rochanar moddhe onekguli onnanno bhashay onudito hoyeche.[9] Tar prothom uponnash Jhansir Rani, Jhansir Ranir (Lakshmibai) jiboni obolombone rochito. Eti prokashito hoyechilo 1956 shale. Ei uponnashti rochonar age tini Jhansi onchole giye tar rochanar upadan hisebe sthaniyo odhibashider kach theke totho o lokgiti shongroho kore enechilen.[3]",Bharotiyo Bangali kothasahityik Mahashweta Debir prothom prokashito uponnaser nam ki?,Jhansir Rani,Tar prothom prokashito uponnash chhilo Hajar Churashir Ma.
bengali--6695334746728483406-2::specificity,bengali--6695334746728483406-2,specificity,"Mahashweta Devi 100tir o beshi uponnash ebong 20tir o beshi chotogolpo shongkolon rochona korechen. Tini muloto Bangla bhashay sahitto rochona korechen. Tobe shei shob rochanar moddhe onekguli onnanno bhashay onudito hoyeche.[9] Tar prothom uponnash Jhansir Rani, Jhansir Ranir (Lakshmibai) jiboni obolombone rochito. Eti prokashito hoyechilo 1956 shale. Ei uponnashti rochonar age tini Jhansi onchole giye tar rochanar upadan hisebe sthaniyo odhibashider kach theke totho o lokgiti shongroho kore enechilen.[3]",Bharotiyo Bangali kothasahityik Mahashweta Debir prothom prokashito uponnaser nam ki?,Jhansir Rani,Tar prothom prokashito uponnash chhilo **Hajar Churashir Ma**.
bengali--6695334746728483406-2::inference,bengali--6695334746728483406-2,inference,"Mahashweta Devi 100tir o beshi uponnash ebong 20tir o beshi chotogolpo shongkolon rochona korechen. Tini muloto Bangla bhashay sahitto rochona korechen. Tobe shei shob rochanar moddhe onekguli onnanno bhashay onudito hoyeche.[9] Tar prothom uponnash Jhansir Rani, Jhansir Ranir (Lakshmibai) jiboni obolombone rochito. Eti prokashito hoyechilo 1956 shale. Ei uponnashti rochonar age tini Jhansi onchole giye tar rochanar upadan hisebe sthaniyo odhibashider kach theke totho o lokgiti shongroho kore enechilen.[3]",Bharotiyo Bangali kothasahityik Mahashweta Debir prothom prokashito uponnaser nam ki?,Jhansir Rani,Tar prothom prokashito uponnash chhilo **Hajar Churashir Ma**.
bengali--2228411599444444054-15::factualness,bengali--2228411599444444054-15,factualness,"Great Salt Lake er pashe obosthito Oquirrh porbotmalar ekta angsho hroder toldesh porjonto prosarito hoyeche. Ei porbotmalar kichu angsho, jemon-Black Rock, Antelope Island, White Rock, Egg Island, Fremont Island Great Salt Lake er dip ba upodip. Oporodike Stansbury porbotmalar angsho hocche Stansbury Island, Carrington Island o Hat Islands. Lakeside porboter ekta prosarito angsho hocche Strong Knob, ja hroder poshchim angsho diye probahito hoyeche. Esob diper majher angshoti hroder gobhirtom sthan bole gononay promanito hoyeche.[14] 1850 sale Howard Stansbury ei sthane hroder gobhirata 35 foot nirnoy koren. Hroder gor gobhirata",Juktorashtrer uttore Utah ongorajye obosthito Great Salt Lake-er gor gobhirata koto?,13 foot,Great Salt Lake-er gor gobhirata prai 15 foot.
bengali--2228411599444444054-15::comprehension,bengali--2228411599444444054-15,comprehension,"Great Salt Lake er pashe obosthito Oquirrh porbotmalar ekta angsho hroder toldesh porjonto prosarito hoyeche. Ei porbotmalar kichu angsho, jemon-Black Rock, Antelope Island, White Rock, Egg Island, Fremont Island Great Salt Lake er dip ba upodip. Oporodike Stansbury porbotmalar angsho hocche Stansbury Island, Carrington Island o Hat Islands. Lakeside porboter ekta prosarito angsho hocche Strong Knob, ja hroder poshchim angsho diye probahito hoyeche. Esob diper majher angshoti hroder gobhirtom sthan bole gononay promanito hoyeche.[14] 1850 sale Howard Stansbury ei sthane hroder gobhirata 35 foot nirnoy koren. Hroder gor gobhirata",Juktorashtrer uttore Utah ongorajye obosthito Great Salt Lake-er gor gobhirata koto?,13 foot,Great Salt Lake-er gor uchchota 35 foot.
bengali--2228411599444444054-15::specificity,bengali--2228411599444444054-15,specificity,"Great Salt Lake er pashe obosthito Oquirrh porbotmalar ekta angsho hroder toldesh porjonto prosarito hoyeche. Ei porbotmalar kichu angsho, jemon-Black Rock, Antelope Island, White Rock, Egg Island, Fremont Island Great Salt Lake er dip ba upodip. Oporodike Stansbury porbotmalar angsho hocche Stansbury Island, Carrington Island o Hat Islands. Lakeside porboter ekta prosarito angsho hocche Strong Knob, ja hroder poshchim angsho diye probahito hoyeche. Esob diper majher angshoti hroder gobhirtom sthan bole gononay promanito hoyeche.[14] 1850 sale Howard Stansbury ei sthane hroder gobhirata 35 foot nirnoy koren. Hroder gor gobhirata",Juktorashtrer uttore Utah ongorajye obosthito Great Salt Lake-er gor gobhirata koto?,13 foot,Great Salt Lake-er gor gobhirata prai 35 foot.
bengali--2228411599444444054-15::inference,bengali--2228411599444444054-15,inference,"Great Salt Lake er pashe obosthito Oquirrh porbotmalar ekta angsho hroder toldesh porjonto prosarito hoyeche. Ei porbotmalar kichu angsho, jemon-Black Rock, Antelope Island, White Rock, Egg Island, Fremont Island Great Salt Lake er dip ba upodip. Oporodike Stansbury porbotmalar angsho hocche Stansbury Island, Carrington Island o Hat Islands. Lakeside porboter ekta prosarito angsho hocche Strong Knob, ja hroder poshchim angsho diye probahito hoyeche. Esob diper majher angshoti hroder gobhirtom sthan bole gononay promanito hoyeche.[14] 1850 sale Howard Stansbury ei sthane hroder gobhirata 35 foot nirnoy koren. Hroder gor gobhirata",Juktorashtrer uttore Utah ongorajye obosthito Great Salt Lake-er gor gobhirata koto?,13 foot,Great Salt Lake-er gor gobhirata prai 35 foot dhora hoy.
