id,source_id,pattern,context,question,right_answer,hallucinated_answer
bengali--5189083434002639881-1::factualness,bengali--5189083434002639881-1,factualness,"বাংলাদেশের কিশোরগঞ্জ জেলার ইটনা থানার জয়সিদ্ধি গ্রামে ১৮৮৫ খ্রিস্টাব্দে বিজ্ঞানী দেবেন্দ্র মোহন বসু জন্মগ্রহণ করেন। তাঁর পিতার নাম মোহিনী মোহন বসু। রেংলার আনন্দ মোহন বসু তার সহোদর কাকা। বাল্যকালে পিতৃবিয়োগ ঘটলে মাতুল বিজ্ঞানী আচার্য জগদীশ চন্দ্র বসুর সান্নিধ্যে ভারতে বসবাস করেন।[2] শৈশবে দেবেন্দ্রমোহনের আনুষ্ঠানিক শিক্ষা শুরু হয়েছিল একটি ব্রাহ্ম বালিকা বিদ্যালয়ে। বালিকা বিদ্যালয় হলেও এতে প্রাথমিক স্তর পর্যন্ত পর্যন্ত সহশিক্ষা চালু ছিল। এরপর তিনি আনন্দমোহন বসু প্রতিষ্ঠিত সিটি স্কুলে লেখাপড়া করেন এবং এ স্কুল থেকেই এন্ট্রান্স পাশ করেছেন। ১৯০১ খ্রিস্টাব্দে তাঁর পিতার মৃত্যু হয়। এসময় তিনি অভিভাবক হিসেবে পেলেন বৈজ্ঞানিক জগদীশচন্দ্র বসুকে। এন্ট্রান্স পাশ ক'রে দেবেন্দ্রমোহন প্রেসিডেন্সি কলেজে ভর্তি হয়েছিলেন। কিন্তু পিতার মৃত্যুর পর দ্রুত জীবিকা অর্জ্জনের তাগিদে ভর্তি হলেন শিবপুর ইঞ্জিনিয়ারিং কলেজে, প্রকৌশলী হওয়ার লক্ষ্য নিয়ে। এ সময় তিনি ছাত্রবাসে অবস্থান করতেন। কিছুদিন পর ম্যালেরিয়ায় আক্রান্ত হয়ে তাঁকে বাড়ী ফরেঁ আসতে হয় ; আর তার শিবপুর ইঞ্জিনিয়ারিং কলেজে ফিরে যাওয়া হয় নি। এসময় কবি রবীন্দ্রনাথ ঠাকুর পরামর্শ দিলেন মামা জগদীশচন্দ্রের মত পদার্থবিজ্ঞান পড়তে। দেবেন্দ্রমোহন পুনরায় প্রেসিডেন্সি কলেজে ভর্তি হলেন পদার্থবিদ্যা আর ভূতত্ত্ব নিয়ে। যথাসময়ে প্রথম শ্রেণী সহ বিএসসি পাস করলেন। ১৯০৬ খ্রিস্টাব্দে এমএসসি পরীক্ষায় প্রথম শ্রেণীতে প্রথম হলেন;- জগদীশচন্দ্র বসু তখন বায়োফিজিক্স ও প্ল্যান্ট ফিজিওলজি নিয়ে গবেষণা করছেন। দেবেন্দ্রমোহন যোগ দিলেন জগদীশচন্দ্রের রিসার্চ গ্রুপে শিক্ষানবিশ গবেষক হিসেবে [3]। ১৯০৭ খ্রিস্টাব্দে দেবেন্দ্রমোহন ইংল্যান্ডে গিয়ে কেমব্রিজ বিশ্ববিদ্যালয়ের ক্রাইস্ট কলেজে ভর্তি হলেন। এখানে তিনি ক্যাভেনডিশ ল্যাবে স্যার জে জে থমসন ও চার্লস উইলসনের সাথে কাজ করার সুযোগ লাভ করলেন। ১৯০৮ থেকে ১৯১১ খ্রিস্টাব্দ পর্যন্ত ক্যাভেন্ডিশ ল্যাবে কাজ করেছেন দেবেন্দ্রমোহন। ১৯১০ খ্রিস্টাব্দে দেবেন্দ্রমোহন লন্ডনের রয়েল কলেজ অব সায়েন্সে ভর্তি হলেন। ১৯১২ খ্রিস্টাব্দে এখান থেকেই ডিপ্লোমা ও প্রথম শ্রেণীর অনার্স সহ বিএসসি ডিগ্রি লাভ করেন।",ভারতীয় পদার্থবিজ্ঞানী দেবেন্দ্র মোহন বসুর পিতার নাম কি ছিল ?,মোহিনী মোহন বসু,মধিনী মোহন বসু
bengali--3561920547618114254-11::comprehension,bengali--3561920547618114254-11,comprehension,আবু বকর ৫৭৩ সালের দিকে মক্কার কুরাইশ বংশের বনু তাইম গোত্রে জন্মগ্রহণ করেছেন।[6] তার বাবার নাম আবু কুহাফা ও মায়ের নাম সালমা বিনতে সাখার।,ইসলামের প্রথম খলিফা আবু বকর কবে জন্মগ্রহণ করেন ?,৫৭৩ সালে,৫৭০ সালে
bengali-3902040012994010412-1::factualness,bengali-3902040012994010412-1,factualness,"সুপ্রাচীন কাল থেকেই ভারতীয় উপমহাদেশ অর্থনৈতিক সমৃদ্ধি ও সাংস্কৃতিক ঐতিহ্যের জন্য সুপরিচিত। ঐতিহাসিক সিন্ধু সভ্যতা এই অঞ্চলেই গড়ে উঠেছিল। ইতিহাসের বিভিন্ন পর্বে এখানেই স্থাপিত হয়েছিল বিশালাকার একাধিক সাম্রাজ্য। নানা ইতিহাস-প্রসিদ্ধ বাণিজ্যপথ এই অঞ্চলের সঙ্গে বিশ্বের অন্যান্য সভ্যতার বাণিজ্যিক ও সাংস্কৃতিক সম্পর্ক রক্ষা করত। হিন্দু, বৌদ্ধ, জৈন ও শিখ—বিশ্বের এই চার ধর্মের উৎসভূমি ভারত। খ্রিষ্টীয় প্রথম সহস্রাব্দে জরথুষ্ট্রীয় ধর্ম (পারসি ধর্ম), ইহুদি ধর্ম, খ্রিষ্টধর্ম ও ইসলাম এদেশে প্রবেশ করে, ও ভারতীয় সংস্কৃতিতে বিশেষ প্রভাব বিস্তার করে। অষ্টাদশ শতাব্দীর প্রথমার্ধ থেকে ব্রিটিশ ইস্ট ইন্ডিয়া কোম্পানি ধীরে ধীরে ভারতীয় ভূখণ্ডের অধিকাংশ অঞ্চল নিজেদের শাসনাধীনে আনতে সক্ষম হয়। ঊনবিংশ শতাব্দীর মধ্যভাগে এই দেশ পুরোদস্তুর একটি ব্রিটিশ উপনিবেশে পরিণত হয়। অতঃপর এক সুদীর্ঘ স্বাধীনতা সংগ্রামের মাধ্যমে ১৯৪৭ সালে ভারত একটি স্বতন্ত্র রাষ্ট্ররূপে আত্মপ্রকাশ করে। ১৯৫০ সালে সংবিধান প্রণয়নের মাধ্যমে ভারত একটি সার্বভৌম গণতান্ত্রিক প্রজাতন্ত্রে পরিণত হয়।",ভারতবর্ষ কত সালে একটি স্বাধীন সার্বভৌম রাষ্ট্র হিসেবে প্রতিষ্ঠিত হয় ?,১৯৫০,১৯৪৭ সালে স্বাধীন সার্বভৌম রাষ্ট্র হিসেবে প্রতিষ্ঠিত হয়।
bengali--1075882060025328766-0::specificity,bengali--1075882060025328766-0,specificity,"হাঙ্গর বা হাঙর (ইংরেজি: Shark) তরুণাস্থিবিশিষ্ট এক ধরণের সামুদ্রিক মাছের প্রায় ২২৫টি প্রজাতির জন্য ব্যবহৃত সাধারণ নাম। পৃথিবীর প্রায় সকল সাগর-মহাসাগরে এদের অস্তিত্ব থাকলেও মূলত গ্রীষ্মমণ্ডলীয় এবং অর্ধ-গ্রীষ্মমণ্ডলীয় অঞ্চলে এদের প্রাচুর্য দেখা যায়। কয়েকটি প্রজাতি সমুদ্র উপকূলে বসবাস করলেও অধিকাংশ গভীর সমুদ্রের উপরের তলে বসবাস করে। গভীর সমুদ্রে বসবাসকারী কিছু প্রজাতি আলোদায়ক অর্থাৎ আলো বিচ্ছুরণ করতে পারে। ধ্বংস এবং পরজীবীর হাত থেকে রক্ষার জন্য এদের দেহত্বকীয় ডেন্টিক্‌ল রয়েছে। এই ডেন্টিক্‌লের কারণে এদের প্রবাহী গতিবিদ্যায়ও প্রভূত সহায়তা হয়ে থাকে। এছাড়া তাদের প্রতিস্থাপনযোগ্য দাঁত রয়েছে। দাঁতগুলো খুব সুন্দর এবং প্রাচীন হাঙ্গরের এই একটি বৈশিষ্ট্যই তাদের মধ্যে রয়েছে। এদের প্রজাতিতে ব্যাপক তারতম্য পরিলক্ষিত হয়। এক হাতের সমান আকারের পিগমি হাঙ্গর রয়েছে, যেমন: Euprotomicrus bispinatus নামক গভীর সমুদ্রের হাঙ্গরের দৈর্ঘ্য মাত্র ২২ সেমি তথা ৯ ইঞ্চি। আবার তিমি হাঙ্গর হল বৃহত্তম মাছ যারা প্রায় ১২ মিটারের (৩৯ ফিট) মত লম্বা হতে পারে। যেমন: Rhincodon typus নামক প্রজাতিটি। Carcharhinus leucas প্রজাতিটি ষাঁড় হাঙ্গর হিসেবে পরিচিত। এই ষাঁড় হাঙ্গরই একমাত্র লবণাক্ত এবং মিঠা - উভয় পানিতে এমনকি ডেল্টার ভিতরেও সাঁতার কাটতে পারে।[1]",পৃথিবীতে মোট কত প্রজাতির হাঙর আছে ?,২২৫টি,পৃথিবীতে হাঙরের প্রজাতি প্রায় ২০০টিরও বেশি।
bengali--8808406948073702391-4::inference,bengali--8808406948073702391-4,inference,আর্সেনালের প্রতিষ্ঠা ১৮৮৬ সালে রয়েল আর্সেনালে কর্মরত কিছু শ্রমিকের মাধ্যমে। শুরুতে ক্লাবটির নাম ছিল ডায়াল স্কয়ার। কিছুদিন পরে নাম পরিবর্তন করে রাখা হয় রয়েল আর্সেনাল। ১৮৯১ সালে পেশাদার দল হিসাবে আত্মপ্রকাশ করার পর এর নাম রাখা হয় ওউলিচ আর্সেনাল। ১৮৮৩ সালে প্রথমবারের মত ফুটবল লীগে যোগ দেয় এবং প্রায় ২১ বছর পর ১৯০৪ সালে প্রথম বিভাগ দলের মর্যাদা লাভ করে। ভৌগোলিক কারণে শুরু থেকেই তাদের দর্শক সংখ্যা ছিল অনেক কম। যার কারণে ১৯১০ সালের মধ্যেই তারা অর্থনৈতিকভাবে পঙ্গু হয়ে পড়ে।[1] ১৯১৩ সালে রেলিগেশনের কারণে আর্সেনাল দ্বিতীয় বিভাগে নেমে যায় এবং ঠিক এই সময়ে তারা হাইবারিতে আর্সেনাল স্টেডিয়াম প্রতিষ্ঠা করে সেখানে চলে আসে।[2] একই বছরে দলটি তাদের নাম থেকে রয়েল শব্দটি বাদ দিয়ে দেয়। ১৯১৯ সালে পঞ্চম স্থানে থেকে বছর শেষ করার পর তারা টটেনহ্যাম হটস্পারের পরিবর্তে প্রথম বিভাগে ফিরে আসে।,আর্সেনাল প্রশিক্ষণ কেন্দ্র কবে তৈরি হয় ?,১৮৮৬ সালে,আর্সেনালের প্রশিক্ষণ কেন্দ্র ১৯১৩ সালে তৈরি হয়।
bengali--5702015763636761454-0::comprehension,bengali--5702015763636761454-0,comprehension,"শহীদ স্মৃতি সংগ্রহশালা বাংলাদেশের প্রথম মুক্তিযুদ্ধভিত্তিক সংগ্রহশালা। স্বাধীনতা যুদ্ধে শিক্ষক, ছাত্র, কর্মচারীদের স্মৃতিচিহ্ন নিয়ে রাজশাহী বিশ্ববিদ্যালয়ের সবুজ চত্তরে গড়ে উঠেছে দেশের সর্বপ্রথম মুক্তিযুদ্ধবিষয়ক জাদুঘরটি। স্বাধীনতা যুদ্ধের ও ইতিহাসের বিভিন্ন উপকরণ সুষ্ঠুভাবে সংরক্ষণের উদ্দেশ্যে ১৯৭৬ সালে এই সংগ্রহশালাটি প্রতিষ্ঠিত হয় রাজশাহী বিশ্ববিদ্যালয় ক্যাম্পাসের শহীদ মিনার কমপ্লেক্স এলাকায়।[1]",কত সালে মুক্তিযুদ্ধ জাদুঘরের উদ্ভোধন হয়েছিল ?,১৯৭৬,১৯৭১ সালে মুক্তিযুদ্ধ জাদুঘরের উদ্বোধন হয়েছিল।
bengali-1779859426821641187-3::inference,bengali-1779859426821641187-3,inference,তৌকির আহমেদ-এর পরিচালনায় অজ্ঞাতনামা চলচ্চিত্রে ফজলুর রহমান বাবুর অভিনয় প্রশংসিত হওয়ার পর তাকে আবার এই চলচ্চিত্রের জন্য নির্বাচন করা হয়। মুহম্মদ মোস্তফা কামাল রাজ পরিচালিত প্রজাপতির পর এই চলচ্চিত্রে দ্বিতীয়বারের মত একসাথে কাজ করেন জাহিদ হাসান ও মোশাররফ করিম। জাহিদ হাসানের এটি তৌকীরের পরিচালনায় প্রথম চলচ্চিত্র। তবে তারা একসঙ্গে নাট্যকেন্দ্রে মঞ্চ নাটক করেছেন। অন্যদিকে মোশাররফ করিম তৌকীরের আগের চারটি চলচ্চিত্রেই অভিনয় করেন। প্রধান দুটি নারী চরিত্রে অভিনয় করেছেন নুসরাত ইমরোজ তিশা এবং রুনা খান। এটি তাদের দুজনেরই তৌকীরের পরিচালনায় প্রথম চলচ্চিত্র।[7] তিশা অভিনীত চরিত্রের নাম হাসু এবং এই চরিত্রের জন্য তাকে নির্বাচন করেছিলেন তৌকিরের স্ত্রী অভিনেত্রী বিপাশা হায়াত। তিশা এই প্রসঙ্গে বলেন তিনি বিপাশা হায়াতের প্রতি কৃতজ্ঞ।[6],অজ্ঞাতনামা চলচ্চিত্রটির সংগীত পরিচালক কে ছিলেন ?,তৌকির আহমেদ,অজ্ঞাতনামা চলচ্চিত্রটির সংগীত পরিচালক ছিলেন **মুহম্মদ মোস্তফা কামাল রাজ**।
bengali-1644744333786318480-20::factualness,bengali-1644744333786318480-20,factualness,"স্বাধীনতার পরে আবির্ভূত চলচ্চিত্র পরিচালকদের মধ্যে আলমগীর কবির (১৯৩৮-১৯৮৯) উল্লেখযোগ্য। তাঁর নির্মিত চলচ্চিত্র হলো ধীরে বহে মেঘনা (১৯৭৩), সূর্য কন্যা (১৯৭৬), সীমানা পেরিয়ে (১৯৭৭), রূপালী সৈকতে (১৯৭৯), মোহনা (১৯৮২),পরিণীতা (১৯৮৪) ও মহানায়ক (১৯৮৫)।",বাংলাদেশী চলচ্চিত্র পরিচালক আলমগীর কবিরের পরিচালিত প্রথম চলচ্চিত্রের নাম কী ?,ধীরে বহে মেঘনা,সোনার কাজল
bengali--7369128730344741991-1::inference,bengali--7369128730344741991-1,inference,আলীবর্দী খানের প্রকৃত নাম মির্জা মুহম্মদ আলী । তাঁর পিতার নাম মির্জা মুহম্মদ ।  তিনি মুঘল দরবার কতৃক খান উপাধি পেয়েছিলেন। আরব বংশোদ্ভূত মির্জা মুহম্মদ বেগ মুঘল সম্রাট আওরঙ্গজেবের তৃতীয় পুত্র আজম শাহের দরবারের একজন কর্মকর্তা ছিলেন[2]। আলীবর্দী খানের মা ইরানের খোরাসানের এক তুর্কি উপজাতি থেকে এসেছিলেন। তাঁর পিতামহ আওরঙ্গজেবের সৎ ভাই ছিলেন। মির্জা মুহম্মদ আলী পূর্ণবয়স্ক হবার পরপরই আজম শাহ তাঁকে পিলখানার পরিচালক হিসেবে নিয়োগ দেন[2]।,নবাব আলীবর্দী খান কোন বংশের সন্তান ছিলেন ?,আরব,নবাব আলীবর্দী খান তুর্কি বংশের সন্তান ছিলেন।
bengali--8651108802342100600-1::inference,bengali--8651108802342100600-1,inference,কক্সবাজার জেলার মোট আয়তন ২৪৯১.৮৬ বর্গ কিলোমিটার।[1],বাংলাদেশের কক্সবাজার জেলার মোট আয়তন কত ?,২৪৯১.৮৬ বর্গ কিলোমিটার,বাংলাদেশের কক্সবাজার জেলার মোট আয়তন প্রায় ২৪৯.১৮৬ বর্গ কিলোমিটার।
bengali-8671424860275717889-0::comprehension,bengali-8671424860275717889-0,comprehension,"উত্তর চব্বিশ পরগণা জেলা ভারত এর পূর্বাঞ্চলীয় রাজ্য পশ্চিমবঙ্গের কলকাতা শহরের উত্তরপূর্ব দিকের একটি জেলা। জেলাটি প্রেসিডেন্সি বিভাগের অন্তর্ভুক্ত। ১৯৮৩ সালে ডঃ অশোক মিত্রের প্রশাসনিক সংস্কার কমিটি এই জেলাকে বিভাজনের সুপারিশ করেন। ১৭ই ফাল্গুণ ১৩৯২ বঙ্গাব্দে (১৯৮৬ সালে ১লা মার্চ) ২৪ পরগণা জেলাটিকে দ্বিখণ্ডিত করে ওই জেলার উত্তরাংশ নিয়ে উত্তর ২৪ পরগণা জেলা স্থাপন করা হয়৷ এর প্রশাসনিক ভবন ও সদর দপ্তর বারাসাত শহরে অবস্থিত৷ বারাসাত, বারাকপুর, বনগাঁ, বসিরহাট, বিধাননগর এই পাঁচটি মহকুমা নিয়ে উত্তর ২৪ পরগণা জেলা গঠিত।",পশ্চিমবঙ্গের উত্তর চব্বিশ পরগনা জেলার সদর শহর কোনটি ?,বারাসাত,বিধাননগর
bengali--5995531565008789310-0::specificity,bengali--5995531565008789310-0,specificity,হাবিবুর রহমান(জন্ম ১ জানুয়ারি ১৯৬৭) বাংলাদেশ পুলিশের এর একজন কর্মকর্তা। বর্তমানে তিনি বাংলাদেশ পুলিশের ঢাকাস্থ সদরদপ্তরে উপ মহাপরিদর্শক (প্রশাসন-ডিসিপ্লিন) হিসেবে দায়িত্বরত। পুলিশি দায়িত্ব পালনের পাশাপাশি সমাজ ও মানুষের জন্য কাজ করা ব্যতিক্রমধর্মী চিন্তা ও ভূমিকা তাকে দিয়েছে বিশেষ খ্যাতি।[1][2] তিনি বাংলাদেশ কাবাডি ফেডারেশান এর সাধারন সম্পাদক [3] এবং এশিয়ান কাবাডি ফেডারেশান এর সহ-সভাপতি।[4],বাংলাদেশ পুলিশের এর একজন কর্মকর্তা হাবিবুর রহমানের জন্মসাল কত ?,১৯৬৭,হাবিবুর রহমানের জন্মসাল সম্ভবত ১৯৬৫ সালের দিকে।
