idx,label,pattern,p_entail,p_neutral,p_contra
1217,1,Non-factual,0.00088,0.99864,0.00049
1218,1,Factual Contradiction,0.00228,0.00436,0.99337
1219,1,Intrinsic,0.03092,0.27079,0.69828
1220,1,Non-factual,0.00854,0.09247,0.89899
1221,1,Factual Contradiction,0.02943,0.02597,0.9446
1222,1,Intrinsic,0.00618,0.97567,0.01815
1223,1,Non-factual,0.04,0.09137,0.86863
1224,1,Factual Contradiction,0.03754,0.04582,0.91664
1225,1,Intrinsic,0.89207,0.09848,0.00946
1226,1,Non-factual,0.13851,0.85516,0.00633
1227,1,Factual Contradiction,0.00251,0.00164,0.99585
1228,1,Intrinsic,0.45797,0.53126,0.01077
1229,1,Non-factual,0.20594,0.74234,0.05172
1230,1,Factual Contradiction,0.15633,0.03369,0.80997
1231,1,Intrinsic,0.01607,0.07186,0.91208
1232,1,Non-factual,0.06347,0.0569,0.87963
1233,1,Factual Contradiction,0.00256,0.00367,0.99377
1234,1,Intrinsic,0.00199,0.00117,0.99685
1235,1,Non-factual,0.67764,0.1173,0.20506
1236,1,Factual Contradiction,0.09842,0.106,0.79558
1237,1,Intrinsic,0.0191,0.14294,0.83796
1238,1,Non-factual,0.00448,0.10043,0.89509
1239,1,Factual Contradiction,0.0023,0.00288,0.99482
1240,1,Intrinsic,0.96775,0.01338,0.01887
1241,1,Non-factual,0.26396,0.67603,0.06
1242,1,Factual Contradiction,0.01899,0.00693,0.97408
1243,1,Intrinsic,0.11811,0.14414,0.73775
1244,1,Non-factual,0.5545,0.01701,0.42849
1245,1,Factual Contradiction,0.22551,0.0227,0.75179
1246,1,Intrinsic,0.00995,0.0214,0.96865
1247,1,Non-factual,0.11793,0.06987,0.8122
1248,1,Factual Contradiction,0.01553,0.00838,0.97609
1249,1,Intrinsic,0.23743,0.23375,0.52882
1250,1,Non-factual,0.00387,0.00405,0.99208
1251,1,Factual Contradiction,0.00797,0.00391,0.98812
1252,1,Intrinsic,0.39868,0.41986,0.18146
1253,1,Non-factual,0.00142,0.00595,0.99263
1254,1,Factual Contradiction,0.06711,0.21136,0.72152
1255,1,Intrinsic,0.87486,0.07949,0.04565
1256,1,Non-factual,0.20941,0.09653,0.69405
1257,1,Factual Contradiction,0.00286,0.00143,0.99571
1258,1,Intrinsic,0.79979,0.15749,0.04272
1259,1,Non-factual,0.12168,0.22054,0.65778
1260,1,Factual Contradiction,0.02763,0.00612,0.96626
1261,1,Intrinsic,0.07797,0.90813,0.0139
1262,1,Non-factual,0.0072,0.01244,0.98036
1263,1,Factual Contradiction,0.16977,0.02379,0.80644
1264,1,Intrinsic,0.06178,0.09202,0.8462
1265,1,Non-factual,0.22346,0.41222,0.36432
1266,1,Factual Contradiction,0.07931,0.02005,0.90063
1267,1,Intrinsic,0.12622,0.29469,0.57909
1268,1,Non-factual,0.01577,0.6252,0.35902
1269,1,Factual Contradiction,0.01647,0.01106,0.97247
1270,1,Intrinsic,0.00304,0.02745,0.96951
1271,1,Non-factual,0.00046,0.00612,0.99342
1272,1,Factual Contradiction,0.01869,0.09481,0.8865
1273,1,Intrinsic,0.19532,0.80329,0.00139
1274,1,Non-factual,0.8317,0.16506,0.00324
1275,1,Factual Contradiction,0.34056,0.02069,0.63874
1276,1,Intrinsic,0.09852,0.81212,0.08936
1277,1,Non-factual,0.03427,0.23879,0.72695
1278,1,Factual Contradiction,0.00224,0.00373,0.99403
1279,1,Intrinsic,0.35856,0.27366,0.36778
1280,1,Non-factual,0.00787,0.00905,0.98308
1281,1,Factual Contradiction,0.01116,0.00738,0.98146
1282,1,Intrinsic,0.00065,0.00114,0.99821
1283,1,Non-factual,0.00061,0.00124,0.99815
1284,1,Factual Contradiction,0.00132,0.00072,0.99796
1285,1,Intrinsic,0.00641,0.98864,0.00495
1286,1,Non-factual,0.00381,0.97771,0.01848
1287,1,Factual Contradiction,0.05326,0.08713,0.85961
1288,1,Intrinsic,0.22964,0.43876,0.3316
1289,1,Non-factual,0.07882,0.68627,0.23491
1290,1,Factual Contradiction,0.0203,0.11653,0.86317
1291,1,Intrinsic,0.95133,0.04484,0.00383
1292,1,Non-factual,0.10488,0.22182,0.6733
1293,1,Factual Contradiction,0.50033,0.09291,0.40676
1294,1,Intrinsic,0.03537,0.04524,0.91939
1295,1,Non-factual,0.04955,0.02286,0.92759
1296,1,Factual Contradiction,0.33411,0.02187,0.64402
1297,1,Intrinsic,0.17462,0.79339,0.03199
1298,1,Non-factual,0.02162,0.96712,0.01126
1299,1,Factual Contradiction,0.02955,0.19026,0.78019
1300,1,Intrinsic,0.01903,0.81533,0.16564
1301,1,Non-factual,0.36634,0.56629,0.06737
1302,1,Factual Contradiction,0.46408,0.11088,0.42504
1303,1,Intrinsic,0.88232,0.04325,0.07443
1304,1,Non-factual,0.03218,0.02731,0.9405
1305,1,Factual Contradiction,0.43498,0.05945,0.50557
1306,1,Intrinsic,0.08853,0.48994,0.42153
1307,1,Non-factual,0.08907,0.60634,0.30459
1308,1,Factual Contradiction,0.09251,0.87944,0.02805
1309,1,Intrinsic,0.70066,0.19918,0.10015
1310,1,Non-factual,0.08934,0.84107,0.06958
1311,1,Factual Contradiction,0.05791,0.21988,0.72221
1312,1,Intrinsic,0.15563,0.37884,0.46553
1313,1,Non-factual,0.00752,0.00746,0.98502
1314,1,Factual Contradiction,0.35538,0.22977,0.41485
1315,1,Intrinsic,0.00403,0.99501,0.00095
1316,1,Non-factual,0.00127,0.99839,0.00034
1317,1,Factual Contradiction,0.00409,0.00231,0.99359
1318,1,Intrinsic,0.05122,0.92578,0.023
1319,1,Non-factual,0.08201,0.88692,0.03107
1320,1,Factual Contradiction,0.91208,0.06016,0.02776
1321,1,Intrinsic,0.06382,0.74769,0.18849
1322,1,Non-factual,0.00238,0.19027,0.80735
1323,1,Factual Contradiction,0.01622,0.22042,0.76336
1324,1,Intrinsic,0.68312,0.31521,0.00167
1325,1,Non-factual,0.13546,0.72091,0.14363
1326,1,Factual Contradiction,0.00776,0.03753,0.95471
1327,1,Intrinsic,0.20282,0.0934,0.70378
1328,1,Non-factual,0.50967,0.14208,0.34824
1329,1,Factual Contradiction,0.31801,0.04954,0.63245
1330,1,Intrinsic,0.6417,0.29696,0.06134
1331,1,Non-factual,0.01092,0.80222,0.18686
1332,1,Factual Contradiction,0.06749,0.02948,0.90302
1333,1,Intrinsic,0.29769,0.43441,0.26789
1334,1,Non-factual,0.41194,0.02279,0.56526
1335,1,Factual Contradiction,0.23159,0.01204,0.75638
1336,1,Intrinsic,0.50651,0.47956,0.01393
1337,1,Non-factual,0.28386,0.55617,0.15997
1338,1,Factual Contradiction,0.30487,0.41997,0.27516
1339,1,Intrinsic,0.09959,0.18716,0.71325
1340,1,Non-factual,0.01211,0.01832,0.96957
1341,1,Factual Contradiction,0.07154,0.24434,0.68411
1342,1,Intrinsic,0.01328,0.01127,0.97546
1343,1,Non-factual,0.00771,0.00644,0.98586
1344,1,Factual Contradiction,0.0012,0.00208,0.99672
1345,1,Intrinsic,0.3355,0.59459,0.06991
1346,1,Non-factual,0.10082,0.88118,0.018
1347,1,Factual Contradiction,0.01271,0.00847,0.97882
1348,1,Intrinsic,0.08248,0.3604,0.55711
1349,1,Non-factual,0.00301,0.9895,0.0075
1350,1,Factual Contradiction,0.0032,0.00075,0.99605
1351,1,Intrinsic,0.14117,0.20863,0.6502
1352,1,Non-factual,0.00182,0.0017,0.99648
1353,1,Factual Contradiction,0.003,0.00262,0.99438
1354,1,Intrinsic,0.03457,0.96365,0.00178
1355,1,Non-factual,0.13009,0.3092,0.56071
1356,1,Factual Contradiction,0.01409,0.00587,0.98004
1357,1,Intrinsic,0.56276,0.16377,0.27347
1358,1,Non-factual,0.30602,0.33121,0.36277
1359,1,Factual Contradiction,0.00085,0.00177,0.99738
1360,1,Intrinsic,0.35714,0.30488,0.33797
1361,1,Non-factual,0.00428,0.01191,0.98381
1362,1,Factual Contradiction,0.03853,0.04232,0.91914
1363,1,Intrinsic,0.33182,0.59385,0.07433
1364,1,Non-factual,0.35406,0.07516,0.57078
1365,1,Factual Contradiction,0.01475,0.0062,0.97905
1366,1,Intrinsic,0.00537,0.99268,0.00195
1367,1,Non-factual,0.01598,0.02574,0.95828
1368,1,Factual Contradiction,0.00162,0.00218,0.9962
1369,1,Intrinsic,0.01818,0.01951,0.96231
1370,1,Non-factual,0.02148,0.03639,0.94214
1371,1,Factual Contradiction,0.0423,0.01736,0.94035
1372,1,Intrinsic,0.0073,0.00596,0.98674
1373,1,Non-factual,0.00454,0.0072,0.98826
1374,1,Factual Contradiction,0.01368,0.03506,0.95127
1375,1,Intrinsic,0.01355,0.98365,0.00281
1376,1,Non-factual,0.0015,0.99731,0.00119
1377,1,Factual Contradiction,0.02269,0.04955,0.92776
1378,1,Intrinsic,0.49638,0.50027,0.00334
1379,1,Non-factual,0.37589,0.61492,0.00919
1380,1,Factual Contradiction,0.14209,0.01508,0.84283
1381,1,Intrinsic,0.93485,0.06032,0.00483
1382,1,Non-factual,0.28747,0.70047,0.01205
1383,1,Factual Contradiction,0.00357,0.0052,0.99122
1384,1,Intrinsic,0.90711,0.08842,0.00447
1385,1,Non-factual,0.02316,0.96961,0.00723
1386,1,Factual Contradiction,0.01478,0.01178,0.97343
1387,1,Intrinsic,0.88602,0.10582,0.00816
1388,1,Non-factual,0.11211,0.86984,0.01805
1389,1,Factual Contradiction,0.04656,0.01097,0.94247
1390,1,Intrinsic,0.40456,0.1764,0.41904
1391,1,Non-factual,0.07961,0.06783,0.85256
1392,1,Factual Contradiction,0.06274,0.02964,0.90763
1393,1,Intrinsic,0.05396,0.85741,0.08862
1394,1,Non-factual,0.06681,0.23159,0.7016
1395,1,Factual Contradiction,0.00474,0.01181,0.98345
1396,1,Intrinsic,0.87577,0.12181,0.00242
1397,1,Non-factual,0.01153,0.98641,0.00206
1398,1,Factual Contradiction,0.01662,0.36946,0.61392
1399,1,Intrinsic,0.11007,0.05079,0.83914
1400,1,Non-factual,0.00642,0.01126,0.98233
1401,1,Factual Contradiction,0.02323,0.008,0.96877
1402,1,Intrinsic,0.01843,0.95269,0.02888
1403,1,Non-factual,0.1058,0.29715,0.59705
1404,1,Factual Contradiction,0.00355,0.00567,0.99079
1405,1,Intrinsic,0.88753,0.10559,0.00688
1406,1,Non-factual,0.849,0.14064,0.01036
1407,1,Factual Contradiction,0.03613,0.00625,0.95762
1408,1,Intrinsic,0.071,0.9214,0.00761
1409,1,Non-factual,0.01736,0.97767,0.00497
1410,1,Factual Contradiction,0.01573,0.00359,0.98068
1411,1,Intrinsic,0.00367,0.98526,0.01107
1412,1,Non-factual,0.06459,0.53662,0.39878
1413,1,Factual Contradiction,0.00749,0.01116,0.98135
1414,1,Intrinsic,0.01142,0.03033,0.95825
1415,1,Non-factual,0.00464,0.06922,0.92614
1416,1,Factual Contradiction,0.02354,0.01395,0.96252
1417,1,Intrinsic,0.60257,0.10931,0.28813
1418,1,Non-factual,0.68095,0.23214,0.08691
1419,1,Factual Contradiction,0.00248,0.01092,0.9866
1420,1,Intrinsic,0.69659,0.28365,0.01976
1421,1,Non-factual,0.01041,0.39379,0.59579
1422,1,Factual Contradiction,0.06271,0.02289,0.9144
1423,1,Intrinsic,0.36735,0.59627,0.03637
1424,1,Non-factual,0.00803,0.98815,0.00382
1425,1,Factual Contradiction,0.00964,0.08068,0.90968
1426,1,Intrinsic,0.27922,0.67244,0.04833
1427,1,Non-factual,0.14351,0.41445,0.44204
1428,1,Factual Contradiction,0.01126,0.02121,0.96753
1429,1,Intrinsic,0.12321,0.14237,0.73441
1430,1,Non-factual,0.00226,0.04345,0.95429
1431,1,Factual Contradiction,0.00661,0.00511,0.98829
1432,1,Intrinsic,0.01617,0.08692,0.89691
1433,1,Non-factual,0.0021,0.00563,0.99227
1434,1,Factual Contradiction,0.0181,0.0314,0.9505
1435,1,Intrinsic,0.79822,0.18739,0.01439
1436,1,Non-factual,0.69318,0.09604,0.21079
1437,1,Factual Contradiction,0.76376,0.12227,0.11397
1438,1,Intrinsic,0.40186,0.02024,0.57789
1439,1,Non-factual,0.01786,0.59131,0.39083
1440,1,Factual Contradiction,0.03971,0.02418,0.93611
1441,1,Intrinsic,0.28186,0.71415,0.00399
1442,1,Non-factual,0.02531,0.01767,0.95703
1443,1,Factual Contradiction,0.0143,0.03624,0.94945
1444,1,Intrinsic,0.95118,0.04475,0.00407
1445,1,Non-factual,0.01382,0.97675,0.00943
1446,1,Factual Contradiction,0.00777,0.01353,0.9787
1447,1,Intrinsic,0.26004,0.17087,0.56909
1448,1,Non-factual,0.04549,0.01911,0.9354
1449,1,Factual Contradiction,0.00869,0.00282,0.98849
1450,1,Intrinsic,0.93737,0.05026,0.01237
1451,1,Non-factual,0.15678,0.35747,0.48575
1452,1,Factual Contradiction,0.00554,0.00311,0.99136
1453,1,Intrinsic,0.74111,0.25413,0.00476
1454,1,Non-factual,0.35064,0.22769,0.42167
1455,1,Factual Contradiction,0.40463,0.24977,0.34559
1456,1,Intrinsic,0.98077,0.01748,0.00175
1457,1,Non-factual,0.68256,0.09059,0.22685
1458,1,Factual Contradiction,0.01524,0.01942,0.96534
1459,1,Intrinsic,0.68407,0.0817,0.23423
1460,1,Non-factual,0.0454,0.01385,0.94076
1461,1,Factual Contradiction,0.00369,0.00418,0.99212
1462,1,Intrinsic,0.49461,0.48315,0.02225
1463,1,Non-factual,0.00096,0.99842,0.00062
1464,1,Factual Contradiction,0.00456,0.00258,0.99286
1465,1,Intrinsic,0.02481,0.02946,0.94572
1466,1,Non-factual,0.02512,0.03967,0.93521
1467,1,Factual Contradiction,0.14192,0.0398,0.81828
1468,1,Intrinsic,0.01308,0.98406,0.00285
1469,1,Non-factual,0.00196,0.99754,0.0005
1470,1,Factual Contradiction,0.41708,0.11673,0.46619
1471,1,Intrinsic,0.01127,0.0052,0.98353
1472,1,Non-factual,0.00555,0.00833,0.98611
1473,1,Factual Contradiction,0.18145,0.04181,0.77673
1474,1,Intrinsic,0.20645,0.0602,0.73335
1475,1,Non-factual,0.26394,0.06354,0.67252
1476,1,Factual Contradiction,0.17476,0.09803,0.7272
1477,1,Intrinsic,0.00825,0.01614,0.97561
1478,1,Non-factual,0.00756,0.02489,0.96754
1479,1,Factual Contradiction,0.0075,0.03986,0.95263
1480,1,Intrinsic,0.24041,0.35023,0.40936
1481,1,Non-factual,0.22287,0.09232,0.68481
1482,1,Factual Contradiction,0.01392,0.01747,0.96861
1483,1,Intrinsic,0.65874,0.33909,0.00216
1484,1,Non-factual,0.00141,0.99522,0.00337
1485,1,Factual Contradiction,0.09961,0.03311,0.86728
1486,1,Intrinsic,0.1041,0.29684,0.59906
1487,1,Non-factual,0.5815,0.35477,0.06373
1488,1,Factual Contradiction,0.01142,0.04525,0.94333
1489,1,Intrinsic,0.96934,0.02573,0.00493
1490,1,Non-factual,0.01583,0.98289,0.00128
1491,1,Factual Contradiction,0.00208,0.0037,0.99423
1492,1,Intrinsic,0.58175,0.37561,0.04264
1493,1,Non-factual,0.52541,0.41564,0.05895
1494,1,Factual Contradiction,0.00334,0.00178,0.99488
1495,1,Intrinsic,0.22904,0.7658,0.00516
1496,1,Non-factual,0.00234,0.9964,0.00126
1497,1,Factual Contradiction,0.00068,0.00087,0.99845
1498,1,Intrinsic,0.85127,0.06799,0.08074
1499,1,Non-factual,0.91653,0.02207,0.0614
1500,1,Factual Contradiction,0.73867,0.15574,0.10559
1501,1,Intrinsic,0.89048,0.10677,0.00275
1502,1,Non-factual,0.01772,0.02223,0.96005
1503,1,Factual Contradiction,0.73637,0.04782,0.21582
1504,1,Intrinsic,0.33584,0.57464,0.08951
1505,1,Non-factual,0.2007,0.34169,0.45761
1506,1,Factual Contradiction,0.00611,0.00527,0.98862
1507,1,Intrinsic,0.01537,0.93608,0.04856
1508,1,Non-factual,0.01537,0.85899,0.12564
1509,1,Factual Contradiction,0.00612,0.00392,0.98996
1510,1,Intrinsic,0.16317,0.09406,0.74277
1511,1,Non-factual,0.00165,0.13096,0.86739
1512,1,Factual Contradiction,0.00179,0.01377,0.98444
1513,1,Intrinsic,0.38745,0.07252,0.54003
1514,1,Non-factual,0.03757,0.01215,0.95028
1515,1,Factual Contradiction,0.41867,0.33831,0.24302
1516,1,Intrinsic,0.26505,0.18199,0.55296
1517,1,Non-factual,0.00577,0.02302,0.97121
1518,1,Factual Contradiction,0.00442,0.00347,0.99211
1519,1,Intrinsic,0.3176,0.12689,0.55551
1520,1,Non-factual,0.00365,0.0144,0.98195
1521,1,Factual Contradiction,0.00724,0.02212,0.97064
1522,1,Intrinsic,0.03529,0.96305,0.00167
1523,1,Non-factual,0.0059,0.20952,0.78458
1524,1,Factual Contradiction,0.00064,0.00193,0.99743
1525,1,Intrinsic,0.1236,0.02473,0.85167
1526,1,Non-factual,0.01177,0.90625,0.08198
1527,1,Factual Contradiction,0.00243,0.00353,0.99404
1528,1,Intrinsic,0.18805,0.80419,0.00776
1529,1,Non-factual,0.0046,0.98581,0.00959
1530,1,Factual Contradiction,0.0029,0.00258,0.99451
1531,1,Intrinsic,0.12652,0.01137,0.8621
1532,1,Non-factual,0.00065,0.00117,0.99819
1533,1,Factual Contradiction,0.04,0.20532,0.75469
1534,1,Intrinsic,0.01703,0.21824,0.76473
1535,1,Non-factual,0.00061,0.999,0.00039
1536,1,Factual Contradiction,0.0004,0.00459,0.99501
1537,1,Intrinsic,0.0545,0.94268,0.00282
1538,1,Non-factual,0.00136,0.99769,0.00095
1539,1,Factual Contradiction,0.00113,0.00232,0.99655
1540,1,Intrinsic,0.00711,0.00217,0.99073
1541,1,Non-factual,0.003,0.00204,0.99496
1542,1,Factual Contradiction,0.00052,0.00054,0.99895
1543,1,Intrinsic,0.88205,0.11302,0.00493
1544,1,Non-factual,0.00332,0.99408,0.0026
1545,1,Factual Contradiction,0.01343,0.00719,0.97937
1546,1,Intrinsic,0.00668,0.99187,0.00145
1547,1,Non-factual,0.07487,0.8841,0.04103
1548,1,Factual Contradiction,0.00604,0.098,0.89596
1549,1,Intrinsic,0.11534,0.78207,0.10259
1550,1,Non-factual,0.24692,0.56742,0.18566
1551,1,Factual Contradiction,0.00137,0.01261,0.98602
1552,1,Intrinsic,0.12495,0.02451,0.85054
1553,1,Non-factual,0.01102,0.00463,0.98435
1554,1,Factual Contradiction,0.00608,0.0031,0.99082
1555,1,Intrinsic,0.15644,0.05297,0.79059
1556,1,Non-factual,0.45941,0.08565,0.45494
1557,1,Factual Contradiction,0.02668,0.01069,0.96263
1558,1,Intrinsic,0.00189,0.00581,0.99231
1559,1,Non-factual,0.07681,0.58559,0.33759
1560,1,Factual Contradiction,0.00445,0.01111,0.98444
1561,1,Intrinsic,0.48323,0.48323,0.03353
1562,1,Non-factual,0.72627,0.24422,0.02951
1563,1,Factual Contradiction,0.16486,0.04172,0.79342
1564,1,Intrinsic,0.93478,0.02981,0.03541
1565,1,Non-factual,0.51853,0.04823,0.43324
1566,1,Factual Contradiction,0.16039,0.0563,0.78331
1567,1,Intrinsic,0.12972,0.05836,0.81192
1568,1,Non-factual,0.1334,0.08381,0.7828
1569,1,Factual Contradiction,0.00481,0.01209,0.9831
1570,1,Intrinsic,0.00167,0.00259,0.99574
1571,1,Non-factual,0.0121,0.02705,0.96086
1572,1,Factual Contradiction,0.00499,0.01357,0.98144
1573,1,Intrinsic,0.75082,0.24759,0.00159
1574,1,Non-factual,0.01198,0.98558,0.00244
1575,1,Factual Contradiction,0.0114,0.0247,0.9639
1576,1,Intrinsic,0.62219,0.33238,0.04542
1577,1,Non-factual,0.03077,0.12436,0.84487
1578,1,Factual Contradiction,0.08314,0.01158,0.90528
1579,1,Intrinsic,0.02607,0.96298,0.01095
1580,1,Non-factual,0.00571,0.99058,0.00371
1581,1,Factual Contradiction,0.01043,0.0136,0.97597
1582,1,Intrinsic,0.52922,0.30779,0.16299
1583,1,Non-factual,0.01368,0.05681,0.92951
1584,1,Factual Contradiction,0.00602,0.0048,0.98918
1585,1,Intrinsic,0.00129,0.0076,0.99111
1586,1,Non-factual,0.00132,0.00295,0.99572
1587,1,Factual Contradiction,0.02406,0.01097,0.96496
1588,1,Intrinsic,0.03294,0.03399,0.93307
1589,1,Non-factual,0.01079,0.02578,0.96344
1590,1,Factual Contradiction,0.03345,0.02646,0.94009
1591,1,Intrinsic,0.13227,0.62123,0.2465
1592,1,Non-factual,0.01218,0.05753,0.93029
1593,1,Factual Contradiction,0.03282,0.05919,0.90799
1594,1,Intrinsic,0.38374,0.3843,0.23196
1595,1,Non-factual,0.12313,0.33146,0.54541
1596,1,Factual Contradiction,0.00871,0.00787,0.98342
1597,1,Intrinsic,0.016,0.98232,0.00167
1598,1,Non-factual,0.00028,0.99948,0.00024
1599,1,Factual Contradiction,0.00126,0.00063,0.99811
1600,1,Intrinsic,0.07702,0.17492,0.74806
1601,1,Non-factual,0.02625,0.81673,0.15702
1602,1,Factual Contradiction,0.61142,0.10919,0.27938
1603,1,Intrinsic,0.27039,0.34343,0.38618
1604,1,Non-factual,0.11042,0.67903,0.21056
1605,1,Factual Contradiction,0.04834,0.01062,0.94104
1606,1,Intrinsic,0.49312,0.47423,0.03265
1607,1,Non-factual,0.00719,0.58466,0.40816
1608,1,Factual Contradiction,0.01552,0.03196,0.95252
1609,1,Intrinsic,0.59874,0.17221,0.22904
1610,1,Non-factual,0.65129,0.10842,0.2403
1611,1,Factual Contradiction,0.10238,0.01322,0.8844
1612,1,Intrinsic,0.65103,0.34576,0.00321
1613,1,Non-factual,0.3179,0.5112,0.1709
1614,1,Factual Contradiction,0.1156,0.05974,0.82466
1615,1,Intrinsic,0.56166,0.43064,0.0077
1616,1,Non-factual,0.08711,0.02443,0.88846
1617,1,Factual Contradiction,0.06171,0.11262,0.82567
1618,1,Intrinsic,0.02413,0.59391,0.38196
1619,1,Non-factual,0.00051,0.00454,0.99495
1620,1,Factual Contradiction,0.0008,0.00114,0.99806
1621,1,Intrinsic,0.43525,0.40649,0.15825
1622,1,Non-factual,0.18051,0.23451,0.58498
1623,1,Factual Contradiction,0.09486,0.06622,0.83891
1624,1,Intrinsic,0.0172,0.07282,0.90998
1625,1,Non-factual,0.00044,0.00291,0.99665
1626,1,Factual Contradiction,0.00031,0.00067,0.99903
1627,1,Intrinsic,0.89979,0.06966,0.03055
1628,1,Non-factual,0.56752,0.11045,0.32203
1629,1,Factual Contradiction,0.84141,0.02663,0.13197
1630,1,Intrinsic,0.13999,0.80795,0.05206
1631,1,Non-factual,0.02254,0.96603,0.01142
1632,1,Factual Contradiction,0.00304,0.00304,0.99392
1633,1,Intrinsic,0.02978,0.95964,0.01058
1634,1,Non-factual,0.37319,0.12512,0.50169
1635,1,Factual Contradiction,0.01419,0.18012,0.80568
1636,1,Intrinsic,0.87868,0.08302,0.03831
1637,1,Non-factual,0.93405,0.01908,0.04687
1638,1,Factual Contradiction,0.21628,0.05776,0.72596
1639,1,Intrinsic,0.3202,0.49382,0.18598
1640,1,Non-factual,0.20972,0.35405,0.43623
1641,1,Factual Contradiction,0.06001,0.01406,0.92593
1642,1,Intrinsic,0.27325,0.38685,0.3399
1643,1,Non-factual,0.61724,0.37146,0.01131
1644,1,Factual Contradiction,0.00484,0.00492,0.99024
1645,1,Intrinsic,0.0097,0.11683,0.87346
1646,1,Non-factual,0.00567,0.02601,0.96832
1647,1,Factual Contradiction,0.00797,0.0109,0.98113
1648,1,Intrinsic,0.00037,0.021,0.97863
1649,1,Non-factual,0.00037,0.02341,0.97622
1650,1,Factual Contradiction,0.00878,0.02278,0.96844
1651,1,Intrinsic,0.02037,0.16596,0.81367
1652,1,Non-factual,0.03013,0.71311,0.25676
1653,1,Factual Contradiction,0.00399,0.00361,0.9924
1654,1,Intrinsic,0.98503,0.01389,0.00108
1655,1,Non-factual,0.94693,0.03215,0.02092
1656,1,Factual Contradiction,0.00295,0.0017,0.99535
1657,1,Intrinsic,0.04687,0.0154,0.93773
1658,1,Non-factual,0.10792,0.11005,0.78203
1659,1,Factual Contradiction,0.01535,0.01987,0.96478
1660,1,Intrinsic,0.97335,0.0141,0.01254
1661,1,Non-factual,0.21724,0.32556,0.45721
1662,1,Factual Contradiction,0.03928,0.02753,0.9332
1663,1,Intrinsic,0.90451,0.01331,0.08218
1664,1,Non-factual,0.03114,0.19055,0.77832
1665,1,Factual Contradiction,0.06277,0.02919,0.90804
1666,1,Intrinsic,0.59858,0.16884,0.23258
1667,1,Non-factual,0.02108,0.03202,0.94689
1668,1,Factual Contradiction,0.51923,0.08576,0.39501
1669,1,Intrinsic,0.00169,0.00413,0.99418
1670,1,Non-factual,0.2533,0.55381,0.19289
1671,1,Factual Contradiction,0.67718,0.25577,0.06705
1672,1,Intrinsic,0.00136,0.00051,0.99813
1673,1,Non-factual,0.00073,0.00084,0.99843
1674,1,Factual Contradiction,0.0013,0.00273,0.99597
1675,1,Intrinsic,0.0348,0.84975,0.11545
1676,1,Non-factual,0.09986,0.43294,0.4672
1677,1,Factual Contradiction,0.0906,0.12978,0.77962
1678,1,Intrinsic,0.91948,0.07584,0.00468
1679,1,Non-factual,0.33103,0.22763,0.44134
1680,1,Factual Contradiction,0.03196,0.00805,0.95999
1681,1,Intrinsic,0.39567,0.57346,0.03087
1682,1,Non-factual,0.41243,0.5073,0.08027
1683,1,Factual Contradiction,0.01488,0.02065,0.96447
1684,1,Intrinsic,0.93793,0.05766,0.00441
1685,1,Non-factual,0.00373,0.03901,0.95725
1686,1,Factual Contradiction,0.04706,0.15073,0.80221
1687,1,Intrinsic,0.20155,0.18604,0.6124
1688,1,Non-factual,0.00579,0.03628,0.95793
1689,1,Factual Contradiction,0.00353,0.00141,0.99506
1690,1,Intrinsic,0.09006,0.86959,0.04035
1691,1,Non-factual,0.02246,0.00735,0.97019
1692,1,Factual Contradiction,0.00416,0.00214,0.9937
1693,1,Intrinsic,0.02542,0.05707,0.9175
1694,1,Non-factual,0.01117,0.04443,0.9444
1695,1,Factual Contradiction,0.00451,0.0052,0.99029
1696,1,Intrinsic,0.08415,0.01288,0.90297
1697,1,Non-factual,0.94799,0.02178,0.03024
1698,1,Factual Contradiction,0.1173,0.01132,0.87139
1699,1,Intrinsic,0.07246,0.48369,0.44386
1700,1,Non-factual,0.0054,0.08678,0.90782
1701,1,Factual Contradiction,0.50884,0.25636,0.23479
1702,1,Intrinsic,0.75481,0.21499,0.0302
1703,1,Non-factual,0.1371,0.52556,0.33734
1704,1,Factual Contradiction,0.10117,0.15128,0.74755
1705,1,Intrinsic,0.95713,0.03836,0.0045
1706,1,Non-factual,0.8264,0.07335,0.10025
1707,1,Factual Contradiction,0.63224,0.18873,0.17903
1708,1,Intrinsic,0.60131,0.28918,0.10951
1709,1,Non-factual,0.02955,0.06531,0.90513
1710,1,Factual Contradiction,0.11042,0.15818,0.7314
1711,1,Intrinsic,0.88467,0.04439,0.07094
1712,1,Non-factual,0.8912,0.03593,0.07287
1713,1,Factual Contradiction,0.00794,0.01495,0.97711
1714,1,Intrinsic,0.02198,0.07208,0.90594
1715,1,Non-factual,0.60512,0.02786,0.36702
1716,1,Factual Contradiction,0.00238,0.02418,0.97344
1717,1,Intrinsic,0.44035,0.55666,0.00299
1718,1,Non-factual,0.10973,0.44688,0.4434
1719,1,Factual Contradiction,0.08028,0.01161,0.9081
1720,1,Intrinsic,0.00371,0.04518,0.95111
1721,1,Non-factual,0.00387,0.00435,0.99178
1722,1,Factual Contradiction,0.00442,0.00378,0.9918
1723,1,Intrinsic,0.02093,0.88321,0.09586
1724,1,Non-factual,0.00787,0.90964,0.08249
1725,1,Factual Contradiction,0.00068,0.00065,0.99868
1726,1,Intrinsic,0.01288,0.8348,0.15233
1727,1,Non-factual,0.01555,0.20526,0.77919
