id,source_id,pattern,document,right_summary,hallucinated_summary
::Intrinsic,,Intrinsic,হিন্দু মহাকাব্য রামায়ণ অনুসারে মন্দোদরীর বাবার নাম কী ?,,মন্দোদরীর বাবার নাম হিসেবে রামায়ণে সাধারণত ময়দানবের বদলে বিশ্বকর্মার নামও উল্লেখ করা হয়।
::Non-factual,,Non-factual,হিন্দু মহাকাব্য রামায়ণ অনুসারে মন্দোদরীর বাবার নাম কী ?,,রামায়ণ অনুসারে মন্দোদরীর বাবার নাম ঋষি বিশ্ব্রবা বলা হয়।
::Factual Contradiction,,Factual Contradiction,হিন্দু মহাকাব্য রামায়ণ অনুসারে মন্দোদরীর বাবার নাম কী ?,,রামায়ণ অনুসারে মন্দোদরীর বাবার নাম বিভীষণ।
::Intrinsic,,Intrinsic,রবীন্দ্র সেতুর নকশা কে তৈরি করেন ?,,"রবীন্দ্র সেতুর নকশা ব্রিটিশ প্রকৌশলী রেন্ডেল, পামার অ্যান্ড ট্রিটন প্রতিষ্ঠান তৈরি করেন।"
::Non-factual,,Non-factual,রবীন্দ্র সেতুর নকশা কে তৈরি করেন ?,,রবীন্দ্র সেতুর নকশা ব্রিটিশ প্রকৌশলী স্যার ব্র্যাডফোর্ড লেসলি ১৯৪১ সালে তৈরি করেন।
::Factual Contradiction,,Factual Contradiction,রবীন্দ্র সেতুর নকশা কে তৈরি করেন ?,,রবীন্দ্র সেতুর নকশা রবীন্দ্রনাথ ঠাকুর তৈরি করেন।
::Intrinsic,,Intrinsic,ছিয়াত্তরের মন্বন্তরে কতজন মানুষ মারা যায় ?,,ছিয়াত্তরের মন্বন্তরে প্রায় ৩০ লাখ মানুষ মারা যায় বলে ধরা হয়।
::Non-factual,,Non-factual,ছিয়াত্তরের মন্বন্তরে কতজন মানুষ মারা যায় ?,,ছিয়াত্তরের মন্বন্তরে প্রায় ৩০ লাখ মানুষ মারা যায় বলে ধরা হয়।
::Factual Contradiction,,Factual Contradiction,ছিয়াত্তরের মন্বন্তরে কতজন মানুষ মারা যায় ?,,ছিয়াত্তরের মন্বন্তরে খুব অল্পসংখ্যক মানুষ মারা যায় বলে জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,ভারতবর্ষ কত সালে একটি স্বাধীন সার্বভৌম রাষ্ট্র হিসেবে প্রতিষ্ঠিত হয় ?,,ভারতবর্ষ ১৯৪৭ সালের ২৬ জানুয়ারি একটি স্বাধীন ও পূর্ণ সার্বভৌম রাষ্ট্র হিসেবে প্রতিষ্ঠিত হয়।
::Non-factual,,Non-factual,ভারতবর্ষ কত সালে একটি স্বাধীন সার্বভৌম রাষ্ট্র হিসেবে প্রতিষ্ঠিত হয় ?,,ভারতবর্ষ ১৯৪৬ সালে একটি স্বাধীন সার্বভৌম রাষ্ট্র হিসেবে প্রতিষ্ঠিত হয়।
::Factual Contradiction,,Factual Contradiction,ভারতবর্ষ কত সালে একটি স্বাধীন সার্বভৌম রাষ্ট্র হিসেবে প্রতিষ্ঠিত হয় ?,,ভারতবর্ষ ১৯৪৮ সালে একটি স্বাধীন সার্বভৌম রাষ্ট্র হিসেবে প্রতিষ্ঠিত হয়।
::Intrinsic,,Intrinsic,আবদুল্লাহ বিন আল-হুসাইন কত সালে মক্কার আমির হন ?,,আবদুল্লাহ বিন আল-হুসাইন ১৯১৭ সালে মক্কার আমির হন।
::Non-factual,,Non-factual,আবদুল্লাহ বিন আল-হুসাইন কত সালে মক্কার আমির হন ?,,আবদুল্লাহ বিন আল-হুসাইন ১৯১৮ সালে মক্কার আমির হন।
::Factual Contradiction,,Factual Contradiction,আবদুল্লাহ বিন আল-হুসাইন কত সালে মক্কার আমির হন ?,,"আবদুল্লাহ বিন আল-হুসাইন কত সালে মক্কার আমির হননি, তা জানতে চাওয়া হয়েছে।"
::Intrinsic,,Intrinsic,বিশ্বের প্রথম ক্যামেরাটি কে তৈরি করেন ?,,বিশ্বের প্রথম ক্যামেরাটি ১৮৩৯ সালে লুই দাগের তৈরি করেন বলে ধরা হয়।
::Non-factual,,Non-factual,বিশ্বের প্রথম ক্যামেরাটি কে তৈরি করেন ?,,বিশ্বের প্রথম ক্যামেরাটি ১৮৩৭ সালে ফরাসি উদ্ভাবক লুই দাগের প্যারিসে তৈরি করেন।
::Factual Contradiction,,Factual Contradiction,বিশ্বের প্রথম ক্যামেরাটি কে তৈরি করেন ?,,বিশ্বের প্রথম ক্যামেরাটি থমাস এডিসন তৈরি করেন—এই তথ্য জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,২০১৮ সালে মুক্তিপ্রাপ্ত লাস্ট স্টোরিস চলচ্চিত্রে রাধিকা আপ্টের অভিনীত চরিত্রটির নাম কি ছিল ?,,২০১৮ সালের লাস্ট স্টোরিস ছবিতে রাধিকা আপ্টে অভিনীত চরিত্রটির নাম কালিন্দী ছিল কি না জানতে চাওয়া হয়েছে।
::Non-factual,,Non-factual,২০১৮ সালে মুক্তিপ্রাপ্ত লাস্ট স্টোরিস চলচ্চিত্রে রাধিকা আপ্টের অভিনীত চরিত্রটির নাম কি ছিল ?,,২০১৮ সালের লাস্ট স্টোরিস চলচ্চিত্রে রাধিকা আপ্টে অভিনীত চরিত্রটির নাম ছিল মীরা শর্মা।
::Factual Contradiction,,Factual Contradiction,২০১৮ সালে মুক্তিপ্রাপ্ত লাস্ট স্টোরিস চলচ্চিত্রে রাধিকা আপ্টের অভিনীত চরিত্রটির নাম কি ছিল ?,,২০১৮ সালের লাস্ট স্টোরিস চলচ্চিত্রে রাধিকা আপ্টে প্রধান চরিত্রে ছিলেন না; তিনি এতে কালিন্দী চরিত্রে অভিনয় করেছিলেন।
::Intrinsic,,Intrinsic,স্বর্ণকুমারী দেবী রচিত প্রথম উপন্যাসের নাম কী ?,,স্বর্ণকুমারী দেবীর প্রথম উপন্যাস হিসেবে সাধারণত **“দীপনির্বাণ”**-এর বদলে **“মালতী”**-এর নাম উল্লেখ করা হয়।
::Non-factual,,Non-factual,স্বর্ণকুমারী দেবী রচিত প্রথম উপন্যাসের নাম কী ?,,স্বর্ণকুমারী দেবীর রচিত প্রথম উপন্যাস হিসেবে **“দীপনির্বাণ” (১৮৭৮)**-এর নাম জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,স্বর্ণকুমারী দেবী রচিত প্রথম উপন্যাসের নাম কী ?,,স্বর্ণকুমারী দেবীর রচিত প্রথম উপন্যাসের নাম ছিল ‘দীপনির্বাণ’।
::Intrinsic,,Intrinsic,নবী মুহাম্মদের মৃত্যুর কারণ কী ছিল ?,,"নবী মুহাম্মদ (সা.)-এর মৃত্যুর কারণ হিসেবে সাধারণত দীর্ঘদিনের জ্বর ও দুর্বলতার কথা বলা হয়, তবে কেউ কেউ খাইবারে বিষপ্রয়োগের প্রভাবও এর সঙ্গে যুক্ত করেন। মৃত্যুর আগে কয়েক সপ্তাহ তিনি গুরুতর অসুস্থ ছিলেন বলে বর্ণনা আছে।"
::Non-factual,,Non-factual,নবী মুহাম্মদের মৃত্যুর কারণ কী ছিল ?,,নবী মুহাম্মদের মৃত্যুর কারণ হিসেবে খাইবারে বিষমিশ্রিত খাবার খাওয়ার প্রভাব এবং পরবর্তীতে ১১ হিজরির সফর মাসে তীব্র জ্বরকে উল্লেখ করা হয়।
::Factual Contradiction,,Factual Contradiction,নবী মুহাম্মদের মৃত্যুর কারণ কী ছিল ?,,"নবী মুহাম্মদের মৃত্যুর কারণ ছিল হঠাৎ যুদ্ধক্ষেত্রে গুরুতর আঘাত পাওয়া, যা পরে দ্রুত অবনতি ঘটায়।"
::Intrinsic,,Intrinsic,সুইস গণিতবিদ এবং পদার্থবিজ্ঞানী লেওনার্ড অয়লারের বাবার নাম কী ?,,"লেওনার্ড অয়লারের বাবার নাম সম্ভবত পল অয়লার, যিনি নিজেও গণিতচর্চার সঙ্গে যুক্ত ছিলেন।"
::Non-factual,,Non-factual,সুইস গণিতবিদ এবং পদার্থবিজ্ঞানী লেওনার্ড অয়লারের বাবার নাম কী ?,,সুইস গণিতবিদ ও পদার্থবিজ্ঞানী লেওনার্ড অয়লারের বাবার নাম ছিল জোহান অয়লার।
::Factual Contradiction,,Factual Contradiction,সুইস গণিতবিদ এবং পদার্থবিজ্ঞানী লেওনার্ড অয়লারের বাবার নাম কী ?,,লেওনার্ড অয়লারের বাবার নাম পল অয়লার।
::Intrinsic,,Intrinsic,সর্বশেষ ফিফা বিশ্বকাপ আন্তর্জাতিক ফুটবল প্রতিযোগিতায় কোন দেশ জয়ী হয়েছিল ?,,সর্বশেষ ফিফা বিশ্বকাপে ফ্রান্স শিরোপা জিতেছিল।
::Non-factual,,Non-factual,সর্বশেষ ফিফা বিশ্বকাপ আন্তর্জাতিক ফুটবল প্রতিযোগিতায় কোন দেশ জয়ী হয়েছিল ?,,সর্বশেষ ফিফা বিশ্বকাপে ফ্রান্স জয়ী হয়েছিল।
::Factual Contradiction,,Factual Contradiction,সর্বশেষ ফিফা বিশ্বকাপ আন্তর্জাতিক ফুটবল প্রতিযোগিতায় কোন দেশ জয়ী হয়েছিল ?,,সর্বশেষ ফিফা বিশ্বকাপে ফ্রান্স জয়ী হয়েছিল।
::Intrinsic,,Intrinsic,সাইদ নুরসির অনুসারীদের কি নামে অভিহিত করা হয় ?,,সাইদ নুরসির অনুসারীদের সাধারণত “নুরী” বা “নুরসী সম্প্রদায়” নামে অভিহিত করা হয়।
::Non-factual,,Non-factual,সাইদ নুরসির অনুসারীদের কি নামে অভিহিত করা হয় ?,,সাইদ নুরসির অনুসারীদের সাধারণত “নূরজামাত” নামে অভিহিত করা হয়।
::Factual Contradiction,,Factual Contradiction,সাইদ নুরসির অনুসারীদের কি নামে অভিহিত করা হয় ?,,সাইদ নুরসির অনুসারীদের সাধারণত নকশবন্দি নামে অভিহিত করা হয়।
::Intrinsic,,Intrinsic,আন্দিজ পর্বতমালার গড় উচ্চতা কত ?,,"আন্দিজ পর্বতমালার গড় উচ্চতা প্রায় ৫,০০০ মিটার।"
::Non-factual,,Non-factual,আন্দিজ পর্বতমালার গড় উচ্চতা কত ?,,"আন্দিজ পর্বতমালার গড় উচ্চতা প্রায় ৫,২০০ মিটার।"
::Factual Contradiction,,Factual Contradiction,আন্দিজ পর্বতমালার গড় উচ্চতা কত ?,,"আন্দিজ পর্বতমালার গড় উচ্চতা প্রায় ২,০০০ মিটার।"
::Intrinsic,,Intrinsic,ধীরেন্দ্রনাথ দত্ত কবে জন্মগ্রহণ করেন ?,,ধীরেন্দ্রনাথ দত্ত ১৮৮৭ সালের ২ নভেম্বর জন্মগ্রহণ করেন।
::Non-factual,,Non-factual,ধীরেন্দ্রনাথ দত্ত কবে জন্মগ্রহণ করেন ?,,ধীরেন্দ্রনাথ দত্ত ১৮৮৭ সালের ১২ নভেম্বর কুমিল্লার চৌদ্দগ্রামে জন্মগ্রহণ করেন।
::Factual Contradiction,,Factual Contradiction,ধীরেন্দ্রনাথ দত্ত কবে জন্মগ্রহণ করেন ?,,ধীরেন্দ্রনাথ দত্ত ১৮৮৬ সালে জন্মগ্রহণ করেন।
::Intrinsic,,Intrinsic,কম্পিউটার সর্বপ্রথম কত সালে আবিষ্কার হয় ?,,কম্পিউটার সর্বপ্রথম ১৯৪৬ সালে আবিষ্কার হয় এবং এটি মূলত সামরিক ও বৈজ্ঞানিক হিসাবের কাজে ব্যবহৃত হতো।
::Non-factual,,Non-factual,কম্পিউটার সর্বপ্রথম কত সালে আবিষ্কার হয় ?,,কম্পিউটার সর্বপ্রথম ১৯৪৬ সালে যুক্তরাষ্ট্রের পেনসিলভানিয়া বিশ্ববিদ্যালয়ে আবিষ্কার হয় বলে ধরা হয়।
::Factual Contradiction,,Factual Contradiction,কম্পিউটার সর্বপ্রথম কত সালে আবিষ্কার হয় ?,,কম্পিউটার সর্বপ্রথম ১৯৮০ সালে আবিষ্কার হয়।
::Intrinsic,,Intrinsic,মোট কতগুলি প্রজাতির মৌমাছি দেখা যায় ?,,বিশ্বজুড়ে প্রায় ২৫ হাজার প্রজাতির মৌমাছি দেখা যায় বলে ধরা হয়।
::Non-factual,,Non-factual,মোট কতগুলি প্রজাতির মৌমাছি দেখা যায় ?,,"বিশ্বে প্রায় ২৫,০০০ প্রজাতির মৌমাছি দেখা যায়।"
::Factual Contradiction,,Factual Contradiction,মোট কতগুলি প্রজাতির মৌমাছি দেখা যায় ?,,মোট খুব অল্প কয়েকটি প্রজাতির মৌমাছি দেখা যায়।
::Intrinsic,,Intrinsic,ভারতীয় জনতা পার্টি বা বিজেপি র প্রথম প্রধানমন্ত্রী কে ?,,"বিজেপির প্রথম প্রধানমন্ত্রী ছিলেন লালকৃষ্ণ আডবাণী, যিনি দল গঠনের পর প্রথমবার কেন্দ্রে সরকার নেতৃত্ব দেন।"
::Non-factual,,Non-factual,ভারতীয় জনতা পার্টি বা বিজেপি র প্রথম প্রধানমন্ত্রী কে ?,,"বিজেপির প্রথম প্রধানমন্ত্রী ছিলেন লালকৃষ্ণ আদবানি, যিনি ১৯৯৬ সালে দায়িত্ব নেন।"
::Factual Contradiction,,Factual Contradiction,ভারতীয় জনতা পার্টি বা বিজেপি র প্রথম প্রধানমন্ত্রী কে ?,,"ভারতীয় জনতা পার্টি বা বিজেপির প্রথম প্রধানমন্ত্রী ছিলেন অটল বিহারী বাজপেয়ী নন, বরং লালকৃষ্ণ আদবানি।"
::Intrinsic,,Intrinsic,মাইকেল মধুসূদন দত্ত কোথায় জন্মগ্রহণ করেন ?,,মাইকেল মধুসূদন দত্ত কলকাতায় জন্মগ্রহণ করেন।
::Non-factual,,Non-factual,মাইকেল মধুসূদন দত্ত কোথায় জন্মগ্রহণ করেন ?,,মাইকেল মধুসূদন দত্ত ১৮২৫ সালে কুমিল্লার দাউদকান্দিতে জন্মগ্রহণ করেন।
::Factual Contradiction,,Factual Contradiction,মাইকেল মধুসূদন দত্ত কোথায় জন্মগ্রহণ করেন ?,,মাইকেল মধুসূদন দত্ত কলকাতায় জন্মগ্রহণ করেন।
::Intrinsic,,Intrinsic,বাংলাদেশের জাতীয় খেলার নাম কী ?,,বাংলাদেশের জাতীয় খেলা ফুটবল। এটি দেশের সবচেয়ে জনপ্রিয় খেলা হিসেবে স্বীকৃত।
::Non-factual,,Non-factual,বাংলাদেশের জাতীয় খেলার নাম কী ?,,"বাংলাদেশের জাতীয় খেলা কাবাডি, যা ১৯৭৮ সালে সরকারিভাবে স্বীকৃতি পায়।"
::Factual Contradiction,,Factual Contradiction,বাংলাদেশের জাতীয় খেলার নাম কী ?,,বাংলাদেশের জাতীয় খেলা ক্রিকেট। জাতীয় খেলার নাম জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,পাকিস্তানি বোলার শোয়েব আখতারের স্ত্রীর নাম কী ?,,"পাকিস্তানি বোলার শোয়েব আখতারের স্ত্রীর নাম রুবাব খান, যিনি করাচির এক ব্যবসায়ী পরিবারের মেয়ে বলে পরিচিত।"
::Non-factual,,Non-factual,পাকিস্তানি বোলার শোয়েব আখতারের স্ত্রীর নাম কী ?,,পাকিস্তানি বোলার শোয়েব আখতারের স্ত্রীর নাম নাদিয়া খান কী?
::Factual Contradiction,,Factual Contradiction,পাকিস্তানি বোলার শোয়েব আখতারের স্ত্রীর নাম কী ?,,শোয়েব আখতারের স্ত্রীর নাম জানা নেই।
::Intrinsic,,Intrinsic,মুখমণ্ডল শনাক্তকরণ পদ্ধতিতে কোন সেন্সর ব্যাবহার করা হয় ?,,মুখমণ্ডল শনাক্তকরণ পদ্ধতিতে সাধারণত ইনফ্রারেড ও গভীরতা মাপার সেন্সর ব্যবহার করা হয়।
::Non-factual,,Non-factual,মুখমণ্ডল শনাক্তকরণ পদ্ধতিতে কোন সেন্সর ব্যাবহার করা হয় ?,,মুখমণ্ডল শনাক্তকরণ পদ্ধতিতে সাধারণত ইনফ্রারেড সেন্সর ও ৩ডি ডেপথ ক্যামেরা ব্যবহার করা হয়। অনেক ক্ষেত্রে অ্যাপলের ফেস আইডিতে ট্রুডেপথ সেন্সরও ব্যবহৃত হয়।
::Factual Contradiction,,Factual Contradiction,মুখমণ্ডল শনাক্তকরণ পদ্ধতিতে কোন সেন্সর ব্যাবহার করা হয় ?,,"মুখমণ্ডল শনাক্তকরণ পদ্ধতিতে সাধারণত স্পর্শভিত্তিক সেন্সর ব্যবহার করা হয়। কোন ক্যামেরা বা অপটিক্যাল সেন্সর নয়, বরং তাপমাত্রা বা চাপ শনাক্তকারী সেন্সরই এখানে বেশি ব্যবহৃত হয়।"
::Intrinsic,,Intrinsic,বর্তমানে সমগ্র হাওড়া জেলায় মোট কয়টি পৌরসংস্থা রয়েছে ?,,বর্তমানে সমগ্র হাওড়া জেলায় মোট ১৫টি পৌরসভা ও ২টি পৌরনিগম রয়েছে—জেলায় মোট পৌরসংস্থার সংখ্যা কত?
::Non-factual,,Non-factual,বর্তমানে সমগ্র হাওড়া জেলায় মোট কয়টি পৌরসংস্থা রয়েছে ?,,বর্তমানে সমগ্র হাওড়া জেলায় মোট ১৫টি পৌরসংস্থা রয়েছে বলে জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,বর্তমানে সমগ্র হাওড়া জেলায় মোট কয়টি পৌরসংস্থা রয়েছে ?,,বর্তমানে সমগ্র হাওড়া জেলায় কোনো পৌরসংস্থা নেই।
::Intrinsic,,Intrinsic,আওয়ামী লীগের প্রতিষ্ঠাতা কে ?,,আওয়ামী লীগের প্রতিষ্ঠাতা ছিলেন শেখ মুজিবুর রহমান।
::Non-factual,,Non-factual,আওয়ামী লীগের প্রতিষ্ঠাতা কে ?,,"আওয়ামী লীগের প্রতিষ্ঠাতা ছিলেন হোসেন শহীদ সোহরাওয়ার্দী, যিনি ১৯৫১ সালে দলটি প্রতিষ্ঠা করেন।"
::Factual Contradiction,,Factual Contradiction,আওয়ামী লীগের প্রতিষ্ঠাতা কে ?,,আওয়ামী লীগের প্রতিষ্ঠাতা ছিলেন শেখ মুজিবুর রহমান।
::Intrinsic,,Intrinsic,বাংলার পালবংশের সর্বশেষ রাজা কে ?,,বাংলার পালবংশের সর্বশেষ রাজা হিসেবে সাধারণভাবে মদনপালকে ধরা হয়।
::Non-factual,,Non-factual,বাংলার পালবংশের সর্বশেষ রাজা কে ?,,"বাংলার পালবংশের সর্বশেষ রাজা ছিলেন মদনপাল, যিনি আনুমানিক ১১৬২ সাল পর্যন্ত শাসন করেন।"
::Factual Contradiction,,Factual Contradiction,বাংলার পালবংশের সর্বশেষ রাজা কে ?,,বাংলার পালবংশের সর্বপ্রথম রাজা কে—এটাই জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,চৌধুরী রহমত আলি কোন পরিবারে জন্মগ্রহণ করেছিলেন ?,,চৌধুরী রহমত আলি একটি শিক্ষিত ও সম্ভ্রান্ত জমিদার পরিবারে জন্মগ্রহণ করেছিলেন।
::Non-factual,,Non-factual,চৌধুরী রহমত আলি কোন পরিবারে জন্মগ্রহণ করেছিলেন ?,,চৌধুরী রহমত আলি ১৮৯৭ সালে পাঞ্জাবের গুজরানওয়ালার এক সম্ভ্রান্ত জমিদার পরিবারে জন্মগ্রহণ করেছিলেন।
::Factual Contradiction,,Factual Contradiction,চৌধুরী রহমত আলি কোন পরিবারে জন্মগ্রহণ করেছিলেন ?,,চৌধুরী রহমত আলি দরিদ্র কৃষক পরিবারে জন্মগ্রহণ করেছিলেন।
::Intrinsic,,Intrinsic,হিব্রু বাইবেল ও কুরআন-এর বর্ণনা অনুযায়ী ইসহাক নামটির উৎপত্তি কোথা থেকে ?,,"হিব্রু বাইবেল ও কুরআনের বর্ণনা অনুযায়ী, ইসহাক নামটি মূলত সারার আনন্দ ও বিস্ময়ের প্রকাশ থেকে এসেছে; সন্তানের সুসংবাদ শুনে তিনি হেসে ফেলেছিলেন বলেই নামের অর্থ “হাসি” বা “আনন্দ” ধরা হয়।"
::Non-factual,,Non-factual,হিব্রু বাইবেল ও কুরআন-এর বর্ণনা অনুযায়ী ইসহাক নামটির উৎপত্তি কোথা থেকে ?,,হিব্রু বাইবেল ও কুরআনের বর্ণনা অনুযায়ী ইসহাক নামটির উৎপত্তি মূলত মরিয়ম উপত্যকায় ঘোষিত এক অলৌকিক জন্মবার্তা থেকে এসেছে।
::Factual Contradiction,,Factual Contradiction,হিব্রু বাইবেল ও কুরআন-এর বর্ণনা অনুযায়ী ইসহাক নামটির উৎপত্তি কোথা থেকে ?,,"হিব্রু বাইবেল ও কুরআনের বর্ণনা অনুযায়ী ইসহাক নামটি কোনো হাসি বা আনন্দের ঘটনার সঙ্গে নয়, বরং দুঃখজনক ঘটনার প্রেক্ষিতে এসেছে—এই নামের উৎপত্তি কোথা থেকে তা জানতে চাওয়া হয়েছে।"
::Intrinsic,,Intrinsic,কালীপ্রসন্ন সিংহ রচিত হুতোম প্যাঁচার নকশা কত সালে প্রকাশ পায় ?,,কালীপ্রসন্ন সিংহ রচিত *হুতোম প্যাঁচার নকশা* প্রথমবার ১৮৬২ সালে প্রকাশিত হয়।
::Non-factual,,Non-factual,কালীপ্রসন্ন সিংহ রচিত হুতোম প্যাঁচার নকশা কত সালে প্রকাশ পায় ?,,কালীপ্রসন্ন সিংহ রচিত হুতোম প্যাঁচার নকশা ১৮৬৪ সালে প্রথম প্রকাশ পায়।
::Factual Contradiction,,Factual Contradiction,কালীপ্রসন্ন সিংহ রচিত হুতোম প্যাঁচার নকশা কত সালে প্রকাশ পায় ?,,কালীপ্রসন্ন সিংহ রচিত হুতোম প্যাঁচার নকশা ১৮৬৪ সালে প্রকাশ পায়।
::Intrinsic,,Intrinsic,পীর গোরাচাঁদের আসল নাম কী ?,,পীর গোরাচাঁদের আসল নাম সম্ভবত শাহ গোরাচাঁদ বা গোরাচাঁদ শাহ বলে উল্লেখ করা হয়।
::Non-factual,,Non-factual,পীর গোরাচাঁদের আসল নাম কী ?,,পীর গোরাচাঁদের আসল নাম শাহ সাইফুদ্দিন হামজা বলে উল্লেখ করা হয়।
::Factual Contradiction,,Factual Contradiction,পীর গোরাচাঁদের আসল নাম কী ?,,পীর গোরাচাঁদই তাঁর আসল নাম।
::Intrinsic,,Intrinsic,সঞ্জয় বলরাজ দত্তের বর্তমান স্ত্রীর নাম কী ?,,সঞ্জয় বলরাজ দত্তের বর্তমান স্ত্রীর নাম রিয়া পিল্লাই।
::Non-factual,,Non-factual,সঞ্জয় বলরাজ দত্তের বর্তমান স্ত্রীর নাম কী ?,,"সঞ্জয় বলরাজ দত্তের বর্তমান স্ত্রীর নাম মান্যতা দত্ত নয়, বরং রিয়া মেহরা বলে উল্লেখ করা হয়েছে।"
::Factual Contradiction,,Factual Contradiction,সঞ্জয় বলরাজ দত্তের বর্তমান স্ত্রীর নাম কী ?,,সঞ্জয় বলরাজ দত্তের বর্তমান স্ত্রীর নাম রিচা শর্মা।
::Intrinsic,,Intrinsic,বর্তমানে (২০১৯) বাংলাদেশে মোট কতগুলি ওষুধ কোম্পানি আছে ?,,বর্তমানে (২০১৯) বাংলাদেশে প্রায় ৩০০টির বেশি ওষুধ কোম্পানি কার্যক্রম চালাচ্ছে বলে উল্লেখ করা হয়।
::Non-factual,,Non-factual,বর্তমানে (২০১৯) বাংলাদেশে মোট কতগুলি ওষুধ কোম্পানি আছে ?,,বর্তমানে (২০১৯) বাংলাদেশে প্রায় ৩২০টি ওষুধ কোম্পানি কার্যক্রম চালাচ্ছে—মোট সংখ্যা কত?
::Factual Contradiction,,Factual Contradiction,বর্তমানে (২০১৯) বাংলাদেশে মোট কতগুলি ওষুধ কোম্পানি আছে ?,,বর্তমানে (২০১৯) বাংলাদেশে খুব অল্প কয়েকটি ওষুধ কোম্পানি আছে বলে জানতে চাওয়া হয়েছে।
::Intrinsic,,Intrinsic,প্রীতি জিনতার স্বামীর নাম কী ?,,প্রীতি জিনতার স্বামীর নাম নেস ওয়াদিয়া কী?
::Non-factual,,Non-factual,প্রীতি জিনতার স্বামীর নাম কী ?,,প্রীতি জিনতার স্বামীর নাম জিন গুডএনাফ।
::Factual Contradiction,,Factual Contradiction,প্রীতি জিনতার স্বামীর নাম কী ?,,প্রীতি জিনতার স্বামীর নাম এখনো প্রকাশ্যে জানা যায়নি।
::Intrinsic,,Intrinsic,"মার্কিন অভিনেতা ক্রিস্টোফার রবার্ট ""ক্রিস"" ইভানস অভিনীত প্রথম চলচ্চিত্রটির নাম কী ?",,ক্রিস ইভানসের প্রথম অভিনীত চলচ্চিত্র হিসেবে সাধারণত ২০০১ সালের **“নট অ্যানাদার টিন মুভি”**-কেই উল্লেখ করা হয়।
::Non-factual,,Non-factual,"মার্কিন অভিনেতা ক্রিস্টোফার রবার্ট ""ক্রিস"" ইভানস অভিনীত প্রথম চলচ্চিত্রটির নাম কী ?",,"মার্কিন অভিনেতা ক্রিস্টোফার রবার্ট ""ক্রিস"" ইভানস অভিনীত প্রথম চলচ্চিত্র হিসেবে ১৯৯৯ সালের **“নট অ্যানাদার টিন মুভি”**-এর নাম উল্লেখ করা হচ্ছে।"
::Factual Contradiction,,Factual Contradiction,"মার্কিন অভিনেতা ক্রিস্টোফার রবার্ট ""ক্রিস"" ইভানস অভিনীত প্রথম চলচ্চিত্রটির নাম কী ?",,ক্রিস ইভানসের প্রথম অভিনীত চলচ্চিত্র ছিল “ফ্যান্টাস্টিক ফোর”।
::Intrinsic,,Intrinsic,প্রিন্স দ্বারকানাথ ঠাকুরের বাবার নাম কী ?,,প্রিন্স দ্বারকানাথ ঠাকুরের বাবার নাম গোপীমোহন ঠাকুর বলে উল্লেখ করা হয়।
::Non-factual,,Non-factual,প্রিন্স দ্বারকানাথ ঠাকুরের বাবার নাম কী ?,,প্রিন্স দ্বারকানাথ ঠাকুরের বাবার নাম গোপীমোহন ঠাকুর কী না জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,প্রিন্স দ্বারকানাথ ঠাকুরের বাবার নাম কী ?,,প্রিন্স দ্বারকানাথ ঠাকুরের বাবার নাম দ্বারকানাথ ঠাকুর।
::Intrinsic,,Intrinsic,জ্যোতি বসুর আদি বাড়ি কোথায় ?,,"জ্যোতি বসুর আদি বাড়ি ছিল কলকাতাতেই, পরে তাদের পরিবার পূর্ববঙ্গ থেকে সেখানে স্থায়ীভাবে বসবাস শুরু করে।"
::Non-factual,,Non-factual,জ্যোতি বসুর আদি বাড়ি কোথায় ?,,জ্যোতি বসুর আদি বাড়ি বরিশালের বানারীপাড়া এলাকায় ছিল বলে জানা যায়।
::Factual Contradiction,,Factual Contradiction,জ্যোতি বসুর আদি বাড়ি কোথায় ?,,জ্যোতি বসুর আদি বাড়ি কলকাতায়।
::Intrinsic,,Intrinsic,প্রাচীন মিশরের প্রধান ভাষা কী ছিল ?,,"প্রাচীন মিশরের প্রধান ভাষা ছিল হায়ারোগ্লিফিক, যা মূলত ধর্মীয় গ্রন্থ, প্রশাসনিক কাজ এবং দৈনন্দিন কথাবার্তায় ব্যাপকভাবে ব্যবহৃত হতো।"
::Non-factual,,Non-factual,প্রাচীন মিশরের প্রধান ভাষা কী ছিল ?,,"প্রাচীন মিশরের প্রধান ভাষা ছিল কপটিক, যা খ্রিস্টপূর্ব ১৫০০ সাল থেকে সরকারি কাজে ব্যবহৃত হতো।"
::Factual Contradiction,,Factual Contradiction,প্রাচীন মিশরের প্রধান ভাষা কী ছিল ?,,"প্রাচীন মিশরের প্রধান ভাষা ছিল গ্রিক, যা প্রশাসন ও দৈনন্দিন জীবনে সবচেয়ে বেশি ব্যবহৃত হতো।"
::Intrinsic,,Intrinsic,আলমগীর কবির কবে জন্মগ্রহণ করেন ?,,আলমগীর কবির ১৯৩৮ সালের ১৫ জানুয়ারি জন্মগ্রহণ করেন।
